Fe, Ti, Nb, is_glass
    32.828,    21.223,    45.949,     0.500
    32.620,    20.076,    47.305,     0.500
    32.372,    18.975,    48.654,     0.500
    32.086,    17.920,    49.995,     0.500
    31.764,    16.910,    51.326,     0.500
    31.407,    15.945,    52.648,     0.500
    31.018,    15.024,    53.957,     0.500
    30.600,    14.145,    55.255,     0.000
    30.153,    13.308,    56.539,     0.000
    29.679,    12.511,    57.809,     0.000
    29.182,    11.754,    59.064,     0.000
    28.663,    11.034,    60.303,     0.000
    28.123,    10.351,    61.526,     0.000
    27.565,     9.703,    62.733,     0.000
    26.990,     9.089,    63.921,     0.000
    35.914,    30.674,    33.412,     0.500
    36.092,    29.217,    34.691,     0.500
    36.218,    27.808,    35.974,     0.500
    36.293,    26.445,    37.262,     0.500
    36.317,    25.130,    38.552,     0.500
    36.292,    23.862,    39.845,     0.500
    36.220,    22.641,    41.139,     0.500
    36.101,    21.466,    42.433,     0.500
    35.937,    20.337,    43.727,     0.500
    35.730,    19.252,    45.018,     0.500
    35.482,    18.213,    46.306,     0.500
    35.194,    17.217,    47.590,     0.500
    34.868,    16.264,    48.868,     0.500
    34.507,    15.352,    50.141,     0.500
    34.112,    14.482,    51.406,     0.500
    33.685,    13.652,    52.663,     0.500
    33.228,    12.861,    53.912,     0.500
    32.743,    12.107,    55.150,     0.000
    32.232,    11.390,    56.379,     0.000
    31.696,    10.708,    57.596,     0.000
    31.139,    10.060,    58.801,     0.000
    30.561,     9.444,    59.995,     0.000
    29.965,     8.861,    61.175,     0.000
    39.105,    29.154,    31.741,     0.500
    39.292,    27.773,    32.935,     0.500
    39.427,    26.438,    34.135,     0.500
    39.509,    25.151,    35.340,     0.500
    39.540,    23.909,    36.551,     0.500
    39.521,    22.713,    37.766,     0.500
    39.454,    21.562,    38.984,     0.500
    39.339,    20.456,    40.204,     0.500
    39.179,    19.394,    41.427,     0.500
    38.975,    18.375,    42.650,     0.500
    38.728,    17.398,    43.874,     0.500
    38.441,    16.462,    45.097,     0.500
    38.115,    15.567,    46.318,     0.500
    37.752,    14.711,    47.537,     0.500
    37.354,    13.893,    48.753,     0.500
    36.922,    13.113,    49.965,     0.500
    36.460,    12.369,    51.171,     0.500
    35.968,    11.660,    52.373,     0.500
    35.448,    10.984,    53.568,     0.500
    34.902,    10.341,    54.757,     0.000
    34.332,     9.730,    55.938,     0.000
    33.740,     9.149,    57.112,     0.000
    33.127,     8.597,    58.277,     0.000
    42.604,    26.269,    31.127,     0.500
    42.744,    25.012,    32.243,     0.500
    42.833,    23.801,    33.366,     0.500
    42.869,    22.635,    34.496,     0.500
    42.856,    21.513,    35.631,     0.500
    42.794,    20.434,    36.772,     0.500
    42.685,    19.399,    37.917,     0.500
    42.529,    18.404,    39.067,     0.500
    42.329,    17.451,    40.220,     0.500
    42.086,    16.538,    41.376,     0.500
    41.802,    15.663,    42.534,     0.500
    41.479,    14.826,    43.695,     0.500
    41.118,    14.026,    44.856,     0.500
    40.721,    13.262,    46.017,     0.500
    40.290,    12.532,    47.178,     0.500
    39.826,    11.836,    48.338,     0.500
    39.332,    11.172,    49.496,     0.500
    38.808,    10.539,    50.653,     0.500
    38.257,     9.937,    51.806,     0.500
    37.681,     9.363,    52.956,     0.500
    37.080,     8.817,    54.103,     0.500
    45.999,    24.721,    29.280,     0.500
    46.144,    23.544,    30.313,     0.500
    46.236,    22.410,    31.354,     0.500
    46.278,    21.320,    32.402,     0.500
    46.269,    20.273,    33.458,     0.500
    46.213,    19.267,    34.520,     0.500
    46.109,    18.302,    35.589,     0.500
    45.959,    17.377,    36.665,     0.500
    45.765,    16.490,    37.746,     0.500
    45.528,    15.640,    38.832,     0.500
    45.250,    14.827,    39.924,     0.500
    44.932,    14.049,    41.019,     0.500
    44.577,    13.305,    42.118,     0.500
    44.185,    12.594,    43.221,     0.500
    43.758,    11.915,    44.327,     0.500
    43.299,    11.267,    45.434,     0.500
    42.807,    10.649,    46.544,     0.500
    42.286,    10.059,    47.655,     0.500
    41.736,     9.497,    48.767,     0.500
    41.159,     8.962,    49.879,     0.500
    40.557,     8.452,    50.991,     0.500
    49.594,    22.046,    28.360,     0.500
    49.689,    20.991,    29.319,     0.500
    49.734,    19.978,    30.288,     0.500
    49.730,    19.006,    31.264,     0.500
    49.678,    18.073,    32.249,     0.500
    49.580,    17.179,    33.242,     0.500
    49.436,    16.322,    34.242,     0.500
    49.249,    15.501,    35.250,     0.500
    49.020,    14.714,    36.265,     0.500
    48.751,    13.962,    37.287,     0.500
    48.442,    13.242,    38.316,     0.500
    48.095,    12.554,    39.351,     0.500
    47.713,    11.896,    40.391,     0.500
    47.295,    11.268,    41.437,     0.500
    46.845,    10.668,    42.487,     0.500
    46.362,    10.095,    43.543,     0.500
    45.848,     9.549,    44.603,     0.500
    45.306,     9.028,    45.666,     0.500
    44.735,     8.531,    46.734,     0.500
    53.158,    19.560,    27.281,     0.500
    53.205,    18.624,    28.171,     0.500
    53.204,    17.726,    29.070,     0.500
    53.156,    16.865,    29.978,     0.500
    53.064,    16.041,    30.895,     0.500
    52.928,    15.251,    31.821,     0.500
    52.749,    14.495,    32.756,     0.500
    52.530,    13.771,    33.699,     0.500
    52.271,    13.079,    34.651,     0.500
    51.973,    12.416,    35.611,     0.500
    51.639,    11.783,    36.578,     0.500
    51.269,    11.177,    37.553,     0.500
    50.866,    10.599,    38.536,     0.500
    50.428,    10.046,    39.526,     0.500
    49.960,     9.518,    40.522,     0.500
    49.460,     9.014,    41.526,     0.500
    48.931,     8.533,    42.536,     0.500
    56.657,    17.271,    26.072,     0.500
    56.658,    16.446,    26.896,     0.500
    56.614,    15.657,    27.729,     0.500
    56.528,    14.900,    28.572,     0.500
    56.399,    14.177,    29.424,     0.500
    56.229,    13.484,    30.287,     0.500
    56.021,    12.821,    31.158,     0.500
    55.774,    12.187,    32.039,     0.500
    55.491,    11.580,    32.929,     0.500
    55.172,    11.000,    33.828,     0.500
    54.818,    10.445,    34.737,     0.500
    54.432,     9.915,    35.653,     0.500
    54.013,     9.408,    36.579,     0.500
    53.563,     8.924,    37.513,     0.500
    53.083,     8.462,    38.455,     0.500
    60.059,    15.180,    24.760,     0.500
    60.019,    14.460,    25.522,     0.500
    59.937,    13.770,    26.293,     0.500
    59.816,    13.110,    27.074,     0.500
    59.656,    12.479,    27.865,     0.500
    59.459,    11.875,    28.666,     0.500
    59.226,    11.297,    29.477,     0.500
    58.959,    10.744,    30.298,     0.500
    58.657,    10.215,    31.128,     0.500
    58.323,     9.709,    31.968,     0.500
    57.957,     9.225,    32.817,     0.500
    57.561,     8.763,    33.676,     0.500
    57.134,     8.321,    34.545,     0.500
    63.260,    12.661,    24.078,     0.500
    63.146,    12.063,    24.791,     0.500
    62.997,    11.490,    25.513,     0.500
    62.812,    10.942,    26.246,     0.500
    62.594,    10.418,    26.988,     0.500
    62.344,     9.917,    27.740,     0.500
    62.062,     9.437,    28.502,     0.500
    61.749,     8.977,    29.273,     0.500
    61.407,     8.538,    30.055,     0.500
     5.777,    67.321,    26.902,     0.000
     6.382,    73.216,    20.402,     0.000
     6.436,    71.676,    21.888,     0.000
     6.480,    70.068,    23.451,     0.000
     6.514,    68.394,    25.092,     0.000
     6.536,    66.654,    26.810,     0.000
     6.547,    64.850,    28.604,     0.000
     6.545,    62.985,    30.470,     0.000
     6.532,    61.063,    32.405,     0.000
     6.506,    59.088,    34.406,     0.000
     7.057,    75.329,    17.614,     0.000
     7.141,    73.921,    18.938,     0.000
     7.214,    72.449,    20.337,     0.000
     7.276,    70.913,    21.811,     0.000
     7.326,    69.313,    23.362,     0.000
     7.363,    67.647,    24.989,     0.000
     7.389,    65.919,    26.692,     0.000
     7.400,    64.130,    28.470,     0.000
     7.399,    62.282,    30.319,     0.000
     7.383,    60.379,    32.237,     0.000
     7.353,    58.427,    34.220,     0.000
     7.309,    56.429,    36.262,     0.000
     7.250,    54.392,    38.358,     0.000
     7.867,    75.816,    16.317,     0.000
     7.973,    74.470,    17.557,     0.000
     8.067,    73.064,    18.869,     0.000
     8.149,    71.596,    20.254,     0.000
     8.218,    70.067,    21.714,     0.000
     8.274,    68.476,    23.249,     0.000
     8.317,    66.824,    24.859,     0.000
     8.344,    65.111,    26.544,     0.000
     8.357,    63.340,    28.303,     0.000
     8.355,    61.513,    30.132,     0.000
     8.337,    59.634,    32.029,     0.000
     8.302,    57.707,    33.990,     0.000
     8.252,    55.737,    36.011,     0.000
     8.184,    53.730,    38.085,     0.000
     8.100,    51.692,    40.208,     0.000
     8.753,    76.145,    15.102,     0.000
     8.884,    74.857,    16.260,     0.000
     9.002,    73.512,    17.486,     0.000
     9.107,    72.110,    18.783,     0.000
     9.198,    70.650,    20.152,     0.000
     9.275,    69.131,    21.594,     0.000
     9.337,    67.553,    23.109,     0.000
     9.384,    65.917,    24.699,     0.000
     9.414,    64.223,    26.363,     0.000
     9.428,    62.474,    28.098,     0.000
     9.424,    60.672,    29.903,     0.000
     9.403,    58.821,    31.776,     0.000
     9.363,    56.924,    33.712,     0.000
     9.305,    54.987,    35.708,     0.000
     9.229,    53.014,    37.757,     0.000
     9.133,    51.011,    39.855,     0.000
     9.019,    48.985,    41.995,     0.000
     9.722,    76.311,    13.967,     0.000
     9.880,    75.076,    15.044,     0.000
    10.025,    73.789,    16.187,     0.000
    10.155,    72.448,    17.396,     0.000
    10.271,    71.054,    18.675,     0.000
    10.372,    69.603,    20.024,     0.000
    10.457,    68.098,    21.445,     0.000
    10.525,    66.536,    22.939,     0.000
    10.576,    64.919,    24.505,     0.000
    10.609,    63.248,    26.143,     0.000
    10.623,    61.525,    27.852,     0.000
    10.617,    59.753,    29.630,     0.000
    10.592,    57.933,    31.474,     0.000
    10.547,    56.071,    33.382,     0.000
    10.480,    54.171,    35.349,     0.000
    10.393,    52.237,    37.369,     0.000
    10.286,    50.275,    39.439,     0.000
    10.157,    48.291,    41.552,     0.000
    10.008,    46.291,    43.701,     0.000
    10.783,    76.309,    12.908,     0.000
    10.970,    75.122,    13.908,     0.000
    11.143,    73.888,    14.969,     0.000
    11.302,    72.605,    16.094,     0.000
    11.445,    71.271,    17.284,     0.000
    11.572,    69.886,    18.542,     0.000
    11.683,    68.449,    19.868,     0.000
    11.776,    66.959,    21.265,     0.000
    11.850,    65.417,    22.733,     0.000
    11.904,    63.824,    24.272,     0.000
    11.939,    62.180,    25.881,     0.000
    11.953,    60.487,    27.560,     0.000
    11.945,    58.748,    29.307,     0.000
    11.915,    56.965,    31.120,     0.000
    11.863,    55.142,    32.995,     0.000
    11.788,    53.284,    34.929,     0.000
    11.689,    51.394,    36.917,     0.000
    11.568,    49.478,    38.954,     0.000
    11.424,    47.540,    41.036,     0.000
    11.256,    45.588,    43.156,     0.000
    11.067,    43.626,    45.307,     0.000
    12.161,    74.991,    12.848,     0.000
    12.365,    73.805,    13.831,     0.000
    12.554,    72.573,    14.873,     0.000
    12.727,    71.296,    15.977,     0.000
    12.883,    69.972,    17.145,     0.000
    13.022,    68.599,    18.379,     0.000
    13.142,    67.178,    19.680,     0.000
    13.242,    65.709,    21.049,     0.000
    13.321,    64.190,    22.488,     0.000
    13.380,    62.624,    23.996,     0.000
    13.416,    61.011,    25.573,     0.000
    13.429,    59.353,    27.218,     0.000
    13.418,    57.651,    28.931,     0.000
    13.383,    55.910,    30.707,     0.000
    13.323,    54.131,    32.546,     0.000
    13.238,    52.319,    34.443,     0.000
    13.127,    50.478,    36.395,     0.000
    12.991,    48.612,    38.397,     0.000
    12.829,    46.727,    40.444,     0.000
    12.643,    44.827,    42.530,     0.000
    12.432,    42.919,    44.650,     0.000
    13.461,    74.678,    11.861,     0.000
    13.698,    73.534,    12.768,     0.000
    13.920,    72.350,    13.731,     0.000
    14.124,    71.124,    14.751,     0.000
    14.312,    69.856,    15.832,     0.000
    14.481,    68.544,    16.975,     0.000
    14.630,    67.187,    18.182,     0.000
    14.759,    65.786,    19.455,     0.000
    14.867,    64.340,    20.794,     0.000
    14.951,    62.849,    22.200,     0.000
    15.013,    61.314,    23.673,     0.000
    15.050,    59.736,    25.215,     0.000
    15.061,    58.116,    26.823,     0.000
    15.047,    56.457,    28.496,     0.000
    15.005,    54.761,    30.233,     0.000
    14.937,    53.031,    32.032,     0.000
    14.841,    51.270,    33.889,     0.000
    14.717,    49.483,    35.801,     0.000
    14.565,    47.672,    37.763,     0.000
    14.385,    45.844,    39.771,     0.000
    14.178,    44.002,    41.820,     0.000
    13.943,    42.152,    43.904,     0.000
    13.683,    40.299,    46.018,     0.000
    15.152,    73.072,    11.776,     0.000
    15.407,    71.930,    12.663,     0.000
    15.645,    70.751,    13.604,     0.000
    15.866,    69.534,    14.601,     0.000
    16.067,    68.277,    15.656,     0.000
    16.248,    66.981,    16.771,     0.000
    16.408,    65.644,    17.948,     0.000
    16.546,    64.266,    19.189,     0.000
    16.660,    62.847,    20.494,     0.000
    16.749,    61.387,    21.864,     0.000
    16.813,    59.887,    23.300,     0.000
    16.850,    58.349,    24.802,     0.000
    16.859,    56.772,    26.369,     0.000
    16.840,    55.160,    28.000,     0.000
    16.792,    53.514,    29.694,     0.000
    16.714,    51.837,    31.449,     0.000
    16.606,    50.132,    33.262,     0.000
    16.468,    48.403,    35.129,     0.000
    16.299,    46.653,    37.048,     0.000
    16.100,    44.886,    39.014,     0.000
    15.871,    43.108,    41.022,     0.000
    15.612,    41.321,    43.067,     0.000
    15.325,    39.531,    45.144,     0.000
    17.024,    71.310,    11.666,     0.000
    17.297,    70.172,    12.530,     0.000
    17.552,    69.001,    13.447,     0.000
    17.787,    67.795,    14.417,     0.000
    18.002,    66.554,    15.444,     0.000
    18.195,    65.277,    16.529,     0.000
    18.364,    63.963,    17.673,     0.000
    18.510,    62.612,    18.878,     0.000
    18.629,    61.224,    20.146,     0.000
    18.722,    59.800,    21.477,     0.000
    18.788,    58.340,    22.872,     0.000
    18.824,    56.845,    24.331,     0.000
    18.830,    55.316,    25.854,     0.000
    18.806,    53.755,    27.439,     0.000
    18.750,    52.163,    29.086,     0.000
    18.662,    50.544,    30.794,     0.000
    18.542,    48.900,    32.558,     0.000
    18.388,    47.234,    34.378,     0.000
    18.202,    45.549,    36.249,     0.000
    17.983,    43.848,    38.169,     0.000
    17.731,    42.137,    40.132,     0.000
    17.448,    40.419,    42.134,     0.000
    17.133,    38.697,    44.170,     0.000
    19.087,    69.386,    11.527,     0.000
    19.378,    68.256,    12.366,     0.000
    19.648,    67.096,    13.256,     0.000
    19.897,    65.905,    14.198,     0.000
    20.124,    64.683,    15.193,     0.000
    20.327,    63.428,    16.244,     0.000
    20.506,    62.141,    17.353,     0.000
    20.658,    60.822,    18.521,     0.000
    20.782,    59.470,    19.748,     0.000
    20.878,    58.085,    21.037,     0.000
    20.943,    56.669,    22.388,     0.500
    20.978,    55.221,    23.800,     0.500
    20.981,    53.744,    25.275,     0.500
    20.951,    52.238,    26.811,     0.500
    20.886,    50.706,    28.408,     0.500
    20.788,    49.149,    30.063,     0.500
    20.654,    47.570,    31.777,     0.500
    20.485,    45.971,    33.545,     0.500
    20.281,    44.355,    35.365,     0.500
    20.041,    42.726,    37.234,     0.500
    19.766,    41.086,    39.148,     0.500
    19.457,    39.440,    41.103,     0.500
    19.114,    37.791,    43.095,     0.500
    21.349,    67.296,    11.355,     0.000
    21.654,    66.177,    12.168,     0.000
    21.939,    65.033,    13.029,     0.000
    22.200,    63.861,    13.939,     0.000
    22.438,    62.661,    14.901,     0.500
    22.650,    61.434,    15.916,     0.500
    22.836,    60.178,    16.986,     0.500
    22.993,    58.894,    18.113,     0.500
    23.121,    57.582,    19.297,     0.500
    23.218,    56.241,    20.541,     0.500
    23.284,    54.873,    21.844,     0.500
    23.316,    53.477,    23.207,     0.500
    23.314,    52.056,    24.630,     0.500
    23.277,    50.610,    26.114,     0.500
    23.204,    49.140,    27.656,     0.500
    23.094,    47.649,    29.257,     0.500
    22.946,    46.139,    30.915,     0.500
    22.761,    44.611,    32.628,     0.500
    22.539,    43.069,    34.393,     0.500
    22.278,    41.514,    36.208,     0.500
    21.980,    39.951,    38.069,     0.500
    21.645,    38.382,    39.973,     0.500
    21.274,    36.809,    41.917,     0.500
    23.811,    65.040,    11.149,     0.500
    24.130,    63.937,    11.933,     0.500
    24.426,    62.811,    12.762,     0.500
    24.699,    61.663,    13.639,     0.500
    24.945,    60.491,    14.564,     0.500
    25.164,    59.295,    15.541,     0.500
    25.356,    58.075,    16.570,     0.500
    25.517,    56.830,    17.653,     0.500
    25.647,    55.561,    18.792,     0.500
    25.744,    54.269,    19.987,     0.500
    25.808,    52.952,    21.240,     0.500
    25.837,    51.613,    22.550,     0.500
    25.830,    50.251,    23.919,     0.500
    25.785,    48.869,    25.346,     0.500
    25.702,    47.466,    26.832,     0.500
    25.581,    46.045,    28.375,     0.500
    25.420,    44.607,    29.973,     0.500
    25.219,    43.154,    31.627,     0.500
    24.978,    41.689,    33.333,     0.500
    24.697,    40.213,    35.091,     0.500
    24.376,    38.729,    36.895,     0.500
    24.016,    37.240,    38.745,     0.500
    23.617,    35.748,    40.635,     0.500
    26.473,    62.621,    10.906,     0.500
    26.803,    61.538,    11.659,     0.500
    27.109,    60.436,    12.455,     0.500
    27.389,    59.315,    13.295,     0.500
    27.642,    58.175,    14.183,     0.500
    27.867,    57.015,    15.118,     0.500
    28.062,    55.834,    16.104,     0.500
    28.225,    54.634,    17.141,     0.500
    28.355,    53.413,    18.231,     0.500
    28.452,    52.173,    19.376,     0.500
    28.513,    50.912,    20.575,     0.500
    28.537,    49.632,    21.831,     0.500
    28.524,    48.334,    23.142,     0.500
    28.471,    47.018,    24.511,     0.500
    28.379,    45.686,    25.936,     0.500
    28.246,    44.338,    27.417,     0.500
    28.071,    42.975,    28.954,     0.500
    27.855,    41.601,    30.545,     0.500
    27.596,    40.215,    32.189,     0.500
    27.295,    38.821,    33.884,     0.500
    26.952,    37.419,    35.628,     0.500
    26.568,    36.013,    37.419,     0.500
    26.143,    34.604,    39.253,     0.500
    29.330,    60.045,    10.626,     0.500
    29.668,    58.987,    11.345,     0.500
    29.980,    57.914,    12.106,     0.500
    30.266,    56.826,    12.908,     0.500
    30.523,    55.722,    13.755,     0.500
    30.750,    54.602,    14.648,     0.500
    30.946,    53.466,    15.588,     0.500
    31.109,    52.314,    16.577,     0.500
    31.238,    51.145,    17.617,     0.500
    31.332,    49.960,    18.708,     0.500
    31.389,    48.759,    19.852,     0.500
    31.408,    47.542,    21.050,     0.500
    31.388,    46.311,    22.302,     0.500
    31.327,    45.065,    23.608,     0.500
    31.225,    43.805,    24.970,     0.500
    31.081,    42.532,    26.387,     0.500
    30.893,    41.248,    27.858,     0.500
    30.662,    39.954,    29.384,     0.500
    30.387,    38.651,    30.962,     0.500
    30.068,    37.340,    32.592,     0.500
    29.704,    36.023,    34.272,     0.500
    29.297,    34.703,    36.000,     0.500
    28.847,    33.380,    37.773,     0.500
    32.370,    57.323,    10.307,     0.500
    32.713,    56.295,    10.992,     0.500
    33.028,    55.257,    11.715,     0.500
    33.315,    54.206,    12.479,     0.500
    33.573,    53.143,    13.283,     0.500
    33.800,    52.068,    14.131,     0.500
    33.995,    50.981,    15.024,     0.500
    34.156,    49.880,    15.964,     0.500
    34.282,    48.767,    16.951,     0.500
    34.372,    47.641,    17.987,     0.500
    34.424,    46.503,    19.073,     0.500
    34.436,    45.353,    20.211,     0.500
    34.409,    44.190,    21.401,     0.500
    34.340,    43.016,    22.644,     0.500
    34.229,    41.831,    23.940,     0.500
    34.074,    40.636,    25.290,     0.500
    33.874,    39.432,    26.693,     0.500
    33.630,    38.220,    28.150,     0.500
    33.340,    37.001,    29.659,     0.500
    33.004,    35.775,    31.220,     0.500
    32.623,    34.545,    32.832,     0.500
    32.196,    33.311,    34.493,     0.500
    31.723,    32.075,    36.201,     0.500
    35.920,    53.480,    10.600,     0.500
    36.235,    52.480,    11.285,     0.500
    36.521,    51.472,    12.008,     0.500
    36.776,    50.455,    12.769,     0.500
    37.000,    49.429,    13.571,     0.500
    37.191,    48.394,    14.415,     0.500
    37.347,    47.349,    15.303,     0.500
    37.469,    46.295,    16.236,     0.500
    37.553,    45.231,    17.216,     0.500
    37.598,    44.158,    18.243,     0.500
    37.605,    43.076,    19.320,     0.500
    37.570,    41.984,    20.446,     0.500
    37.493,    40.884,    21.623,     0.500
    37.373,    39.776,    22.851,     0.500
    37.208,    38.660,    24.132,     0.500
    36.998,    37.537,    25.465,     0.500
    36.742,    36.408,    26.850,     0.500
    36.440,    35.273,    28.287,     0.500
    36.090,    34.133,    29.777,     0.500
    35.693,    32.990,    31.317,     0.500
    35.249,    31.843,    32.907,     0.500
    39.269,    50.560,    10.172,     0.500
    39.578,    49.604,    10.817,     0.500
    39.858,    48.643,    11.498,     0.500
    40.108,    47.677,    12.216,     0.500
    40.326,    46.704,    12.971,     0.500
    40.510,    45.725,    13.765,     0.500
    40.660,    44.739,    14.601,     0.500
    40.775,    43.746,    15.479,     0.500
    40.852,    42.747,    16.401,     0.500
    40.891,    41.741,    17.369,     0.500
    40.890,    40.728,    18.382,     0.500
    40.848,    39.709,    19.443,     0.500
    40.763,    38.684,    20.553,     0.500
    40.635,    37.652,    21.712,     0.500
    40.463,    36.616,    22.922,     0.500
    40.244,    35.574,    24.182,     0.500
    39.979,    34.528,    25.493,     0.500
    39.667,    33.477,    26.856,     0.500
    39.306,    32.423,    28.271,     0.500
    38.898,    31.366,    29.736,     0.500
    38.441,    30.307,    31.252,     0.500
    43.030,    46.653,    10.316,     0.500
    43.301,    45.744,    10.955,     0.500
    43.541,    44.831,    11.628,     0.500
    43.750,    43.915,    12.335,     0.500
    43.925,    42.995,    13.080,     0.500
    44.067,    42.070,    13.863,     0.500
    44.173,    41.141,    14.686,     0.500
    44.242,    40.208,    15.550,     0.500
    44.273,    39.270,    16.456,     0.500
    44.265,    38.328,    17.406,     0.500
    44.216,    37.382,    18.402,     0.500
    44.125,    36.432,    19.443,     0.500
    43.991,    35.477,    20.532,     0.500
    43.812,    34.519,    21.669,     0.500
    43.587,    33.558,    22.855,     0.500
    43.315,    32.594,    24.091,     0.500
    42.997,    31.626,    25.377,     0.500
    42.629,    30.657,    26.714,     0.500
    42.213,    29.685,    28.102,     0.500
    46.816,    42.801,    10.383,     0.500
    47.044,    41.945,    11.011,     0.500
    47.240,    41.088,    11.672,     0.500
    47.404,    40.229,    12.366,     0.500
    47.535,    39.368,    13.097,     0.500
    47.632,    38.504,    13.864,     0.500
    47.692,    37.638,    14.670,     0.500
    47.715,    36.769,    15.515,     0.500
    47.700,    35.898,    16.402,     0.500
    47.645,    35.024,    17.331,     0.500
    47.548,    34.148,    18.304,     0.500
    47.409,    33.269,    19.322,     0.500
    47.226,    32.388,    20.385,     0.500
    46.998,    31.506,    21.496,     0.500
    46.723,    30.621,    22.655,     0.500
    46.401,    29.736,    23.863,     0.500
    46.031,    28.848,    25.121,     0.500
    50.581,    39.046,    10.373,     0.500
    50.763,    38.251,    10.986,     0.500
    50.914,    37.455,    11.632,     0.500
    51.032,    36.658,    12.310,     0.500
    51.118,    35.860,    13.022,     0.500
    51.169,    35.060,    13.771,     0.500
    51.184,    34.260,    14.556,     0.500
    51.162,    33.459,    15.379,     0.500
    51.102,    32.656,    16.242,     0.500
    51.001,    31.852,    17.147,     0.500
    50.859,    31.048,    18.093,     0.500
    50.674,    30.242,    19.084,     0.500
    50.446,    29.436,    20.119,     0.500
    50.171,    28.629,    21.200,     0.500
    49.850,    27.821,    22.329,     0.500
    54.417,    34.698,    10.885,     0.500
    54.523,    33.966,    11.512,     0.500
    54.597,    33.233,    12.170,     0.500
    54.638,    32.500,    12.862,     0.500
    54.645,    31.767,    13.587,     0.500
    54.618,    31.034,    14.349,     0.500
    54.553,    30.300,    15.147,     0.500
    54.450,    29.567,    15.983,     0.500
    54.307,    28.833,    16.859,     0.500
    54.124,    28.100,    17.777,     0.500
    53.897,    27.366,    18.736,     0.500
    58.033,    30.650,    11.317,     0.500
    58.065,    29.982,    11.954,     0.500
    58.065,    29.314,    12.621,     0.500
    58.032,    28.646,    13.321,     0.500
    57.965,    27.980,    14.056,     0.500
    57.861,    27.313,    14.826,     0.500
    57.720,    26.647,    15.632,     0.500
