# register#,plate_y,plate_x,Seconds,i0,i1,mon,bstop,Omron,CH6,    CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,    ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,    pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,,,,,,,,,,scan#,Imax,Iave,ratio,scan#,texture,Co,Ti,Zr,# peak_position, peak_width_max, peak_width_min, peak_intensity, num_of_peaks
1.20E+01,0.00E+00,-3.60E+01,3.00E+01,5.23E+06,5.92E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.35E+05,1.32E+05,1.11E+03,4.24E+02,5.34E+04,8.21E+03,2.19E+04,1.37E+04,3.54E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,8.62E+02,5.81E+02,1.48E+00,1.00E+00,2.51E-04,0.208133184,0.413791092,0.378075724,2.53E+00,4.10E-01,4.10E-01,1.41E+02,1.00E+00
3.30E+01,-1.20E+01,-3.30E+01,3.00E+01,5.22E+06,5.91E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.89E+05,1.85E+05,1.70E+03,5.92E+02,7.82E+04,1.18E+04,2.43E+04,2.20E+04,5.62E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,8.44E+02,5.91E+02,1.43E+00,2.00E+00,2.70E-04,0.233095962,0.444340156,0.322563882,2.58E+00,4.36E-01,4.36E-01,1.49E+02,1.00E+00
3.40E+01,-9.00E+00,-3.30E+01,3.00E+01,5.21E+06,5.90E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.89E+05,1.84E+05,1.63E+03,5.43E+02,7.83E+04,1.20E+04,2.47E+04,2.09E+04,5.42E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,8.41E+02,5.91E+02,1.42E+00,3.00E+00,2.70E-04,0.232234219,0.432539734,0.335226047,2.57E+00,4.37E-01,4.37E-01,1.57E+02,1.00E+00
3.50E+01,-6.00E+00,-3.30E+01,3.00E+01,5.21E+06,5.89E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.86E+05,1.82E+05,1.57E+03,5.71E+02,7.79E+04,1.18E+04,2.44E+04,1.96E+04,5.16E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E+00,8.39E+02,5.92E+02,1.42E+00,4.00E+00,2.70E-04,0.231249542,0.420974937,0.34777552,2.56E+00,4.34E-01,4.34E-01,1.64E+02,1.00E+00
3.60E+01,-3.00E+00,-3.30E+01,3.00E+01,5.20E+06,5.88E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,1.86E+05,1.82E+05,1.53E+03,5.95E+02,7.78E+04,1.19E+04,2.44E+04,1.90E+04,4.92E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,8.37E+02,5.92E+02,1.41E+00,5.00E+00,2.71E-04,0.230177696,0.409670783,0.360151521,2.56E+00,4.30E-01,4.30E-01,1.71E+02,1.00E+00
3.70E+01,0.00E+00,-3.30E+01,3.00E+01,5.19E+06,5.87E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.82E+05,1.79E+05,1.44E+03,6.38E+02,7.75E+04,1.19E+04,2.45E+04,1.83E+04,4.75E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.00E+00,8.36E+02,5.92E+02,1.41E+00,6.00E+00,2.69E-04,0.229056738,0.398654555,0.372288707,2.55E+00,4.29E-01,4.29E-01,1.80E+02,1.00E+00
3.80E+01,3.00E+00,-3.30E+01,3.00E+01,5.19E+06,5.86E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.53E+01,1.81E+05,1.77E+05,1.43E+03,5.89E+02,7.70E+04,1.20E+04,2.46E+04,1.75E+04,4.43E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.00E+00,8.36E+02,5.93E+02,1.41E+00,7.00E+00,2.68E-04,0.227920907,0.387961431,0.384117662,2.55E+00,4.27E-01,4.27E-01,1.89E+02,1.00E+00
3.90E+01,6.00E+00,-3.30E+01,3.00E+01,5.19E+06,5.87E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.79E+05,1.76E+05,1.43E+03,5.93E+02,7.74E+04,1.18E+04,2.48E+04,1.66E+04,4.23E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.00E+00,8.36E+02,5.95E+02,1.41E+00,8.00E+00,2.64E-04,0.226812025,0.377628593,0.395559382,2.54E+00,4.24E-01,4.24E-01,1.99E+02,1.00E+00
4.00E+01,9.00E+00,-3.30E+01,3.00E+01,5.23E+06,5.96E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,1.82E+05,1.78E+05,1.41E+03,6.12E+02,7.78E+04,1.21E+04,2.53E+04,1.58E+04,3.99E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.00E+00,8.49E+02,6.04E+02,1.40E+00,9.00E+00,2.60E-04,0.225770119,0.367696354,0.406533527,2.53E+00,4.20E-01,4.20E-01,2.10E+02,1.00E+00
4.10E+01,1.20E+01,-3.30E+01,3.00E+01,5.22E+06,5.91E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.77E+05,1.73E+05,1.28E+03,5.77E+02,7.61E+04,1.18E+04,2.50E+04,1.49E+04,3.87E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+01,8.51E+02,6.01E+02,1.42E+00,1.00E+01,2.55E-04,0.224837942,0.358209547,0.416952511,2.53E+00,4.20E-01,4.20E-01,2.18E+02,1.00E+00
