# register#,plate_y,plate_x,Seconds,i0,i1,mon,bstop,Omron,CH6,    CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,    ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,    pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,,,,,,,,,,scan#,Imax,Iave,ratio,scan#,texture,Co,Ti,Zr,# peak_position, peak_width_max, peak_width_min, peak_intensity, num_of_peaks
5.60E+01,-1.80E+01,-3.00E+01,3.00E+01,5.21E+06,5.87E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,1.97E+05,1.92E+05,1.72E+03,6.13E+02,8.34E+04,1.23E+04,2.41E+04,2.18E+04,5.60E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+01,8.40E+02,5.87E+02,1.43E+00,1.10E+01,2.36E-04,0.257640899,0.451986716,0.290372386,2.60E+00,4.60E-01,4.60E-01,1.24E+02,1.00E+00
5.70E+01,-1.50E+01,-3.00E+01,3.00E+01,5.21E+06,5.83E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.95E+05,1.90E+05,1.69E+03,6.02E+02,8.33E+04,1.23E+04,2.41E+04,2.12E+04,5.44E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+01,8.34E+02,5.85E+02,1.43E+00,1.20E+01,2.37E-04,0.257060139,0.439950672,0.302989189,2.59E+00,4.62E-01,4.62E-01,1.30E+02,1.00E+00
5.80E+01,-1.20E+01,-3.00E+01,3.00E+01,5.20E+06,5.81E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.93E+05,1.88E+05,1.58E+03,5.98E+02,8.26E+04,1.25E+04,2.40E+04,2.03E+04,5.34E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+01,8.32E+02,5.84E+02,1.42E+00,1.30E+01,2.37E-04,0.256257392,0.428105105,0.315637503,2.59E+00,4.61E-01,4.61E-01,1.37E+02,1.00E+00
5.90E+01,-9.00E+00,-3.00E+01,3.00E+01,5.20E+06,5.80E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.91E+05,1.87E+05,1.56E+03,6.26E+02,8.30E+04,1.25E+04,2.40E+04,1.93E+04,5.05E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+01,8.30E+02,5.84E+02,1.42E+00,1.40E+01,2.38E-04,0.25526258,0.416461381,0.328276039,2.58E+00,4.54E-01,4.54E-01,1.42E+02,1.00E+00
6.00E+01,-6.00E+00,-3.00E+01,3.00E+01,5.19E+06,5.79E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.91E+05,1.87E+05,1.54E+03,5.90E+02,8.32E+04,1.25E+04,2.40E+04,1.86E+04,4.83E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E+01,8.27E+02,5.84E+02,1.42E+00,1.50E+01,2.38E-04,0.254108246,0.405036133,0.340855621,2.57E+00,4.48E-01,4.48E-01,1.49E+02,1.00E+00
6.10E+01,-3.00E+00,-3.00E+01,3.00E+01,5.18E+06,5.77E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.87E+05,1.83E+05,1.48E+03,5.92E+02,8.22E+04,1.23E+04,2.41E+04,1.76E+04,4.43E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.60E+01,8.25E+02,5.83E+02,1.41E+00,1.60E+01,2.38E-04,0.252830127,0.393845035,0.353324838,2.56E+00,4.46E-01,4.46E-01,1.56E+02,1.00E+00
6.20E+01,0.00E+00,-3.00E+01,3.00E+01,5.23E+06,5.85E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.90E+05,1.86E+05,1.51E+03,6.19E+02,8.39E+04,1.26E+04,2.40E+04,1.72E+04,4.35E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.70E+01,8.37E+02,5.93E+02,1.41E+00,1.70E+01,2.37E-04,0.25146004,0.382912384,0.365627576,2.56E+00,4.45E-01,4.45E-01,1.67E+02,1.00E+00
6.30E+01,3.00E+00,-3.00E+01,3.00E+01,5.22E+06,5.85E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.87E+05,1.83E+05,1.39E+03,6.54E+02,8.31E+04,1.25E+04,2.45E+04,1.61E+04,4.23E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.80E+01,8.36E+02,5.93E+02,1.41E+00,1.80E+01,2.36E-04,0.250033432,0.372264186,0.377702382,2.55E+00,4.41E-01,4.41E-01,1.74E+02,1.00E+00
6.40E+01,6.00E+00,-3.00E+01,3.00E+01,5.22E+06,5.83E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.85E+05,1.81E+05,1.37E+03,6.11E+02,8.19E+04,1.26E+04,2.43E+04,1.54E+04,3.90E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.90E+01,8.32E+02,5.92E+02,1.41E+00,1.90E+01,2.33E-04,0.248586833,0.361929248,0.389483918,2.55E+00,4.39E-01,4.39E-01,1.83E+02,1.00E+00
6.50E+01,9.00E+00,-3.00E+01,3.00E+01,5.21E+06,5.82E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.83E+05,1.80E+05,1.41E+03,6.31E+02,8.20E+04,1.25E+04,2.44E+04,1.47E+04,3.76E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+01,8.32E+02,5.93E+02,1.40E+00,2.00E+01,2.29E-04,0.24715837,0.351935772,0.400905858,2.54E+00,4.35E-01,4.35E-01,1.92E+02,1.00E+00
6.60E+01,1.20E+01,-3.00E+01,3.00E+01,5.20E+06,5.80E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.80E+05,1.76E+05,1.29E+03,6.01E+02,8.05E+04,1.22E+04,2.42E+04,1.35E+04,3.72E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.10E+01,8.29E+02,5.92E+02,1.40E+00,2.10E+01,2.24E-04,0.245784078,0.342316715,0.411899207,2.53E+00,4.33E-01,4.33E-01,2.00E+02,1.00E+00
6.70E+01,1.50E+01,-3.00E+01,3.00E+01,5.20E+06,5.79E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.79E+05,1.75E+05,1.25E+03,6.13E+02,7.96E+04,1.23E+04,2.43E+04,1.30E+04,3.43E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.20E+01,8.29E+02,5.92E+02,1.40E+00,2.20E+01,2.17E-04,0.24450375,0.333105215,0.422391035,2.53E+00,4.30E-01,4.30E-01,2.07E+02,1.00E+00
6.80E+01,1.80E+01,-3.00E+01,3.00E+01,5.19E+06,5.77E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.75E+05,1.71E+05,1.17E+03,6.30E+02,7.80E+04,1.20E+04,2.44E+04,1.21E+04,3.18E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.30E+01,8.35E+02,5.92E+02,1.41E+00,2.30E+01,2.09E-04,0.243355454,0.324333573,0.432310973,2.52E+00,4.27E-01,4.27E-01,2.13E+02,1.00E+00
8.00E+01,-2.10E+01,-2.70E+01,3.00E+01,5.19E+06,5.76E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.01E+05,1.97E+05,1.65E+03,6.11E+02,8.75E+04,1.32E+04,2.38E+04,2.10E+04,5.29E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+01,8.29E+02,5.79E+02,1.43E+00,2.40E+01,2.07E-04,0.282989487,0.446275443,0.27073507,2.61E+00,4.99E-01,4.99E-01,1.08E+02,1.00E+00
8.10E+01,-1.80E+01,-2.70E+01,3.00E+01,5.23E+06,5.87E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.04E+05,1.99E+05,1.74E+03,6.16E+02,8.98E+04,1.34E+04,2.42E+04,2.07E+04,5.39E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+01,8.45E+02,5.90E+02,1.43E+00,2.50E+01,2.07E-04,0.282600389,0.434327432,0.283072179,2.60E+00,4.93E-01,4.93E-01,1.15E+02,1.00E+00
8.20E+01,-1.50E+01,-2.70E+01,3.00E+01,5.22E+06,5.87E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.03E+05,1.99E+05,1.58E+03,6.36E+02,9.02E+04,1.35E+04,2.41E+04,2.02E+04,5.10E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.60E+01,8.44E+02,5.91E+02,1.43E+00,2.60E+01,2.07E-04,0.28192737,0.422555223,0.295517407,2.60E+00,4.88E-01,4.88E-01,1.20E+02,1.00E+00
8.30E+01,-1.20E+01,-2.70E+01,3.00E+01,5.22E+06,5.81E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.00E+05,1.96E+05,1.57E+03,5.81E+02,8.96E+04,1.35E+04,2.38E+04,1.91E+04,5.01E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E+01,8.35E+02,5.86E+02,1.42E+00,2.70E+01,2.07E-04,0.281001304,0.41096468,0.308034015,2.59E+00,4.87E-01,4.87E-01,1.25E+02,1.00E+00
