# register#,plate_y,plate_x,Seconds,i0,i1,mon,bstop,Omron,CH6,    CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,    ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,    pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,,,,,,,,,,scan#,Imax,Iave,ratio,scan#,texture,Co,Ti,Zr,# peak_position, peak_width_max, peak_width_min, peak_intensity, num_of_peaks
5.60E+01,-1.80E+01,-3.00E+01,3.00E+01,5.20E+06,5.83E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.28E+05,1.26E+05,1.41E+03,4.66E+02,3.00E+04,6.28E+03,2.98E+04,2.00E+04,5.17E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+01,1.33E+03,6.07E+02,2.19E+00,1.10E+01,2.45E-04,0.066266933,0.31177853,0.621954536,2.33E+00,1.33E-01,9.22E-02,3.43E+02,2.00E+00
5.70E+01,-1.50E+01,-3.00E+01,3.00E+01,5.19E+06,5.81E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.28E+05,1.26E+05,1.37E+03,4.91E+02,3.00E+04,6.32E+03,3.04E+04,1.88E+04,4.92E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+01,1.43E+03,6.10E+02,2.35E+00,1.20E+01,2.53E-04,0.065655802,0.296267304,0.638076895,2.33E+00,1.27E-01,8.71E-02,3.50E+02,2.00E+00
5.80E+01,-1.20E+01,-3.00E+01,3.00E+01,5.18E+06,5.79E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.26E+05,1.23E+05,1.33E+03,4.59E+02,2.98E+04,6.40E+03,3.01E+04,1.78E+04,4.67E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+01,1.55E+03,6.13E+02,2.53E+00,1.30E+01,2.62E-04,0.064977197,0.281277265,0.653745539,2.32E+00,1.22E-01,8.30E-02,3.57E+02,2.00E+00
5.90E+01,-9.00E+00,-3.00E+01,3.00E+01,5.19E+06,5.80E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.25E+05,1.23E+05,1.30E+03,4.83E+02,2.99E+04,6.54E+03,3.05E+04,1.69E+04,4.53E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+01,1.70E+03,6.19E+02,2.75E+00,1.40E+01,2.76E-04,0.064238781,0.266815468,0.668945752,2.32E+00,1.17E-01,8.03E-02,3.71E+02,2.00E+00
6.00E+01,-6.00E+00,-3.00E+01,3.00E+01,5.22E+06,5.87E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.27E+05,1.25E+05,1.23E+03,5.27E+02,3.01E+04,6.78E+03,3.11E+04,1.66E+04,4.33E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E+01,1.92E+03,6.33E+02,3.04E+00,1.50E+01,2.96E-04,0.063447649,0.252887522,0.683664829,2.32E+00,1.10E-01,7.84E-02,3.90E+02,2.00E+00
6.10E+01,-3.00E+00,-3.00E+01,3.00E+01,5.22E+06,5.86E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.25E+05,1.23E+05,1.20E+03,5.48E+02,2.99E+04,6.97E+03,3.10E+04,1.57E+04,4.12E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.60E+01,2.15E+03,6.39E+02,3.37E+00,1.60E+01,3.17E-04,0.062610893,0.239496258,0.697892849,2.32E+00,1.03E-01,7.70E-02,4.10E+02,2.00E+00
6.20E+01,0.00E+00,-3.00E+01,3.00E+01,5.21E+06,5.87E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.25E+05,1.23E+05,1.20E+03,5.54E+02,3.01E+04,6.95E+03,3.13E+04,1.47E+04,3.91E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.70E+01,2.43E+03,6.48E+02,3.76E+00,1.70E+01,3.41E-04,0.061733392,0.226643724,0.711622884,2.31E+00,9.61E-02,7.53E-02,4.35E+02,2.00E+00
6.30E+01,3.00E+00,-3.00E+01,3.00E+01,5.20E+06,5.83E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.23E+05,1.21E+05,1.15E+03,5.84E+02,2.93E+04,7.01E+03,3.13E+04,1.39E+04,3.65E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.80E+01,2.70E+03,6.50E+02,4.15E+00,1.80E+01,3.66E-04,0.060821826,0.214327946,0.724850229,2.31E+00,9.02E-02,7.33E-02,4.58E+02,2.00E+00
6.40E+01,6.00E+00,-3.00E+01,3.00E+01,5.20E+06,5.81E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,1.23E+05,1.21E+05,1.08E+03,5.13E+02,2.92E+04,7.04E+03,3.14E+04,1.31E+04,3.42E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.90E+01,2.98E+03,6.54E+02,4.55E+00,1.90E+01,3.89E-04,0.059879592,0.202543832,0.737576577,2.31E+00,8.57E-02,7.21E-02,4.84E+02,2.00E+00
6.50E+01,9.00E+00,-3.00E+01,3.00E+01,5.19E+06,5.79E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.21E+05,1.19E+05,1.01E+03,5.70E+02,2.87E+04,6.98E+03,3.17E+04,1.23E+04,3.27E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+01,3.23E+03,6.60E+02,4.90E+00,2.00E+01,4.07E-04,0.058909356,0.191283613,0.749807031,2.31E+00,8.25E-02,7.06E-02,5.13E+02,2.00E+00
6.60E+01,1.20E+01,-3.00E+01,3.00E+01,5.19E+06,5.77E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.53E+01,1.19E+05,1.16E+05,9.70E+02,5.68E+02,2.84E+04,7.16E+03,3.14E+04,1.15E+04,2.96E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.10E+01,3.41E+03,6.64E+02,5.14E+00,2.10E+01,4.19E-04,0.057914989,0.180535563,0.761549448,2.31E+00,8.07E-02,6.91E-02,5.40E+02,2.00E+00
6.70E+01,1.50E+01,-3.00E+01,3.00E+01,5.18E+06,5.75E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.17E+05,1.15E+05,9.59E+02,5.85E+02,2.85E+04,7.02E+03,3.11E+04,1.08E+04,2.80E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.20E+01,3.56E+03,6.68E+02,5.34E+00,2.20E+01,4.26E-04,0.056896686,0.170284355,0.772818958,2.31E+00,7.97E-02,6.79E-02,5.66E+02,2.00E+00
6.80E+01,1.80E+01,-3.00E+01,3.00E+01,5.22E+06,5.84E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.18E+05,1.16E+05,9.07E+02,6.19E+02,2.80E+04,7.23E+03,3.17E+04,1.01E+04,2.60E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.30E+01,3.74E+03,6.81E+02,5.48E+00,2.30E+01,4.28E-04,0.055854672,0.160512366,0.783632963,2.31E+00,7.91E-02,6.67E-02,5.98E+02,2.00E+00
8.00E+01,-2.10E+01,-2.70E+01,3.00E+01,5.22E+06,5.83E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,1.31E+05,1.28E+05,1.38E+03,4.53E+02,3.23E+04,6.31E+03,3.02E+04,1.94E+04,5.04E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+01,1.16E+03,6.02E+02,1.92E+00,2.40E+01,2.02E-04,0.075112207,0.32500249,0.599885303,2.34E+00,1.46E-01,1.04E-01,3.23E+02,2.00E+00
8.10E+01,-1.80E+01,-2.70E+01,3.00E+01,5.21E+06,5.82E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.30E+05,1.28E+05,1.39E+03,4.59E+02,3.26E+04,6.56E+03,3.00E+04,1.88E+04,4.92E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+01,1.27E+03,6.06E+02,2.09E+00,2.50E+01,2.06E-04,0.074522376,0.308946767,0.616530857,2.33E+00,1.32E-01,9.55E-02,3.26E+02,2.00E+00
8.20E+01,-1.50E+01,-2.70E+01,3.00E+01,5.20E+06,5.82E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.29E+05,1.27E+05,1.25E+03,4.63E+02,3.23E+04,6.60E+03,3.02E+04,1.79E+04,4.70E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.60E+01,1.37E+03,6.09E+02,2.25E+00,2.60E+01,2.11E-04,0.073840697,0.29341158,0.632747722,2.33E+00,1.26E-01,8.97E-02,3.35E+02,2.00E+00
8.30E+01,-1.20E+01,-2.70E+01,3.00E+01,5.20E+06,5.80E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.28E+05,1.26E+05,1.31E+03,4.46E+02,3.25E+04,6.61E+03,3.03E+04,1.70E+04,4.47E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E+01,1.47E+03,6.10E+02,2.41E+00,2.70E+01,2.17E-04,0.073076212,0.278403402,0.648520387,2.33E+00,1.21E-01,8.55E-02,3.44E+02,2.00E+00
