# peak_position, peak_width_max, peak_width_min, peak_intensity, num_of_peaks
2.300479185982459818e+00,1.565488381638767967e-01,8.424078197628569187e-02,2.807443731468368355e+02,2.000000000000000000e+00
2.303467814411222836e+00,1.822737572990768551e-01,9.010653451207645270e-02,2.554900192908660301e+02,2.000000000000000000e+00
nan,nan,nan,nan,0.000000000000000000e+00
2.427222743448367304e+00,4.505055638853233679e-01,4.505055638853233679e-01,1.243688664511303301e+02,1.000000000000000000e+00
2.430140335825359710e+00,4.594620051610525113e-01,4.594620051610525113e-01,1.336598973413854026e+02,1.000000000000000000e+00
2.433922071004493759e+00,4.676615086393731691e-01,4.676615086393731691e-01,1.455286271197400652e+02,1.000000000000000000e+00
2.436899159731933828e+00,4.712785265069161511e-01,4.712785265069161511e-01,1.548237078824195123e+02,1.000000000000000000e+00
2.438745507800450074e+00,4.752346470520672495e-01,4.752346470520672495e-01,1.649335885006095452e+02,1.000000000000000000e+00
2.440108566363510256e+00,4.787938363412775900e-01,4.787938363412775900e-01,1.760629397804957819e+02,1.000000000000000000e+00
2.443061852673072742e+00,4.835302103240760041e-01,4.835302103240760041e-01,1.864800619839429601e+02,1.000000000000000000e+00
2.445882180361679925e+00,4.829600801995065917e-01,4.829600801995065917e-01,1.973047121601238985e+02,1.000000000000000000e+00
2.448337011258029605e+00,4.806547555755881773e-01,4.806547555755881773e-01,2.060900982752683888e+02,1.000000000000000000e+00
2.451387783226339323e+00,4.802148127654928822e-01,4.802148127654928822e-01,2.178359958144634163e+02,1.000000000000000000e+00
2.292782672496969543e+00,4.312463980131573948e-01,9.344074309493650976e-02,5.497894779747203842e+01,2.000000000000000000e+00
2.297535068215581511e+00,3.629016690184637683e-01,1.424916420732112721e-01,1.178739389260060051e+02,2.000000000000000000e+00
2.303044602254805451e+00,3.422803767774504347e-01,1.327226930596755727e-01,1.390692314815623547e+02,2.000000000000000000e+00
2.305078091098403448e+00,3.229435788221039494e-01,1.230871232570934920e-01,1.544010618117994227e+02,2.000000000000000000e+00
2.306108737017542154e+00,2.998853706644076245e-01,1.164232599842517923e-01,1.648526979702981237e+02,2.000000000000000000e+00
2.305639185603538088e+00,2.803808584796321779e-01,1.092292327726555601e-01,1.697365168205401460e+02,2.000000000000000000e+00
2.305761357646290310e+00,2.563264885264979198e-01,1.041230119299825646e-01,1.786991247706198180e+02,2.000000000000000000e+00
2.305472916359651681e+00,2.327838632247576367e-01,9.990665853582567091e-02,1.858350024573528003e+02,2.000000000000000000e+00
2.304590572395866843e+00,2.098983033674617638e-01,9.454008641094034660e-02,1.938257062254567984e+02,2.000000000000000000e+00
2.302868654394794490e+00,1.988792448133864244e-01,9.100089731304403240e-02,2.093883866530972000e+02,2.000000000000000000e+00
2.301438583385158498e+00,1.886711317215198636e-01,8.874299319528755614e-02,2.248866286612786496e+02,2.000000000000000000e+00
2.301174894428068107e+00,1.821175866113949882e-01,8.777053152705881212e-02,2.410140451362725855e+02,2.000000000000000000e+00
2.303547180633677804e+00,2.230307886986580279e-01,9.556472153581402340e-02,2.269152467289672188e+02,2.000000000000000000e+00
2.427567721300647019e+00,4.656747554165059366e-01,4.656747554165059366e-01,1.123588889568178928e+02,1.000000000000000000e+00
2.432421582112728409e+00,4.714464812983056863e-01,4.714464812983056863e-01,1.208259041334677732e+02,1.000000000000000000e+00
2.436085785456583164e+00,4.822077150758686259e-01,4.822077150758686259e-01,1.290515446745483814e+02,1.000000000000000000e+00
2.439653408229935039e+00,4.891540245576246893e-01,4.891540245576246893e-01,1.389546401772937543e+02,1.000000000000000000e+00
2.440860125668606884e+00,4.926145589149413806e-01,4.926145589149413806e-01,1.505167740891822632e+02,1.000000000000000000e+00
2.442405634898726863e+00,5.016747495691372682e-01,5.016747495691372682e-01,1.598610114702240139e+02,1.000000000000000000e+00
2.443981529733585401e+00,4.923783876407623605e-01,4.923783876407623605e-01,1.704080182890882327e+02,1.000000000000000000e+00
2.444951656309512611e+00,4.928629981615022526e-01,4.928629981615022526e-01,1.794274047620003500e+02,1.000000000000000000e+00
2.445741725820039569e+00,4.937927066836382273e-01,4.937927066836382273e-01,1.903261756639747659e+02,1.000000000000000000e+00
2.447159976467737419e+00,4.926332445968880092e-01,4.926332445968880092e-01,2.004914689573092801e+02,1.000000000000000000e+00
2.449487481934391919e+00,4.904532312563097407e-01,4.904532312563097407e-01,2.113467801590566353e+02,1.000000000000000000e+00
2.451345317901034271e+00,4.901111685413439556e-01,4.901111685413439556e-01,2.220505665057258966e+02,1.000000000000000000e+00
2.289507117656290891e+00,4.390187054995856042e-01,9.099715522286350167e-02,5.489114025630353666e+01,2.000000000000000000e+00
2.293792401929990454e+00,3.732205273620044506e-01,1.347226580280205255e-01,1.125165756449407013e+02,2.000000000000000000e+00
2.298189890876986219e+00,3.517704084863158553e-01,1.297418139117010594e-01,1.333150319532190906e+02,2.000000000000000000e+00
2.301121974059381792e+00,3.332703980518193498e-01,1.213792475884306055e-01,1.500063871162098224e+02,2.000000000000000000e+00
2.302193763410181226e+00,3.139954272560929183e-01,1.153007477865929248e-01,1.626662127967900346e+02,2.000000000000000000e+00
2.301987126364335445e+00,2.964053151057097768e-01,1.094633281627444971e-01,1.694832422453573031e+02,2.000000000000000000e+00
2.301917690681471562e+00,2.774348580559884980e-01,1.051369997932617567e-01,1.787431963126084895e+02,2.000000000000000000e+00
2.301887166286513686e+00,2.557122188017392217e-01,1.010339975584507582e-01,1.924777702251427911e+02,2.000000000000000000e+00
2.301472138938271517e+00,2.359640265351382327e-01,9.808588159063839906e-02,2.069613572495881897e+02,2.000000000000000000e+00
2.301827818182922147e+00,2.183391198283246015e-01,9.387188252843987890e-02,2.208639408779014843e+02,2.000000000000000000e+00
2.302747558517957316e+00,2.182442806375708422e-01,9.509447611505335296e-02,2.339147308989686280e+02,2.000000000000000000e+00
2.428431448881801735e+00,4.880269598476556503e-01,4.880269598476556503e-01,1.024043925666305768e+02,1.000000000000000000e+00
2.434517375131909134e+00,5.042188318657088164e-01,5.042188318657088164e-01,1.088347330019357315e+02,1.000000000000000000e+00
2.440244779102927364e+00,5.182790286763718779e-01,5.182790286763718779e-01,1.165473916855101351e+02,1.000000000000000000e+00
2.444783348003093604e+00,5.209496798539572371e-01,5.209496798539572371e-01,1.243494913190377105e+02,1.000000000000000000e+00
2.447307925070790091e+00,5.274209227125308264e-01,5.274209227125308264e-01,1.333655794112421233e+02,1.000000000000000000e+00
2.448601070312236061e+00,5.230151052640711340e-01,5.230151052640711340e-01,1.429874748064861478e+02,1.000000000000000000e+00
2.448871995209914498e+00,5.167219050676993275e-01,5.167219050676993275e-01,1.531259320940277462e+02,1.000000000000000000e+00
2.448071503449368524e+00,5.127300628112092529e-01,5.127300628112092529e-01,1.626548168805649084e+02,1.000000000000000000e+00
2.446311158850670964e+00,5.153094301343262851e-01,5.153094301343262851e-01,1.732866476275152650e+02,1.000000000000000000e+00
2.445764957115920346e+00,5.110638497217681042e-01,5.110638497217681042e-01,1.835875009710559880e+02,1.000000000000000000e+00
2.445198323190157730e+00,5.097233982286928367e-01,5.097233982286928367e-01,1.931248363652038336e+02,1.000000000000000000e+00
2.444649106433132157e+00,5.074935638484272538e-01,5.074935638484272538e-01,2.030416662483915218e+02,1.000000000000000000e+00
2.450243465476132698e+00,4.964602191436265355e-01,4.964602191436265355e-01,2.128699427703228650e+02,1.000000000000000000e+00
2.452548403477325056e+00,4.929102450695481696e-01,4.929102450695481696e-01,2.251776910957535165e+02,1.000000000000000000e+00
2.285602054725556442e+00,4.439286357362043911e-01,9.065933935935331645e-02,5.515019683545879303e+01,2.000000000000000000e+00
2.287976563873550528e+00,3.840404389440923438e-01,1.320240099621471375e-01,1.065136323611467475e+02,2.000000000000000000e+00
2.292589997945283287e+00,3.617122119607583675e-01,1.275009631348431594e-01,1.257636135236419506e+02,2.000000000000000000e+00
2.295953331643885598e+00,3.468231337343901655e-01,1.216765171081228558e-01,1.436225802596098049e+02,2.000000000000000000e+00
2.296924748267793248e+00,3.327214346828050173e-01,1.166120030621973502e-01,1.559062763672019685e+02,2.000000000000000000e+00
2.297688413247331862e+00,3.174278097706143553e-01,1.125844870985929641e-01,1.711374148016202810e+02,2.000000000000000000e+00
2.298171327244365791e+00,3.028074494488974255e-01,1.094062825710993558e-01,1.870057138015943394e+02,2.000000000000000000e+00
2.298607114148560449e+00,2.905877237572175864e-01,1.059201166573035813e-01,2.047784245997454207e+02,2.000000000000000000e+00
2.299519892021274270e+00,2.941969082356494236e-01,1.133084248736518779e-01,2.372787389121072010e+02,2.000000000000000000e+00
2.428884555699056591e+00,5.437830195596309313e-01,5.437830195596309313e-01,9.109775762730238569e+01,1.000000000000000000e+00
2.438117216648977514e+00,5.533291845364687322e-01,5.533291845364687322e-01,9.731816127620741952e+01,1.000000000000000000e+00
2.444036275426350269e+00,5.580300532925347445e-01,5.580300532925347445e-01,1.050051187635260277e+02,1.000000000000000000e+00
2.450129506409141289e+00,5.579189372730044560e-01,5.579189372730044560e-01,1.116571569321547202e+02,1.000000000000000000e+00
2.454037126899010435e+00,5.573432447449807592e-01,5.573432447449807592e-01,1.196443111079399841e+02,1.000000000000000000e+00
2.456826739582773644e+00,5.545439821105906386e-01,5.545439821105906386e-01,1.279628458101930448e+02,1.000000000000000000e+00
2.457823116578211842e+00,5.502469366122032524e-01,5.502469366122032524e-01,1.355765520019125461e+02,1.000000000000000000e+00
2.456601435549889079e+00,5.455479728169366771e-01,5.455479728169366771e-01,1.463502248232299223e+02,1.000000000000000000e+00
2.453275283221546310e+00,5.425553700123303402e-01,5.425553700123303402e-01,1.555823864205808889e+02,1.000000000000000000e+00
2.450600940791881399e+00,5.401418460471724137e-01,5.401418460471724137e-01,1.656974163857775295e+02,1.000000000000000000e+00
2.448284632643924486e+00,5.349592990139879767e-01,5.349592990139879767e-01,1.754898785753080688e+02,1.000000000000000000e+00
2.448934535717784300e+00,5.246335141694723481e-01,5.246335141694723481e-01,1.848958220241396759e+02,1.000000000000000000e+00
2.447660981848630790e+00,5.155423036949670079e-01,5.155423036949670079e-01,1.932230311795577506e+02,1.000000000000000000e+00
2.448024102150442527e+00,5.131702414609395912e-01,5.131702414609395912e-01,2.026712042662962858e+02,1.000000000000000000e+00
2.450456560132343142e+00,5.068313437092699658e-01,5.068313437092699658e-01,2.124371833206007807e+02,1.000000000000000000e+00
2.451047478308975069e+00,5.013516105458145633e-01,5.013516105458145633e-01,2.278458135107119915e+02,1.000000000000000000e+00
2.280781954041829707e+00,4.510060184235091807e-01,9.400587699024758048e-02,5.618557384358380347e+01,2.000000000000000000e+00
2.281703953870404256e+00,4.050749839974236433e-01,1.198268147374202536e-01,9.607876358623708768e+01,2.000000000000000000e+00
2.284100961077470071e+00,3.790252865376859681e-01,1.302919432960537027e-01,1.193104389390221058e+02,2.000000000000000000e+00
2.287260961940260628e+00,3.628145514387191573e-01,1.249284757522107076e-01,1.381996843105119126e+02,2.000000000000000000e+00
2.288816045893248496e+00,3.510383780569983903e-01,1.213507065027893961e-01,1.560559180797431225e+02,2.000000000000000000e+00
2.290631269640226453e+00,3.426062952662871641e-01,1.204848048471913596e-01,1.742539823598739019e+02,2.000000000000000000e+00
2.281852150219088937e+00,4.399372805424747734e-01,1.043500661247318551e-01,1.046619401655013775e+02,2.000000000000000000e+00
2.443816811327973682e+00,6.022298045449734349e-01,6.022298045449734349e-01,8.769634376292972888e+01,1.000000000000000000e+00
2.453717228480710499e+00,6.011733567901595965e-01,6.011733567901595965e-01,9.365262845332185293e+01,1.000000000000000000e+00
2.458952999508752235e+00,6.036684064745672096e-01,6.036684064745672096e-01,1.007253534220620281e+02,1.000000000000000000e+00
2.464388268509744684e+00,6.003588327802387159e-01,6.003588327802387159e-01,1.077664589098043990e+02,1.000000000000000000e+00
2.468484293556922449e+00,6.027203392665213544e-01,6.027203392665213544e-01,1.157175657933941864e+02,1.000000000000000000e+00
2.468246806116959124e+00,5.871948089041377772e-01,5.871948089041377772e-01,1.216731500788019673e+02,1.000000000000000000e+00
2.466719697909309783e+00,5.840488530227293529e-01,5.840488530227293529e-01,1.308918308113225919e+02,1.000000000000000000e+00
2.464121653022218084e+00,5.759771146846126566e-01,5.759771146846126566e-01,1.389058808321524054e+02,1.000000000000000000e+00
2.460757590304254894e+00,5.694618397126985920e-01,5.694618397126985920e-01,1.489301677812428295e+02,1.000000000000000000e+00
2.457947517676913218e+00,5.605521538187846486e-01,5.605521538187846486e-01,1.585179125817466286e+02,1.000000000000000000e+00
2.454218888108489427e+00,5.543149311027057990e-01,5.543149311027057990e-01,1.682254991133274871e+02,1.000000000000000000e+00
2.453042380406585288e+00,5.426917640576990332e-01,5.426917640576990332e-01,1.777002870845190330e+02,1.000000000000000000e+00
2.450738622795970656e+00,5.351653313898262487e-01,5.351653313898262487e-01,1.861660471870131346e+02,1.000000000000000000e+00
2.448824656720079762e+00,5.295954938468705464e-01,5.295954938468705464e-01,1.963971292454962168e+02,1.000000000000000000e+00
2.448574888222172508e+00,5.260536701117356495e-01,5.260536701117356495e-01,2.078318399031201977e+02,1.000000000000000000e+00
2.446871058374367358e+00,5.120822654035085408e-01,5.120822654035085408e-01,2.144579450852589844e+02,1.000000000000000000e+00
2.445522288862336691e+00,5.089921088277624683e-01,5.089921088277624683e-01,2.245841831005684242e+02,1.000000000000000000e+00
2.270268184120709964e+00,4.618504533300943904e-01,1.000488327419228329e-01,5.325293827785509393e+01,2.000000000000000000e+00
2.269681518261105868e+00,4.492485805521868047e-01,9.930233280382746996e-02,6.204838572091671267e+01,2.000000000000000000e+00
2.271093171465800697e+00,4.430622326582343562e-01,9.915486035577576740e-02,7.242597541918662785e+01,2.000000000000000000e+00
2.272275223558887447e+00,3.913899914421068993e-01,1.303119946241814708e-01,1.249301246653293731e+02,2.000000000000000000e+00
2.461055201125860847e+00,6.684560411322031381e-01,6.684560411322031381e-01,7.721677454422862752e+01,1.000000000000000000e+00
2.470525700974447680e+00,6.667406223543494992e-01,6.667406223543494992e-01,8.257845922063283695e+01,1.000000000000000000e+00
2.474923815505721159e+00,6.637992860736838807e-01,6.637992860736838807e-01,8.811498360672631236e+01,1.000000000000000000e+00
2.478808088277085986e+00,6.612210111449347005e-01,6.612210111449347005e-01,9.524428095420869056e+01,1.000000000000000000e+00
2.483457448792401046e+00,6.552074716874057847e-01,6.552074716874057847e-01,1.030283470792621898e+02,1.000000000000000000e+00
2.483992577302735150e+00,6.489500516414801190e-01,6.489500516414801190e-01,1.104221268565274556e+02,1.000000000000000000e+00
2.482077632533324696e+00,6.332223664630531879e-01,6.332223664630531879e-01,1.167899997979522482e+02,1.000000000000000000e+00
2.480308237671841720e+00,6.307976962951935551e-01,6.307976962951935551e-01,1.260172977342000138e+02,1.000000000000000000e+00
2.476101129008732027e+00,6.151776863581508437e-01,6.151776863581508437e-01,1.327858977576536574e+02,1.000000000000000000e+00
2.472050996955361679e+00,6.027315567221018799e-01,6.027315567221018799e-01,1.415251517538678456e+02,1.000000000000000000e+00
2.468260790231628476e+00,5.919364538747179383e-01,5.919364538747179383e-01,1.495447536096847045e+02,1.000000000000000000e+00
2.462389953923947328e+00,5.791532825372330828e-01,5.791532825372330828e-01,1.578770046166514192e+02,1.000000000000000000e+00
2.458840238044824655e+00,5.700032786818475250e-01,5.700032786818475250e-01,1.686271024035762878e+02,1.000000000000000000e+00
2.456031857725107681e+00,5.555818428795149533e-01,5.555818428795149533e-01,1.764630777971800910e+02,1.000000000000000000e+00
2.451913037224994429e+00,5.494616345141103420e-01,5.494616345141103420e-01,1.857554623904498499e+02,1.000000000000000000e+00
2.447685736755787822e+00,5.410485928458269589e-01,5.410485928458269589e-01,1.941414705031164374e+02,1.000000000000000000e+00
2.443355532085268678e+00,5.376968105253577823e-01,5.376968105253577823e-01,2.023636052504980682e+02,1.000000000000000000e+00
2.435953205392774823e+00,5.252672908195924473e-01,5.252672908195924473e-01,2.104657653617608446e+02,1.000000000000000000e+00
2.431388114103999687e+00,5.087953441052652792e-01,5.087953441052652792e-01,2.175709500821537574e+02,1.000000000000000000e+00
2.253812820656560856e+00,4.763868397828103785e-01,1.157654079826722915e-01,4.874698842778555274e+01,2.000000000000000000e+00
2.256650456393583859e+00,4.569647765400664530e-01,1.159696091015844227e-01,5.782756879375985903e+01,2.000000000000000000e+00
2.509826655117550764e+00,7.477139660871314764e-01,7.477139660871314764e-01,7.450419531155270647e+01,1.000000000000000000e+00
2.509789737187465786e+00,7.481666908053560272e-01,7.481666908053560272e-01,7.994297051387957254e+01,1.000000000000000000e+00
2.511147260722211172e+00,7.353404190530224982e-01,7.353404190530224982e-01,8.588767205958910722e+01,1.000000000000000000e+00
2.507550605467956828e+00,7.203015427374209745e-01,7.203015427374209745e-01,9.033475844145337419e+01,1.000000000000000000e+00
2.506722061620417108e+00,7.064013202176744333e-01,7.064013202176744333e-01,9.587979160046594984e+01,1.000000000000000000e+00
2.504664295929463158e+00,6.902074798067007189e-01,6.902074798067007189e-01,1.016268393506882148e+02,1.000000000000000000e+00
2.501493796450283469e+00,6.834927719468313345e-01,6.834927719468313345e-01,1.092433801153626831e+02,1.000000000000000000e+00
2.496290645605260483e+00,6.689363490342622454e-01,6.689363490342622454e-01,1.162796697610295666e+02,1.000000000000000000e+00
2.490838350860046457e+00,6.537729544218457978e-01,6.537729544218457978e-01,1.237325487299071085e+02,1.000000000000000000e+00
2.484916564271645978e+00,6.405670832277561288e-01,6.405670832277561288e-01,1.307998183570987578e+02,1.000000000000000000e+00
2.478659958199026292e+00,6.261238946170818442e-01,6.261238946170818442e-01,1.387566011099289369e+02,1.000000000000000000e+00
2.474106556387786870e+00,6.092639842179075060e-01,6.092639842179075060e-01,1.459016807624674641e+02,1.000000000000000000e+00
2.469148545058619693e+00,5.950329452370327621e-01,5.950329452370327621e-01,1.536675961769049650e+02,1.000000000000000000e+00
2.463702031323905306e+00,5.808520007973893007e-01,5.808520007973893007e-01,1.604175145463990759e+02,1.000000000000000000e+00
2.455642752277175767e+00,5.690279467367862498e-01,5.690279467367862498e-01,1.683085879813401391e+02,1.000000000000000000e+00
2.447128929324782654e+00,5.612423049863998203e-01,5.612423049863998203e-01,1.775977398286230766e+02,1.000000000000000000e+00
2.437321425742644987e+00,5.523946940539911088e-01,5.523946940539911088e-01,1.873315450853091590e+02,1.000000000000000000e+00
2.428062035578680167e+00,5.380320779442639978e-01,5.380320779442639978e-01,1.937242458489924672e+02,1.000000000000000000e+00
2.420174492825672985e+00,5.286759713809958683e-01,5.286759713809958683e-01,2.031647712240512931e+02,1.000000000000000000e+00
2.589423959087652438e+00,8.407609855551542166e-01,8.407609855551542166e-01,7.463212597778080237e+01,1.000000000000000000e+00
2.580059777364299034e+00,8.207882086253285303e-01,8.207882086253285303e-01,7.919200876017210078e+01,1.000000000000000000e+00
2.569972882294615069e+00,8.087366795458981183e-01,8.087366795458981183e-01,8.435321049616912603e+01,1.000000000000000000e+00
2.557519222316921415e+00,7.884554925359533728e-01,7.884554925359533728e-01,8.871811240404210253e+01,1.000000000000000000e+00
2.545192678424379906e+00,7.635806743707920230e-01,7.635806743707920230e-01,9.274210374826625980e+01,1.000000000000000000e+00
2.537184798307695388e+00,7.516384039034271769e-01,7.516384039034271769e-01,1.005136881189353204e+02,1.000000000000000000e+00
2.526814781039825153e+00,7.235470447639014147e-01,7.235470447639014147e-01,1.036370489986466197e+02,1.000000000000000000e+00
2.518283709092857148e+00,7.051648404276845694e-01,7.051648404276845694e-01,1.087965648668204892e+02,1.000000000000000000e+00
2.511132550885274206e+00,6.894451638542643535e-01,6.894451638542643535e-01,1.145085504232304743e+02,1.000000000000000000e+00
2.502680420245282367e+00,6.728105278713487625e-01,6.728105278713487625e-01,1.210013433467573236e+02,1.000000000000000000e+00
2.495098055337184206e+00,6.569470215745281116e-01,6.569470215745281116e-01,1.281258188547373322e+02,1.000000000000000000e+00
2.488190911865032273e+00,6.399853255302206945e-01,6.399853255302206945e-01,1.347880083273688285e+02,1.000000000000000000e+00
2.480070705279360244e+00,6.290574812639043722e-01,6.290574812639043722e-01,1.426603270643572330e+02,1.000000000000000000e+00
2.472334337730738518e+00,6.098048721972864072e-01,6.098048721972864072e-01,1.491723967384381240e+02,1.000000000000000000e+00
2.461734776219308252e+00,5.987434785061890308e-01,5.987434785061890308e-01,1.562764387898491805e+02,1.000000000000000000e+00
2.449198288219038400e+00,5.826757140616689590e-01,5.826757140616689590e-01,1.636253567742645316e+02,1.000000000000000000e+00
2.437696529737379603e+00,5.682489190344580665e-01,5.682489190344580665e-01,1.685802587265256420e+02,1.000000000000000000e+00
2.672983281485934004e+00,8.726216608494978821e-01,8.726216608494978821e-01,7.860082921584637461e+01,1.000000000000000000e+00
2.663319163677531964e+00,8.685480902095725764e-01,8.685480902095725764e-01,7.944466677409035071e+01,1.000000000000000000e+00
2.641515858390482308e+00,8.493824346752877341e-01,8.493824346752877341e-01,8.440049178333271129e+01,1.000000000000000000e+00
2.620463967377588244e+00,8.362844531370648982e-01,8.362844531370648982e-01,8.868335948092244791e+01,1.000000000000000000e+00
2.603237157464994400e+00,8.207191429163711582e-01,8.207191429163711582e-01,9.310766201184073054e+01,1.000000000000000000e+00
2.585166950711350609e+00,8.014111442219102877e-01,8.014111442219102877e-01,9.709290661725135863e+01,1.000000000000000000e+00
2.570344342794739667e+00,7.794574841912536023e-01,7.794574841912536023e-01,1.002833771654408963e+02,1.000000000000000000e+00
2.554212675159269086e+00,7.541649209019505307e-01,7.541649209019505307e-01,1.047290451427580962e+02,1.000000000000000000e+00
2.540521014252537402e+00,7.334979795328261387e-01,7.334979795328261387e-01,1.096452525046810536e+02,1.000000000000000000e+00
2.527910394786742732e+00,7.210013367448320221e-01,7.210013367448320221e-01,1.155047525655877507e+02,1.000000000000000000e+00
2.516216442708154144e+00,7.022762801399472510e-01,7.022762801399472510e-01,1.202342431112581949e+02,1.000000000000000000e+00
2.504813668485529110e+00,6.789316278504178293e-01,6.789316278504178293e-01,1.245531165350602123e+02,1.000000000000000000e+00
2.493271951136089459e+00,6.649539706786572468e-01,6.649539706786572468e-01,1.305670264894235686e+02,1.000000000000000000e+00
2.483099219041186689e+00,6.447810607952561002e-01,6.447810607952561002e-01,1.362892664452142810e+02,1.000000000000000000e+00
2.485359471496830785e+00,5.478456666377337081e-01,1.867310804945722102e-01,1.479040754743653849e+02,2.000000000000000000e+00
2.591203586215365728e+00,8.570693988442471545e-01,2.334726532955424053e-02,4.191304049793674835e+02,2.000000000000000000e+00
2.735170339352875679e+00,8.819156383809032551e-01,8.819156383809032551e-01,8.476991571193548225e+01,1.000000000000000000e+00
2.712424836316340571e+00,8.722303437124044878e-01,8.722303437124044878e-01,8.824403381181841155e+01,1.000000000000000000e+00
2.693906699902135493e+00,8.640329683611593925e-01,8.640329683611593925e-01,9.139088336802531387e+01,1.000000000000000000e+00
2.671893258688941675e+00,8.519361261461205759e-01,8.519361261461205759e-01,9.365511129980727389e+01,1.000000000000000000e+00
2.651734994797347866e+00,8.335923130713204232e-01,8.335923130713204232e-01,9.625818149202930840e+01,1.000000000000000000e+00
2.632622627878187238e+00,8.210257457708451945e-01,8.210257457708451945e-01,1.003172490261628553e+02,1.000000000000000000e+00
2.609071720227206015e+00,8.119684195002455640e-01,8.119684195002455640e-01,1.037651439094422159e+02,1.000000000000000000e+00
2.588694930344810796e+00,7.925764055091182314e-01,7.925764055091182314e-01,1.070672787357296016e+02,1.000000000000000000e+00
2.565679857393624808e+00,7.757157300306500858e-01,7.757157300306500858e-01,1.107503667692471083e+02,1.000000000000000000e+00
2.545793360532337513e+00,7.527536458314708634e-01,7.527536458314708634e-01,1.144705804332528771e+02,1.000000000000000000e+00
2.529864035017120649e+00,7.290162315569593821e-01,7.290162315569593821e-01,1.196129630538832203e+02,1.000000000000000000e+00
2.590577947333077891e+00,4.572254399308699202e-02,2.216405825784019748e-02,1.207716166357566635e+03,2.000000000000000000e+00
2.595862175796284088e+00,8.466223624094016964e-01,1.880772561207288973e-02,1.257827191923461214e+03,3.000000000000000000e+00
2.690534521981551741e+00,8.225851687046991101e-01,2.534825956993506588e-02,9.389389321621567319e+01,2.000000000000000000e+00
2.685359471496830075e+00,8.453485120455053181e-01,1.931412148491439343e-02,7.914758733999175888e+01,3.000000000000000000e+00
2.738892871007153396e+00,8.567515131908917114e-01,8.567515131908917114e-01,9.427647506815274880e+01,1.000000000000000000e+00
2.716862295616787382e+00,8.499058442498340638e-01,8.499058442498340638e-01,9.656293429903578840e+01,1.000000000000000000e+00
2.690987932343227751e+00,8.449030057082969059e-01,8.449030057082969059e-01,9.863997805448929057e+01,1.000000000000000000e+00
2.490534521981561333e+00,6.045798841980716265e-01,5.493910845508535035e-01,7.685092310495926426e+01,2.000000000000000000e+00
2.586310769695284062e+00,3.806583792504948383e-01,2.613588685366347586e-01,1.377657654908895495e+02,2.000000000000000000e+00
2.601103258027341436e+00,1.987040094679240476e-01,1.743502667468655246e-02,2.566308730744900686e+02,2.000000000000000000e+00
2.608144602495759301e+00,1.752104241365133042e-01,2.325906617142352653e-02,8.390722530212089623e+03,5.000000000000000000e+00
