66
20
14
67.5
18
14.5
69.2
16
14.8
71
14
15
72.5
20
7.5
72.8
12
15.2
74.5
10
15.5
75
18
7
76.3
8
15.7
77.2
16
6.8
78
6
16
79.5
14
6.5
80
4
16
81.5
12
6.5
82
2
16
83.5
10
6.5
84
0
16
85
8
7
86.5
6
7.5
88
4
8
89.5
2
8.5
91
0
9
75.8
12
12.2
79.2
10.6
10.2
80
10
10
80
10
10
81.8
9
9.2
84
8
8
85
5
10
90
0
10
