# register#,plate_x,plate_y,Seconds,i0,i1,mon,bstop,Omron,CH6,CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,scan#,Imax,Iave,ratio,scan#,texture,Co,V,Zr,Co_adjusted,V_adjusted, Zr_adjusted,peak_position,peak_width,peak_intensity,V_alpha1,V_alpha2,V_beta,Co_alpha1,Co_alpha2,Co_beta,Citrine_ID
1.78E+02,-2.70E+01,-1.50E+01,3.00E+01,4.26E+06,5.17E+06,0.00E+00,1.41E+07,1.16E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.03E+06,9.30E+05,1.35E+05,4.21E+05,6.17E+04,3.86E+03,2.02E+04,1.56E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.70E+01,1.12E+03,8.02E+02,1.40E+00,9.70E+01,1.54E-05,3.20E+01,4.68E+01,2.13E+01,3.07E-01,4.87E-01,2.06E-01,2.85E+00,6.08E-01,1.74E+02,3.83E+03,1.92E+03,8.79E+02,1.06E+04,5.28E+03,2.13E+03,997
1.79E+02,-2.40E+01,-1.50E+01,3.00E+01,4.27E+06,5.18E+06,0.00E+00,1.41E+07,1.14E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.04E+06,9.40E+05,1.31E+05,4.31E+05,6.41E+04,4.03E+03,1.95E+04,1.53E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.80E+01,1.13E+03,8.09E+02,1.40E+00,9.80E+01,1.51E-05,3.24E+01,4.52E+01,2.24E+01,3.13E-01,4.70E-01,2.17E-01,2.84E+00,6.41E-01,1.85E+02,3.73E+03,1.87E+03,8.55E+02,1.08E+04,5.41E+03,2.19E+03,998
1.80E+02,-2.10E+01,-1.50E+01,3.00E+01,4.26E+06,5.18E+06,0.00E+00,1.41E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,1.05E+06,9.42E+05,1.27E+05,4.40E+05,6.53E+04,4.13E+03,1.89E+04,1.61E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.90E+01,1.14E+03,8.15E+02,1.39E+00,9.90E+01,1.50E-05,3.28E+01,4.36E+01,2.36E+01,3.19E-01,4.53E-01,2.28E-01,2.83E+00,6.75E-01,1.94E+02,3.61E+03,1.80E+03,8.26E+02,1.10E+04,5.52E+03,2.23E+03,999
1.81E+02,-1.80E+01,-1.50E+01,3.00E+01,4.25E+06,5.17E+06,0.00E+00,1.41E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.05E+06,9.43E+05,1.21E+05,4.44E+05,6.54E+04,4.19E+03,1.82E+04,1.64E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+02,1.13E+03,8.14E+02,1.39E+00,1.00E+02,1.50E-05,3.32E+01,4.20E+01,2.49E+01,3.24E-01,4.36E-01,2.40E-01,2.81E+00,6.88E-01,1.98E+02,3.44E+03,1.72E+03,7.92E+02,1.11E+04,5.55E+03,2.22E+03,1000
1.82E+02,-1.50E+01,-1.50E+01,3.00E+01,4.25E+06,5.17E+06,0.00E+00,1.41E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.06E+06,9.51E+05,1.17E+05,4.51E+05,6.70E+04,4.34E+03,1.73E+04,1.61E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E+02,1.13E+03,8.19E+02,1.38E+00,1.01E+02,1.47E-05,3.35E+01,4.04E+01,2.61E+01,3.29E-01,4.19E-01,2.52E-01,2.81E+00,7.08E-01,2.03E+02,3.30E+03,1.65E+03,7.50E+02,1.13E+04,5.65E+03,2.30E+03,1001
1.83E+02,-1.20E+01,-1.50E+01,3.00E+01,4.24E+06,5.15E+06,0.00E+00,1.42E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.06E+06,9.51E+05,1.13E+05,4.58E+05,6.82E+04,4.45E+03,1.71E+04,1.66E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+02,1.13E+03,8.20E+02,1.37E+00,1.02E+02,1.45E-05,3.37E+01,3.88E+01,2.75E+01,3.34E-01,4.02E-01,2.64E-01,2.79E+00,7.17E-01,2.12E+02,3.18E+03,1.59E+03,7.40E+02,1.15E+04,5.73E+03,2.33E+03,1002
1.84E+02,-9.00E+00,-1.50E+01,3.00E+01,4.22E+06,5.13E+06,0.00E+00,1.41E+07,1.14E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.06E+06,9.56E+05,1.08E+05,4.63E+05,6.86E+04,4.62E+03,1.64E+04,1.71E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.03E+02,1.13E+03,8.22E+02,1.37E+00,1.03E+02,1.43E-05,3.39E+01,3.72E+01,2.88E+01,3.37E-01,3.85E-01,2.77E-01,2.78E+00,7.28E-01,2.22E+02,3.07E+03,1.54E+03,7.09E+02,1.16E+04,5.80E+03,2.35E+03,1003
1.85E+02,-6.00E+00,-1.50E+01,3.00E+01,4.21E+06,5.13E+06,0.00E+00,1.41E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,1.07E+06,9.60E+05,1.04E+05,4.70E+05,6.95E+04,4.67E+03,1.57E+04,1.63E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E+02,1.13E+03,8.25E+02,1.37E+00,1.04E+02,1.42E-05,3.41E+01,3.57E+01,3.02E+01,3.41E-01,3.69E-01,2.90E-01,2.77E+00,7.33E-01,2.31E+02,2.95E+03,1.48E+03,6.73E+02,1.17E+04,5.86E+03,2.37E+03,1004
1.86E+02,-3.00E+00,-1.50E+01,3.00E+01,4.23E+06,5.15E+06,0.00E+00,1.41E+07,1.14E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.06E+06,9.54E+05,1.00E+05,4.74E+05,7.06E+04,4.94E+03,1.51E+04,1.63E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E+02,1.13E+03,8.30E+02,1.36E+00,1.05E+02,1.41E-05,3.42E+01,3.42E+01,3.16E+01,3.44E-01,3.53E-01,3.04E-01,2.75E+00,7.51E-01,2.47E+02,2.83E+03,1.41E+03,6.41E+02,1.18E+04,5.92E+03,2.41E+03,1005
1.87E+02,0.00E+00,-1.50E+01,3.00E+01,4.25E+06,5.18E+06,0.00E+00,1.41E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.06E+06,9.52E+05,9.54E+04,4.77E+05,7.08E+04,5.10E+03,1.45E+04,1.58E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.06E+02,1.14E+03,8.35E+02,1.37E+00,1.06E+02,1.41E-05,3.42E+01,3.27E+01,3.31E+01,3.46E-01,3.37E-01,3.17E-01,2.75E+00,7.51E-01,2.55E+02,2.72E+03,1.36E+03,6.25E+02,1.19E+04,5.97E+03,2.40E+03,1006
1.88E+02,3.00E+00,-1.50E+01,3.00E+01,4.24E+06,5.17E+06,0.00E+00,1.42E+07,1.14E+05,0.00E+00,0.00E+00,0.00E+00,3.56E+01,1.04E+06,9.40E+05,9.09E+04,4.77E+05,7.11E+04,5.12E+03,1.38E+04,1.60E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.07E+02,1.13E+03,8.36E+02,1.35E+00,1.07E+02,1.40E-05,3.42E+01,3.13E+01,3.46E+01,3.47E-01,3.22E-01,3.31E-01,2.73E+00,7.55E-01,2.66E+02,2.57E+03,1.28E+03,5.83E+02,1.19E+04,5.95E+03,2.41E+03,1007
1.89E+02,6.00E+00,-1.50E+01,3.00E+01,4.23E+06,5.16E+06,0.00E+00,1.41E+07,1.14E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.05E+06,9.47E+05,8.60E+04,4.77E+05,7.19E+04,5.30E+03,1.35E+04,1.65E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.08E+02,1.13E+03,8.35E+02,1.36E+00,1.08E+02,1.40E-05,3.41E+01,2.98E+01,3.61E+01,3.48E-01,3.07E-01,3.45E-01,2.72E+00,7.47E-01,2.73E+02,2.42E+03,1.21E+03,5.76E+02,1.19E+04,5.96E+03,2.44E+03,1008
1.90E+02,9.00E+00,-1.50E+01,3.00E+01,4.24E+06,5.16E+06,0.00E+00,1.41E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.05E+06,9.47E+05,8.22E+04,4.76E+05,7.15E+04,5.46E+03,1.27E+04,1.61E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E+02,1.13E+03,8.37E+02,1.35E+00,1.09E+02,1.39E-05,3.39E+01,2.85E+01,3.76E+01,3.49E-01,2.92E-01,3.59E-01,2.71E+00,7.44E-01,2.81E+02,2.32E+03,1.16E+03,5.40E+02,1.19E+04,5.95E+03,2.43E+03,1009
1.91E+02,1.20E+01,-1.50E+01,3.00E+01,4.23E+06,5.14E+06,0.00E+00,1.41E+07,1.14E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.04E+06,9.38E+05,7.80E+04,4.76E+05,7.15E+04,5.56E+03,1.20E+04,1.62E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+02,1.13E+03,8.34E+02,1.35E+00,1.10E+02,1.39E-05,3.37E+01,2.71E+01,3.92E+01,3.49E-01,2.78E-01,3.73E-01,2.70E+00,7.33E-01,2.88E+02,2.21E+03,1.11E+03,5.06E+02,1.19E+04,5.96E+03,2.43E+03,1010
1.92E+02,1.50E+01,-1.50E+01,3.00E+01,4.23E+06,5.12E+06,0.00E+00,1.41E+07,1.14E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,1.02E+06,9.20E+05,7.35E+04,4.74E+05,7.09E+04,5.73E+03,1.16E+04,1.64E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+02,1.13E+03,8.28E+02,1.36E+00,1.11E+02,1.40E-05,3.35E+01,2.58E+01,4.07E+01,3.48E-01,2.64E-01,3.87E-01,2.69E+00,7.10E-01,2.87E+02,2.07E+03,1.03E+03,4.85E+02,1.18E+04,5.91E+03,2.40E+03,1011
1.93E+02,1.80E+01,-1.50E+01,3.00E+01,4.22E+06,5.11E+06,0.00E+00,1.41E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.60E+01,9.96E+05,8.99E+05,7.02E+04,4.73E+05,7.09E+04,5.70E+03,1.11E+04,1.58E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+02,1.13E+03,8.30E+02,1.37E+00,1.12E+02,1.38E-05,3.32E+01,2.45E+01,4.23E+01,3.47E-01,2.51E-01,4.02E-01,2.68E+00,7.12E-01,3.03E+02,1.97E+03,9.86E+02,4.66E+02,1.18E+04,5.92E+03,2.38E+03,1012
1.94E+02,2.10E+01,-1.50E+01,3.00E+01,4.23E+06,5.12E+06,0.00E+00,1.41E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.54E+01,1.01E+06,9.13E+05,6.67E+04,4.73E+05,7.08E+04,5.72E+03,1.07E+04,1.58E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+02,1.15E+03,8.34E+02,1.37E+00,1.13E+02,1.38E-05,3.28E+01,2.33E+01,4.39E+01,3.45E-01,2.38E-01,4.16E-01,2.67E+00,7.09E-01,3.13E+02,1.89E+03,9.46E+02,4.46E+02,1.19E+04,5.93E+03,2.38E+03,1013
1.95E+02,2.40E+01,-1.50E+01,3.00E+01,4.26E+06,5.16E+06,0.00E+00,1.41E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.02E+06,9.19E+05,6.33E+04,4.72E+05,7.10E+04,6.04E+03,1.01E+04,1.66E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+02,1.16E+03,8.38E+02,1.38E+00,1.14E+02,1.40E-05,3.24E+01,2.21E+01,4.55E+01,3.43E-01,2.26E-01,4.31E-01,2.66E+00,7.07E-01,3.27E+02,1.78E+03,8.88E+02,4.22E+02,1.18E+04,5.90E+03,2.39E+03,1014
1.96E+02,2.70E+01,-1.50E+01,3.00E+01,4.25E+06,5.16E+06,0.00E+00,1.41E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.00E+06,9.07E+05,6.02E+04,4.68E+05,7.01E+04,6.18E+03,9.58E+03,1.54E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+02,1.16E+03,8.36E+02,1.39E+00,1.15E+02,1.40E-05,3.20E+01,2.09E+01,4.71E+01,3.40E-01,2.14E-01,4.45E-01,2.66E+00,6.92E-01,3.28E+02,1.69E+03,8.47E+02,3.96E+02,1.17E+04,5.87E+03,2.35E+03,1015
1.97E+02,3.00E+01,-1.50E+01,3.00E+01,4.25E+06,5.14E+06,0.00E+00,1.40E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,9.98E+05,9.03E+05,5.63E+04,4.62E+05,7.02E+04,6.13E+03,9.07E+03,1.53E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E+02,1.17E+03,8.34E+02,1.40E+00,1.16E+02,1.40E-05,3.15E+01,1.98E+01,4.87E+01,3.37E-01,2.03E-01,4.60E-01,2.64E+00,6.85E-01,3.38E+02,1.57E+03,7.85E+02,3.73E+02,1.15E+04,5.75E+03,2.35E+03,1016
2.01E+02,-3.30E+01,-1.20E+01,3.00E+01,3.95E+06,4.82E+06,0.00E+00,0.00E+00,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.04E+06,9.39E+05,1.33E+05,4.26E+05,6.29E+04,3.31E+03,1.97E+04,1.48E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E+02,1.11E+03,7.94E+02,1.40E+00,1.17E+02,1.55E-05,3.38E+01,4.77E+01,1.85E+01,3.21E-01,5.00E-01,1.79E-01,2.90E+00,5.36E-01,1.61E+02,3.76E+03,1.88E+03,8.47E+02,1.07E+04,5.33E+03,2.16E+03,1017
2.02E+02,-3.00E+01,-1.20E+01,3.00E+01,3.94E+06,4.81E+06,0.00E+00,8.39E+04,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,1.04E+06,9.37E+05,1.29E+05,4.37E+05,6.41E+04,3.62E+03,1.91E+04,1.59E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E+02,1.12E+03,7.97E+02,1.40E+00,1.18E+02,1.54E-05,3.44E+01,4.62E+01,1.95E+01,3.28E-01,4.83E-01,1.88E-01,2.89E+00,5.63E-01,1.66E+02,3.67E+03,1.83E+03,8.34E+02,1.09E+04,5.47E+03,2.20E+03,1018
2.03E+02,-2.70E+01,-1.20E+01,3.00E+01,4.23E+06,5.10E+06,0.00E+00,1.41E+07,1.13E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.06E+06,9.50E+05,1.25E+05,4.46E+05,6.58E+04,3.75E+03,1.90E+04,1.67E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E+02,1.12E+03,8.00E+02,1.40E+00,1.19E+02,1.52E-05,3.49E+01,4.46E+01,2.05E+01,3.35E-01,4.66E-01,1.98E-01,2.89E+00,5.85E-01,1.71E+02,3.54E+03,1.77E+03,8.11E+02,1.12E+04,5.59E+03,2.25E+03,1019
2.04E+02,-2.40E+01,-1.20E+01,3.00E+01,4.22E+06,5.10E+06,0.00E+00,1.42E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.54E+01,1.05E+06,9.45E+05,1.22E+05,4.57E+05,6.75E+04,3.81E+03,1.80E+04,1.64E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+02,1.12E+03,8.03E+02,1.39E+00,1.20E+02,1.50E-05,3.53E+01,4.31E+01,2.16E+01,3.42E-01,4.50E-01,2.09E-01,2.87E+00,6.15E-01,1.79E+02,3.46E+03,1.73E+03,7.83E+02,1.14E+04,5.72E+03,2.33E+03,1020
2.05E+02,-2.10E+01,-1.20E+01,3.00E+01,4.25E+06,5.12E+06,0.00E+00,1.41E+07,1.14E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.05E+06,9.48E+05,1.18E+05,4.65E+05,6.80E+04,3.97E+03,1.77E+04,1.59E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.21E+02,1.12E+03,8.07E+02,1.39E+00,1.21E+02,1.50E-05,3.58E+01,4.15E+01,2.27E+01,3.48E-01,4.33E-01,2.19E-01,2.86E+00,6.46E-01,1.85E+02,3.35E+03,1.67E+03,7.68E+02,1.16E+04,5.82E+03,2.33E+03,1021
2.06E+02,-1.80E+01,-1.20E+01,3.00E+01,4.27E+06,5.15E+06,0.00E+00,1.42E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.07E+06,9.60E+05,1.12E+05,4.70E+05,6.97E+04,4.09E+03,1.69E+04,1.62E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E+02,1.13E+03,8.17E+02,1.38E+00,1.22E+02,1.47E-05,3.61E+01,4.00E+01,2.39E+01,3.53E-01,4.16E-01,2.30E-01,2.85E+00,6.97E-01,1.98E+02,3.19E+03,1.60E+03,7.34E+02,1.18E+04,5.88E+03,2.39E+03,1022
2.07E+02,-1.50E+01,-1.20E+01,3.00E+01,4.27E+06,5.16E+06,0.00E+00,1.41E+07,1.15E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.08E+06,9.71E+05,1.10E+05,4.82E+05,7.15E+04,4.17E+03,1.67E+04,1.58E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E+02,1.13E+03,8.24E+02,1.38E+00,1.23E+02,1.45E-05,3.64E+01,3.85E+01,2.51E+01,3.58E-01,4.00E-01,2.42E-01,2.84E+00,7.37E-01,2.08E+02,3.13E+03,1.56E+03,7.20E+02,1.20E+04,6.02E+03,2.45E+03,1023
2.08E+02,-1.20E+01,-1.20E+01,3.00E+01,4.26E+06,5.14E+06,0.00E+00,1.41E+07,1.16E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.09E+06,9.79E+05,1.06E+05,4.90E+05,7.28E+04,4.35E+03,1.62E+04,1.66E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E+02,1.14E+03,8.26E+02,1.38E+00,1.24E+02,1.44E-05,3.67E+01,3.70E+01,2.63E+01,3.63E-01,3.84E-01,2.53E-01,2.83E+00,7.49E-01,2.16E+02,3.02E+03,1.51E+03,6.98E+02,1.23E+04,6.13E+03,2.50E+03,1024
