# register#,plate_x,plate_y,Seconds,i0,i1,mon,bstop,Omron,CH6,CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,scan#,Imax,Iave,ratio,scan#,texture,Co,V,Zr,Co_adjusted,V_adjusted, Zr_adjusted,peak_position,peak_width,peak_intensity,V_alpha1,V_alpha2,V_beta,Co_alpha1,Co_alpha2,Co_beta,Citrine_ID
2.87E+02,0.00E+00,-3.00E+00,3.00E+01,4.23E+06,5.02E+06,0.00E+00,1.42E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.16E+06,1.04E+06,7.42E+04,6.13E+05,8.94E+04,4.15E+03,1.17E+04,1.86E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.97E+02,1.13E+03,8.32E+02,1.36E+00,1.97E+02,1.35E-05,4.67E+01,2.65E+01,2.68E+01,4.71E-01,2.74E-01,2.55E-01,2.91E+00,7.45E-01,2.35E+02,2.08E+03,1.04E+03,4.77E+02,1.52E+04,7.61E+03,3.08E+03,1097
2.88E+02,3.00E+00,-3.00E+00,3.00E+01,4.22E+06,5.00E+06,0.00E+00,1.42E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.16E+06,1.04E+06,7.05E+04,6.14E+05,9.00E+04,4.25E+03,1.11E+04,1.86E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.98E+02,1.12E+03,8.30E+02,1.35E+00,1.98E+02,1.35E-05,4.67E+01,2.54E+01,2.79E+01,4.73E-01,2.62E-01,2.65E-01,2.89E+00,7.53E-01,2.34E+02,1.98E+03,9.89E+02,4.54E+02,1.53E+04,7.67E+03,3.12E+03,1098
2.89E+02,6.00E+00,-3.00E+00,3.00E+01,4.22E+06,4.95E+06,0.00E+00,1.42E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.16E+06,1.03E+06,6.70E+04,6.08E+05,8.96E+04,4.34E+03,1.06E+04,1.93E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.99E+02,1.11E+03,8.27E+02,1.35E+00,1.99E+02,1.31E-05,4.66E+01,2.43E+01,2.91E+01,4.75E-01,2.50E-01,2.75E-01,2.88E+00,7.56E-01,2.30E+02,1.88E+03,9.42E+02,4.42E+02,1.52E+04,7.58E+03,3.10E+03,1099
2.90E+02,9.00E+00,-3.00E+00,3.00E+01,4.22E+06,4.93E+06,0.00E+00,1.41E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.16E+06,1.03E+06,6.36E+04,6.09E+05,8.95E+04,4.47E+03,1.04E+04,1.94E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+02,1.12E+03,8.26E+02,1.35E+00,2.00E+02,1.32E-05,4.64E+01,2.33E+01,3.03E+01,4.75E-01,2.39E-01,2.86E-01,2.86E+00,7.77E-01,2.34E+02,1.77E+03,8.86E+02,4.19E+02,1.52E+04,7.61E+03,3.07E+03,1100
2.91E+02,1.20E+01,-3.00E+00,3.00E+01,4.21E+06,4.92E+06,0.00E+00,1.41E+07,1.16E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.15E+06,1.03E+06,6.12E+04,6.08E+05,8.93E+04,4.56E+03,9.97E+03,1.95E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.01E+02,1.11E+03,8.25E+02,1.34E+00,2.01E+02,1.31E-05,4.62E+01,2.23E+01,3.15E+01,4.75E-01,2.28E-01,2.96E-01,2.85E+00,7.78E-01,2.34E+02,1.71E+03,8.57E+02,4.02E+02,1.52E+04,7.58E+03,3.07E+03,1101
2.92E+02,1.50E+01,-3.00E+00,3.00E+01,4.23E+06,4.95E+06,0.00E+00,1.41E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.15E+06,1.03E+06,5.85E+04,6.11E+05,9.02E+04,4.69E+03,9.51E+03,1.92E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.02E+02,1.12E+03,8.30E+02,1.34E+00,2.02E+02,1.32E-05,4.59E+01,2.13E+01,3.28E+01,4.75E-01,2.18E-01,3.07E-01,2.84E+00,7.93E-01,2.41E+02,1.63E+03,8.13E+02,3.83E+02,1.53E+04,7.63E+03,3.10E+03,1102
2.93E+02,1.80E+01,-3.00E+00,3.00E+01,4.25E+06,4.99E+06,0.00E+00,1.42E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.15E+06,1.03E+06,5.63E+04,6.08E+05,8.95E+04,4.75E+03,9.12E+03,1.93E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.03E+02,1.12E+03,8.36E+02,1.34E+00,2.03E+02,1.31E-05,4.56E+01,2.03E+01,3.41E+01,4.74E-01,2.08E-01,3.18E-01,2.83E+00,8.23E-01,2.50E+02,1.57E+03,7.83E+02,3.69E+02,1.51E+04,7.56E+03,3.09E+03,1103
2.94E+02,2.10E+01,-3.00E+00,3.00E+01,4.24E+06,4.99E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,1.15E+06,1.03E+06,5.30E+04,6.05E+05,8.88E+04,5.00E+03,8.84E+03,1.88E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.04E+02,1.12E+03,8.36E+02,1.34E+00,2.04E+02,1.31E-05,4.52E+01,1.94E+01,3.54E+01,4.72E-01,1.98E-01,3.30E-01,2.81E+00,8.23E-01,2.50E+02,1.47E+03,7.36E+02,3.51E+02,1.51E+04,7.56E+03,3.04E+03,1104
2.95E+02,2.40E+01,-3.00E+00,3.00E+01,4.23E+06,4.98E+06,0.00E+00,1.41E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.13E+06,1.01E+06,4.99E+04,5.96E+05,8.81E+04,5.02E+03,8.39E+03,1.89E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.05E+02,1.12E+03,8.32E+02,1.34E+00,2.05E+02,1.32E-05,4.48E+01,1.85E+01,3.67E+01,4.70E-01,1.89E-01,3.41E-01,2.80E+00,8.13E-01,2.47E+02,1.38E+03,6.91E+02,3.33E+02,1.49E+04,7.43E+03,3.01E+03,1105
2.96E+02,2.70E+01,-3.00E+00,3.00E+01,4.22E+06,5.00E+06,0.00E+00,1.41E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.13E+06,1.01E+06,4.80E+04,5.94E+05,8.81E+04,5.12E+03,7.86E+03,1.85E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.06E+02,1.12E+03,8.36E+02,1.34E+00,2.06E+02,1.32E-05,4.43E+01,1.77E+01,3.80E+01,4.67E-01,1.80E-01,3.53E-01,2.79E+00,8.33E-01,2.55E+02,1.32E+03,6.60E+02,3.15E+02,1.49E+04,7.43E+03,3.03E+03,1106
2.97E+02,3.00E+01,-3.00E+00,3.00E+01,4.21E+06,4.96E+06,0.00E+00,1.41E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.56E+01,1.09E+06,9.76E+05,4.48E+04,5.82E+05,8.60E+04,5.08E+03,7.64E+03,1.77E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.07E+02,1.11E+03,8.27E+02,1.34E+00,2.07E+02,1.33E-05,4.37E+01,1.69E+01,3.94E+01,4.64E-01,1.71E-01,3.65E-01,2.78E+00,8.02E-01,2.41E+02,1.25E+03,6.23E+02,2.97E+02,1.45E+04,7.26E+03,2.93E+03,1107
2.98E+02,3.30E+01,-3.00E+00,3.00E+01,4.20E+06,4.92E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.08E+06,9.72E+05,4.24E+04,5.67E+05,8.38E+04,5.10E+03,7.19E+03,1.79E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.08E+02,1.10E+03,8.17E+02,1.34E+00,2.08E+02,1.34E-05,4.31E+01,1.61E+01,4.08E+01,4.60E-01,1.63E-01,3.77E-01,2.75E+00,7.89E-01,2.34E+02,1.16E+03,5.82E+02,2.73E+02,1.42E+04,7.08E+03,2.86E+03,1108
3.01E+02,-3.30E+01,0.00E+00,3.00E+01,4.23E+06,4.86E+06,0.00E+00,1.39E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.11E+06,9.91E+05,9.92E+04,5.39E+05,7.82E+04,2.91E+03,1.49E+04,1.74E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.10E+02,1.09E+03,7.80E+02,1.39E+00,2.10E+02,1.48E-05,4.65E+01,3.79E+01,1.56E+01,4.45E-01,4.04E-01,1.51E-01,3.02E+00,4.45E-01,1.60E+02,2.80E+03,1.40E+03,6.38E+02,1.35E+04,6.74E+03,2.72E+03,1109
3.02E+02,-3.00E+01,0.00E+00,3.00E+01,4.25E+06,4.90E+06,0.00E+00,1.42E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,1.13E+06,1.01E+06,9.69E+04,5.57E+05,8.08E+04,2.92E+03,1.48E+04,1.77E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.11E+02,1.10E+03,7.88E+02,1.39E+00,2.11E+02,1.47E-05,4.71E+01,3.66E+01,1.63E+01,4.53E-01,3.89E-01,1.58E-01,3.02E+00,4.69E-01,1.72E+02,2.73E+03,1.36E+03,6.19E+02,1.39E+04,6.94E+03,2.81E+03,1110
3.03E+02,-2.70E+01,0.00E+00,3.00E+01,4.24E+06,4.91E+06,0.00E+00,1.41E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.13E+06,1.01E+06,9.36E+04,5.71E+05,8.30E+04,3.03E+03,1.44E+04,1.88E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.12E+02,1.10E+03,7.95E+02,1.39E+00,2.12E+02,1.45E-05,4.77E+01,3.53E+01,1.71E+01,4.60E-01,3.74E-01,1.65E-01,3.01E+00,4.91E-01,1.87E+02,2.64E+03,1.32E+03,6.10E+02,1.43E+04,7.13E+03,2.89E+03,1111
3.04E+02,-2.40E+01,0.00E+00,3.00E+01,4.24E+06,4.91E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,1.15E+06,1.02E+06,9.12E+04,5.81E+05,8.43E+04,3.06E+03,1.42E+04,1.75E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.13E+02,1.11E+03,8.03E+02,1.38E+00,2.13E+02,1.41E-05,4.82E+01,3.40E+01,1.78E+01,4.67E-01,3.60E-01,1.73E-01,3.01E+00,5.17E-01,1.98E+02,2.56E+03,1.28E+03,6.01E+02,1.45E+04,7.25E+03,2.95E+03,1112
3.05E+02,-2.10E+01,0.00E+00,3.00E+01,4.23E+06,4.92E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.17E+06,1.04E+06,8.83E+04,5.96E+05,8.64E+04,3.15E+03,1.37E+04,1.84E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.14E+02,1.11E+03,8.08E+02,1.37E+00,2.14E+02,1.40E-05,4.86E+01,3.28E+01,1.86E+01,4.74E-01,3.46E-01,1.80E-01,3.00E+00,5.40E-01,2.07E+02,2.49E+03,1.24E+03,5.73E+02,1.49E+04,7.46E+03,3.02E+03,1113
3.06E+02,-1.80E+01,0.00E+00,3.00E+01,4.22E+06,4.93E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,1.17E+06,1.04E+06,8.55E+04,6.08E+05,8.84E+04,3.47E+03,1.32E+04,1.89E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.15E+02,1.11E+03,8.13E+02,1.37E+00,2.15E+02,1.39E-05,4.90E+01,3.15E+01,1.95E+01,4.80E-01,3.32E-01,1.88E-01,3.00E+00,5.60E-01,2.17E+02,2.38E+03,1.19E+03,5.50E+02,1.52E+04,7.58E+03,3.07E+03,1114
3.07E+02,-1.50E+01,0.00E+00,3.00E+01,4.22E+06,4.89E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.17E+06,1.04E+06,8.22E+04,6.11E+05,8.88E+04,3.34E+03,1.29E+04,1.92E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.16E+02,1.10E+03,8.09E+02,1.36E+00,2.16E+02,1.37E-05,4.93E+01,3.04E+01,2.04E+01,4.86E-01,3.19E-01,1.96E-01,2.99E+00,5.58E-01,2.13E+02,2.31E+03,1.15E+03,5.46E+02,1.52E+04,7.60E+03,3.07E+03,1115
3.08E+02,-1.20E+01,0.00E+00,3.00E+01,4.21E+06,4.86E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,1.18E+06,1.05E+06,7.87E+04,6.14E+05,8.92E+04,3.48E+03,1.24E+04,2.05E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+02,1.10E+03,8.09E+02,1.36E+00,2.17E+02,1.34E-05,4.96E+01,2.92E+01,2.12E+01,4.91E-01,3.06E-01,2.04E-01,2.99E+00,5.66E-01,2.12E+02,2.21E+03,1.10E+03,5.16E+02,1.54E+04,7.69E+03,3.11E+03,1116
3.09E+02,-9.00E+00,0.00E+00,3.00E+01,4.22E+06,4.86E+06,0.00E+00,1.42E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.16E+06,1.04E+06,7.63E+04,6.23E+05,9.13E+04,3.64E+03,1.20E+04,1.84E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.18E+02,1.10E+03,8.06E+02,1.36E+00,2.18E+02,1.35E-05,4.98E+01,2.81E+01,2.22E+01,4.95E-01,2.93E-01,2.12E-01,2.97E+00,5.68E-01,2.13E+02,2.14E+03,1.07E+03,4.94E+02,1.56E+04,7.78E+03,3.16E+03,1117
3.10E+02,-6.00E+00,0.00E+00,3.00E+01,4.24E+06,4.91E+06,0.00E+00,1.42E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.20E+06,1.07E+06,7.41E+04,6.39E+05,9.29E+04,3.76E+03,1.16E+04,1.95E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.19E+02,1.12E+03,8.24E+02,1.36E+00,2.19E+02,1.33E-05,4.99E+01,2.69E+01,2.31E+01,4.99E-01,2.81E-01,2.21E-01,2.97E+00,6.35E-01,2.35E+02,2.08E+03,1.04E+03,4.80E+02,1.59E+04,7.96E+03,3.21E+03,1118
3.11E+02,-3.00E+00,0.00E+00,3.00E+01,4.23E+06,4.90E+06,0.00E+00,1.42E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.19E+06,1.06E+06,7.11E+04,6.43E+05,9.38E+04,3.75E+03,1.14E+04,1.92E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.20E+02,1.11E+03,8.21E+02,1.35E+00,2.20E+02,1.33E-05,5.00E+01,2.59E+01,2.41E+01,5.02E-01,2.69E-01,2.30E-01,2.96E+00,6.35E-01,2.34E+02,1.99E+03,9.93E+02,4.69E+02,1.60E+04,8.02E+03,3.24E+03,1119
3.12E+02,0.00E+00,0.00E+00,3.00E+01,4.23E+06,4.89E+06,0.00E+00,1.42E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.20E+06,1.06E+06,6.86E+04,6.46E+05,9.44E+04,3.89E+03,1.10E+04,1.96E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.21E+02,1.11E+03,8.22E+02,1.35E+00,2.21E+02,1.31E-05,5.00E+01,2.48E+01,2.51E+01,5.04E-01,2.57E-01,2.38E-01,2.95E+00,6.55E-01,2.33E+02,1.91E+03,9.54E+02,4.45E+02,1.61E+04,8.04E+03,3.26E+03,1120
3.13E+02,3.00E+00,0.00E+00,3.00E+01,4.22E+06,4.87E+06,0.00E+00,1.42E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.18E+06,1.05E+06,6.51E+04,6.45E+05,9.42E+04,3.96E+03,1.04E+04,1.96E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.22E+02,1.11E+03,8.19E+02,1.35E+00,2.22E+02,1.31E-05,5.00E+01,2.38E+01,2.62E+01,5.06E-01,2.46E-01,2.48E-01,2.93E+00,6.66E-01,2.32E+02,1.81E+03,9.07E+02,4.25E+02,1.61E+04,8.04E+03,3.27E+03,1121
3.14E+02,6.00E+00,0.00E+00,3.00E+01,4.21E+06,4.89E+06,0.00E+00,1.41E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.19E+06,1.06E+06,6.23E+04,6.48E+05,9.47E+04,3.97E+03,1.02E+04,1.94E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.23E+02,1.10E+03,8.20E+02,1.35E+00,2.23E+02,1.31E-05,4.99E+01,2.28E+01,2.73E+01,5.08E-01,2.35E-01,2.57E-01,2.92E+00,6.97E-01,2.35E+02,1.74E+03,8.70E+02,4.12E+02,1.61E+04,8.07E+03,3.27E+03,1122
3.15E+02,9.00E+00,0.00E+00,3.00E+01,4.20E+06,4.89E+06,0.00E+00,1.42E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.20E+06,1.07E+06,6.01E+04,6.51E+05,9.50E+04,4.21E+03,9.75E+03,1.96E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.24E+02,1.12E+03,8.29E+02,1.35E+00,2.24E+02,1.29E-05,4.97E+01,2.19E+01,2.84E+01,5.09E-01,2.25E-01,2.67E-01,2.91E+00,7.34E-01,2.41E+02,1.68E+03,8.42E+02,3.92E+02,1.62E+04,8.09E+03,3.27E+03,1123
3.16E+02,1.20E+01,0.00E+00,3.00E+01,4.19E+06,4.82E+06,0.00E+00,1.41E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.17E+06,1.04E+06,5.67E+04,6.37E+05,9.34E+04,4.27E+03,9.32E+03,1.98E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.25E+02,1.09E+03,8.17E+02,1.34E+00,2.25E+02,1.28E-05,4.95E+01,2.09E+01,2.95E+01,5.09E-01,2.15E-01,2.77E-01,2.89E+00,7.20E-01,2.26E+02,1.56E+03,7.81E+02,3.70E+02,1.59E+04,7.95E+03,3.23E+03,1124
