    #,   Plate Y,   Plate X,  Seconds,       i0,       i1,      mon,    bstop,    Omron,      CH6,      CH7,     TEMP,   marccd,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     ROI8,     ROI9,    ROI10,    RIO11,    ROI12,    ROI13,      SWX,     CCD1,    CTEMP,    Timer,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,scan#,Imax,Iave,ratio,scan#,texture,scan#,peak_num,scan#, neighbor_distance,# peak_position, peak_width, peak_intensity,Fe,Nb,Ti,Fe_adjusted,Nb_adjusted,Ti_adjusted,# Ti_alpha,Ti_beta,Fe_alpha,Fe_beta
5.60E+01,-1.80E+01,-3.00E+01,3.00E+01,5.25E+06,6.08E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.25E+05,1.12E+05,2.80E+04,7.99E+03,6.66E+02,2.29E+02,1.87E+04,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+01,2.75E+03,5.02E+02,5.47E+00,1.10E+01,1.15E-05,1.10E+01,3.00E+00,1.10E+01,-5.78E-07,2.70E+00,6.33E-02,2.25E+03,0.479107026,0.28611702,0.234775954,0.090968639,0.590117494,0.318913867,4.54E+02,5.94E+01,8.15E+02,1.11E+02
5.70E+01,-1.50E+01,-3.00E+01,3.00E+01,5.25E+06,6.01E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.22E+05,1.10E+05,2.75E+04,8.00E+03,6.59E+02,2.42E+02,1.87E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+01,2.99E+03,5.03E+02,5.94E+00,1.20E+01,1.10E-05,1.20E+01,4.00E+00,1.20E+01,-1.63E-07,2.70E+00,6.23E-02,2.49E+03,0.444786232,0.304408017,0.250805751,0.090109185,0.609016973,0.300873843,4.28E+02,5.60E+01,7.88E+02,1.07E+02
5.80E+01,-1.20E+01,-3.00E+01,3.00E+01,5.27E+06,6.04E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.21E+05,1.09E+05,2.79E+04,7.97E+03,7.56E+02,2.48E+02,1.88E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+01,3.28E+03,5.10E+02,6.43E+00,1.30E+01,1.05E-05,1.30E+01,4.00E+00,1.30E+01,2.22E-03,2.69E+00,6.13E-02,2.77E+03,0.411136704,0.322299232,0.266564063,0.089094521,0.627547059,0.28335842,4.16E+02,5.45E+01,8.03E+02,1.09E+02
5.90E+01,-9.00E+00,-3.00E+01,3.00E+01,5.28E+06,6.07E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.21E+05,1.08E+05,2.78E+04,7.91E+03,7.36E+02,2.88E+02,1.90E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+01,3.59E+03,5.19E+02,6.93E+00,1.40E+01,9.95E-06,1.40E+01,3.00E+00,1.40E+01,2.36E-03,2.69E+00,6.01E-02,3.10E+03,0.378450389,0.339646119,0.281903492,0.087933907,0.645663416,0.266402678,4.01E+02,5.26E+01,7.85E+02,1.07E+02
6.00E+01,-6.00E+00,-3.00E+01,3.00E+01,5.28E+06,6.07E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.18E+05,1.07E+05,2.73E+04,7.79E+03,7.15E+02,2.91E+02,1.90E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E+01,3.85E+03,5.23E+02,7.38E+00,1.50E+01,1.00E-05,1.50E+01,3.00E+00,1.50E+01,2.28E-03,2.69E+00,5.91E-02,3.35E+03,0.34698217,0.356331133,0.296686696,0.086638226,0.663325278,0.250036496,3.73E+02,4.89E+01,7.82E+02,1.06E+02
6.10E+01,-3.00E+00,-3.00E+01,3.00E+01,5.27E+06,6.06E+06,0.00E+00,0.00E+00,1.49E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.17E+05,1.05E+05,2.76E+04,7.97E+03,8.03E+02,2.75E+02,1.92E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.60E+01,4.21E+03,5.27E+02,7.99E+00,1.60E+01,9.11E-06,1.60E+01,3.00E+00,1.60E+01,2.80E-03,2.69E+00,5.80E-02,3.71E+03,0.316943709,0.372262108,0.310794182,0.085217904,0.680496269,0.234285827,3.55E+02,4.65E+01,7.81E+02,1.06E+02
6.20E+01,0.00E+00,-3.00E+01,3.00E+01,5.27E+06,6.03E+06,0.00E+00,0.00E+00,1.49E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.15E+05,1.04E+05,2.69E+04,7.74E+03,8.26E+02,2.84E+02,1.92E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.70E+01,4.51E+03,5.31E+02,8.49E+00,1.70E+01,8.99E-06,1.70E+01,3.00E+00,1.70E+01,2.89E-03,2.69E+00,5.71E-02,4.01E+03,0.288500779,0.387372471,0.324126751,0.083684159,0.697143075,0.219172766,3.46E+02,4.53E+01,7.66E+02,1.04E+02
6.30E+01,3.00E+00,-3.00E+01,3.00E+01,5.26E+06,6.03E+06,0.00E+00,0.00E+00,1.49E+07,0.00E+00,0.00E+00,0.00E+00,3.53E+01,1.12E+05,1.02E+05,2.68E+04,7.69E+03,8.74E+02,3.37E+02,1.95E+04,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.80E+01,4.79E+03,5.36E+02,8.94E+00,1.80E+01,9.06E-06,1.80E+01,3.00E+00,1.80E+01,3.24E-03,2.69E+00,5.60E-02,4.30E+03,0.261769897,0.401626182,0.336603922,0.08204744,0.713238096,0.204714464,3.22E+02,4.22E+01,7.79E+02,1.06E+02
6.40E+01,6.00E+00,-3.00E+01,3.00E+01,5.25E+06,6.05E+06,0.00E+00,0.00E+00,1.49E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.12E+05,1.01E+05,2.65E+04,7.66E+03,8.91E+02,3.31E+02,1.99E+04,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.90E+01,5.12E+03,5.42E+02,9.44E+00,1.90E+01,9.37E-06,1.90E+01,3.00E+00,1.90E+01,3.44E-03,2.69E+00,5.51E-02,4.62E+03,0.23682325,0.41501207,0.34816468,0.080319226,0.72875896,0.190921813,3.03E+02,3.97E+01,7.65E+02,1.04E+02
6.50E+01,9.00E+00,-3.00E+01,3.00E+01,5.25E+06,6.05E+06,0.00E+00,0.00E+00,1.49E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.09E+05,9.93E+04,2.60E+04,7.46E+03,8.91E+02,3.10E+02,1.98E+04,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+01,5.42E+03,5.48E+02,9.90E+00,2.00E+01,9.87E-06,2.00E+01,3.00E+00,2.00E+01,3.53E-03,2.69E+00,5.43E-02,4.92E+03,0.213690556,0.427544712,0.358764732,0.078509409,0.743690212,0.17780038,2.82E+02,3.70E+01,7.53E+02,1.02E+02
6.60E+01,1.20E+01,-3.00E+01,3.00E+01,5.29E+06,6.13E+06,0.00E+00,0.00E+00,1.48E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.09E+05,9.90E+04,2.61E+04,7.59E+03,9.47E+02,3.53E+02,2.04E+04,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.10E+01,5.75E+03,5.59E+02,1.03E+01,2.10E+01,1.06E-05,2.10E+01,3.00E+00,2.10E+01,3.70E-03,2.68E+00,5.34E-02,5.27E+03,0.192364554,0.439258963,0.368376483,0.076628615,0.758020286,0.165351099,2.73E+02,3.58E+01,7.37E+02,1.00E+02
6.70E+01,1.50E+01,-3.00E+01,3.00E+01,5.28E+06,6.12E+06,0.00E+00,0.00E+00,1.48E+07,0.00E+00,0.00E+00,0.00E+00,3.53E+01,1.06E+05,9.65E+04,2.54E+04,7.42E+03,9.83E+02,3.61E+02,2.01E+04,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.20E+01,6.04E+03,5.63E+02,1.07E+01,2.20E+01,1.15E-05,2.20E+01,3.00E+00,2.20E+01,4.48E-07,2.68E+00,5.25E-02,5.53E+03,0.172808544,0.450200876,0.37699058,0.074686261,0.771745174,0.153568565,2.50E+02,3.28E+01,7.38E+02,1.00E+02
6.80E+01,1.80E+01,-3.00E+01,3.00E+01,5.28E+06,6.11E+06,0.00E+00,0.00E+00,1.48E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.05E+05,9.60E+04,2.50E+04,7.30E+03,9.71E+02,3.86E+02,2.06E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.30E+01,6.28E+03,5.67E+02,1.11E+01,2.30E+01,1.31E-05,2.30E+01,3.00E+00,2.30E+01,2.57E-07,2.68E+00,5.15E-02,5.78E+03,0.154958566,0.46044003,0.384601404,0.072691864,0.78486496,0.142443176,2.33E+02,3.06E+01,7.24E+02,9.84E+01
8.00E+01,-2.10E+01,-2.70E+01,3.00E+01,5.27E+06,6.12E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.29E+05,1.16E+05,3.05E+04,8.48E+03,6.31E+02,2.55E+02,1.85E+04,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+01,2.33E+03,4.99E+02,4.67E+00,2.40E+01,1.09E-05,2.40E+01,3.00E+00,2.40E+01,4.56E-07,2.70E+00,6.78E-02,1.83E+03,0.51313528,0.277780897,0.209083822,0.103114401,0.5611941,0.335691499,4.42E+02,5.78E+01,8.68E+02,1.18E+02
8.10E+01,-1.80E+01,-2.70E+01,3.00E+01,5.26E+06,6.10E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.29E+05,1.15E+05,3.03E+04,8.69E+03,7.47E+02,2.24E+02,1.89E+04,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+01,2.55E+03,5.03E+02,5.07E+00,2.50E+01,1.08E-05,2.50E+01,3.00E+00,2.50E+01,1.40E-03,2.70E+00,6.68E-02,2.04E+03,0.478492065,0.297104303,0.224403632,0.102419669,0.580281844,0.317298487,4.26E+02,5.58E+01,8.75E+02,1.19E+02
8.20E+01,-1.50E+01,-2.70E+01,3.00E+01,5.26E+06,6.08E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,1.28E+05,1.15E+05,3.04E+04,8.46E+03,6.98E+02,2.34E+02,1.88E+04,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.60E+01,2.78E+03,5.06E+02,5.49E+00,2.60E+01,1.05E-05,2.60E+01,3.00E+00,2.60E+01,1.49E-03,2.70E+00,6.56E-02,2.28E+03,0.444197337,0.316198228,0.239604435,0.101534905,0.599054605,0.29941049,4.18E+02,5.48E+01,8.81E+02,1.20E+02
8.30E+01,-1.20E+01,-2.70E+01,3.00E+01,5.25E+06,6.08E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.25E+05,1.13E+05,3.06E+04,8.70E+03,7.08E+02,2.59E+02,1.88E+04,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E+01,3.03E+03,5.10E+02,5.95E+00,2.70E+01,1.01E-05,2.70E+01,3.00E+00,2.70E+01,1.61E-03,2.70E+00,6.45E-02,2.54E+03,0.410570144,0.334892124,0.254537732,0.100471484,0.617471814,0.282056702,4.02E+02,5.27E+01,8.64E+02,1.17E+02
8.40E+01,-9.00E+00,-2.70E+01,3.00E+01,5.25E+06,6.06E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.24E+05,1.11E+05,3.02E+04,8.50E+03,7.81E+02,2.49E+02,1.89E+04,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.80E+01,3.32E+03,5.14E+02,6.46E+00,2.80E+01,9.57E-06,2.80E+01,3.00E+00,2.80E+01,1.79E-03,2.70E+00,6.32E-02,2.81E+03,0.37790118,0.353036373,0.269062447,0.099240457,0.635490784,0.265268759,3.73E+02,4.89E+01,8.52E+02,1.16E+02
8.50E+01,-6.00E+00,-2.70E+01,3.00E+01,5.29E+06,6.14E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.24E+05,1.11E+05,3.03E+04,8.68E+03,7.76E+02,2.67E+02,1.95E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.90E+01,3.67E+03,5.26E+02,6.97E+00,2.90E+01,9.11E-06,2.90E+01,3.00E+00,2.90E+01,1.81E-03,2.69E+00,6.20E-02,3.15E+03,0.346446014,0.370505214,0.283048772,0.097853333,0.653074216,0.249072451,3.67E+02,4.81E+01,8.61E+02,1.17E+02
