    #,   Plate Y,   Plate X,  Seconds,       i0,       i1,      mon,    bstop,    Omron,      CH6,      CH7,     TEMP,   marccd,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     ROI8,     ROI9,    ROI10,    RIO11,    ROI12,    ROI13,      SWX,     CCD1,    CTEMP,    Timer,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,scan#,Imax,Iave,ratio,scan#,texture,scan#,peak_num,scan#, neighbor_distance,# peak_position, peak_width, peak_intensity,Fe,Nb,Ti,Fe_adjusted,Nb_adjusted,Ti_adjusted,# Ti_alpha,Ti_beta,Fe_alpha,Fe_beta
1.95E+02,2.40E+01,-1.50E+01,3.00E+01,5.29E+06,6.34E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.19E+05,1.79E+05,3.11E+04,8.51E+03,6.58E+02,3.23E+02,1.57E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+02,1.71E+03,5.37E+02,3.18E+00,1.14E+02,5.09E-06,1.14E+02,4.00E+00,1.14E+02,4.99E-04,2.71E+00,7.14E-02,1.15E+03,0.086434078,0.201018845,0.712547077,0.128292527,0.404440347,0.467267126,5.34E+02,7.00E+01,8.72E+02,1.19E+02
1.96E+02,2.70E+01,-1.50E+01,3.00E+01,5.29E+06,6.33E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,2.15E+05,1.77E+05,3.00E+04,8.33E+03,6.63E+02,3.15E+02,1.56E+04,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+02,1.74E+03,5.36E+02,3.25E+00,1.15E+02,4.89E-06,1.15E+02,4.00E+00,1.15E+02,4.69E-04,2.71E+00,7.12E-02,1.19E+03,0.07668316,0.203517904,0.719798936,0.126426669,0.425302534,0.448270797,5.00E+02,6.55E+01,8.55E+02,1.16E+02
1.97E+02,3.00E+01,-1.50E+01,3.00E+01,5.28E+06,6.32E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,2.10E+05,1.73E+05,2.93E+04,8.16E+03,6.07E+02,2.90E+02,1.58E+04,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E+02,1.77E+03,5.36E+02,3.29E+00,1.16E+02,4.82E-06,1.16E+02,4.00E+00,1.16E+02,4.72E-04,2.71E+00,7.07E-02,1.21E+03,0.067982646,0.205871915,0.726145439,0.12431502,0.446499271,0.429185709,4.64E+02,6.07E+01,8.19E+02,1.11E+02
2.01E+02,-3.30E+01,-1.20E+01,3.00E+01,5.27E+06,6.31E+06,0.00E+00,0.00E+00,1.48E+07,0.00E+00,0.00E+00,0.00E+00,3.53E+01,2.65E+05,2.09E+05,3.21E+04,8.71E+03,5.23E+02,2.49E+02,1.41E+04,8.00E+00,8.00E+00,8.00E+00,8.00E+00,8.00E+00,8.00E+00,8.00E+00,8.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E+02,1.24E+03,5.24E+02,2.37E+00,1.17E+02,7.14E-06,1.17E+02,4.00E+00,1.17E+02,-4.48E-07,2.72E+00,6.77E-02,6.82E+02,0.56075909,0.104015034,0.335225876,0.134614928,0.118606836,0.746778237,1.03E+03,1.35E+02,9.13E+02,1.24E+02
2.02E+02,-3.00E+01,-1.20E+01,3.00E+01,5.27E+06,6.30E+06,0.00E+00,0.00E+00,1.48E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.64E+05,2.08E+05,3.19E+04,8.62E+03,5.02E+02,2.39E+02,1.41E+04,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E+02,1.25E+03,5.22E+02,2.39E+00,1.18E+02,8.80E-06,1.18E+02,4.00E+00,1.18E+02,6.53E-04,2.72E+00,6.81E-02,6.91E+02,0.526215917,0.112076189,0.361707894,0.136982361,0.127677047,0.735340591,1.00E+03,1.32E+02,8.79E+02,1.20E+02
2.03E+02,-2.70E+01,-1.20E+01,3.00E+01,5.26E+06,6.29E+06,0.00E+00,0.00E+00,1.49E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.63E+05,2.08E+05,3.25E+04,8.79E+03,5.10E+02,2.53E+02,1.42E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E+02,1.26E+03,5.22E+02,2.41E+00,1.19E+02,9.70E-06,1.19E+02,4.00E+00,1.19E+02,4.52E-04,2.72E+00,6.87E-02,7.01E+02,0.491475148,0.120168029,0.388356823,0.139195017,0.137305052,0.723499931,9.87E+02,1.29E+02,9.07E+02,1.23E+02
2.04E+02,-2.40E+01,-1.20E+01,3.00E+01,5.28E+06,6.32E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.63E+05,2.08E+05,3.31E+04,9.14E+03,5.38E+02,2.78E+02,1.41E+04,1.20E+01,1.20E+01,1.20E+01,1.20E+01,1.20E+01,1.20E+01,1.20E+01,1.20E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+02,1.28E+03,5.26E+02,2.43E+00,1.20E+02,9.83E-06,1.20E+02,4.00E+00,1.20E+02,3.53E-04,2.72E+00,6.92E-02,7.17E+02,0.456879164,0.128211901,0.414908935,0.141244316,0.147512834,0.71124285,9.61E+02,1.26E+02,9.52E+02,1.29E+02
2.05E+02,-2.10E+01,-1.20E+01,3.00E+01,5.30E+06,6.35E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.63E+05,2.08E+05,3.38E+04,9.28E+03,5.02E+02,2.78E+02,1.44E+04,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,6.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.21E+02,1.29E+03,5.29E+02,2.44E+00,1.21E+02,9.59E-06,1.21E+02,4.00E+00,1.21E+02,3.27E-04,2.72E+00,7.00E-02,7.27E+02,0.422766975,0.136131648,0.441101377,0.143118463,0.158322777,0.69855876,9.42E+02,1.23E+02,9.41E+02,1.28E+02
2.06E+02,-1.80E+01,-1.20E+01,3.00E+01,5.29E+06,6.34E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,2.63E+05,2.07E+05,3.43E+04,9.19E+03,5.61E+02,2.81E+02,1.45E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E+02,1.30E+03,5.29E+02,2.46E+00,1.22E+02,9.23E-06,1.22E+02,4.00E+00,1.22E+02,3.35E-04,2.72E+00,7.03E-02,7.34E+02,0.389454281,0.143855129,0.466690591,0.144808043,0.169753765,0.685438192,9.04E+02,1.18E+02,9.61E+02,1.31E+02
2.07E+02,-1.50E+01,-1.20E+01,3.00E+01,5.29E+06,6.32E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.60E+05,2.07E+05,3.44E+04,9.35E+03,5.37E+02,2.54E+02,1.43E+04,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E+02,1.30E+03,5.28E+02,2.47E+00,1.23E+02,8.87E-06,1.23E+02,4.00E+00,1.23E+02,3.32E-04,2.72E+00,7.08E-02,7.40E+02,0.357228199,0.151319915,0.491451886,0.146302829,0.181823417,0.671873755,8.78E+02,1.15E+02,9.55E+02,1.30E+02
2.08E+02,-1.20E+01,-1.20E+01,3.00E+01,5.28E+06,6.33E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.48E+01,2.61E+05,2.07E+05,3.45E+04,9.35E+03,5.47E+02,2.51E+02,1.45E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E+02,1.31E+03,5.29E+02,2.48E+00,1.24E+02,8.47E-06,1.24E+02,4.00E+00,1.24E+02,3.29E-04,2.72E+00,7.13E-02,7.45E+02,0.326331996,0.15847132,0.515196684,0.147591835,0.194547254,0.657860911,8.45E+02,1.11E+02,9.59E+02,1.30E+02
2.09E+02,-9.00E+00,-1.20E+01,3.00E+01,5.27E+06,6.30E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.56E+05,2.04E+05,3.46E+04,9.39E+03,5.48E+02,3.07E+02,1.47E+04,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+02,1.31E+03,5.29E+02,2.48E+00,1.25E+02,8.05E-06,1.25E+02,4.00E+00,1.25E+02,3.41E-04,2.72E+00,7.20E-02,7.48E+02,0.296964085,0.165270478,0.537765437,0.148665699,0.207935264,0.643399038,8.25E+02,1.08E+02,9.72E+02,1.32E+02
2.10E+02,-6.00E+00,-1.20E+01,3.00E+01,5.27E+06,6.28E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.55E+01,2.50E+05,1.99E+05,3.47E+04,9.48E+03,6.40E+02,2.77E+02,1.43E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E+02,1.31E+03,5.28E+02,2.49E+00,1.26E+02,7.63E-06,1.26E+02,4.00E+00,1.26E+02,3.53E-04,2.72E+00,7.29E-02,7.52E+02,0.269275294,0.171686744,0.559037962,0.149514252,0.221996242,0.628489506,7.77E+02,1.02E+02,9.96E+02,1.36E+02
2.11E+02,-3.00E+00,-1.20E+01,3.00E+01,5.26E+06,6.27E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.50E+05,2.00E+05,3.49E+04,9.36E+03,6.06E+02,3.13E+02,1.48E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E+02,1.32E+03,5.27E+02,2.51E+00,1.27E+02,7.22E-06,1.27E+02,4.00E+00,1.27E+02,3.50E-04,2.72E+00,7.34E-02,7.62E+02,0.243365463,0.177702037,0.5789325,0.150127048,0.236734148,0.613138804,7.54E+02,9.87E+01,9.75E+02,1.33E+02
2.12E+02,0.00E+00,-1.20E+01,3.00E+01,5.27E+06,6.27E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.48E+01,2.48E+05,1.98E+05,3.48E+04,9.51E+03,6.26E+02,2.95E+02,1.45E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E+02,1.33E+03,5.27E+02,2.53E+00,1.28E+02,6.80E-06,1.28E+02,4.00E+00,1.28E+02,3.51E-04,2.72E+00,7.37E-02,7.76E+02,0.219289227,0.183309361,0.597401413,0.15049564,0.252145726,0.597358634,7.15E+02,9.37E+01,9.64E+02,1.31E+02
2.13E+02,3.00E+00,-1.20E+01,3.00E+01,5.30E+06,6.33E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.47E+05,1.98E+05,3.47E+04,9.33E+03,6.83E+02,2.71E+02,1.47E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E+02,1.36E+03,5.32E+02,2.56E+00,1.29E+02,6.40E-06,1.29E+02,4.00E+00,1.29E+02,3.60E-04,2.72E+00,7.41E-02,7.97E+02,0.197058672,0.188513268,0.61442806,0.150610626,0.268225785,0.581163589,6.98E+02,9.14E+01,9.72E+02,1.32E+02
2.14E+02,6.00E+00,-1.20E+01,3.00E+01,5.29E+06,6.32E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,2.44E+05,1.96E+05,3.46E+04,9.46E+03,6.25E+02,2.84E+02,1.48E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+02,1.38E+03,5.33E+02,2.59E+00,1.30E+02,6.03E-06,1.30E+02,4.00E+00,1.30E+02,3.67E-04,2.72E+00,7.43E-02,8.17E+02,0.176652332,0.193324181,0.630023487,0.150466205,0.284961551,0.564572244,6.58E+02,8.62E+01,9.81E+02,1.33E+02
2.15E+02,9.00E+00,-1.20E+01,3.00E+01,5.29E+06,6.31E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.42E+05,1.95E+05,3.43E+04,9.41E+03,6.28E+02,2.71E+02,1.48E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E+02,1.40E+03,5.33E+02,2.63E+00,1.31E+02,5.66E-06,1.31E+02,4.00E+00,1.31E+02,3.80E-04,2.72E+00,7.42E-02,8.40E+02,0.158018817,0.197760584,0.644220599,0.150053784,0.302334668,0.547611548,6.20E+02,8.12E+01,9.50E+02,1.29E+02
2.16E+02,1.20E+01,-1.20E+01,3.00E+01,5.28E+06,6.30E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.38E+05,1.92E+05,3.42E+04,9.35E+03,6.26E+02,2.66E+02,1.51E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E+02,1.42E+03,5.32E+02,2.68E+00,1.32E+02,5.30E-06,1.32E+02,4.00E+00,1.32E+02,4.05E-04,2.72E+00,7.40E-02,8.65E+02,0.14108302,0.201846791,0.65707019,0.149368186,0.320320655,0.530311159,5.98E+02,7.84E+01,9.76E+02,1.33E+02
2.17E+02,1.50E+01,-1.20E+01,3.00E+01,5.28E+06,6.29E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.34E+05,1.89E+05,3.39E+04,9.32E+03,6.69E+02,2.92E+02,1.49E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.33E+02,1.45E+03,5.32E+02,2.73E+00,1.33E+02,5.05E-06,1.33E+02,4.00E+00,1.33E+02,4.41E-04,2.72E+00,7.38E-02,8.94E+02,0.125753953,0.205609197,0.668636849,0.148406743,0.338890329,0.512702928,5.81E+02,7.61E+01,9.42E+02,1.28E+02
2.18E+02,1.80E+01,-1.20E+01,3.00E+01,5.27E+06,6.27E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,2.27E+05,1.85E+05,3.36E+04,9.31E+03,6.26E+02,3.16E+02,1.50E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.34E+02,1.48E+03,5.29E+02,2.79E+00,1.34E+02,4.90E-06,1.34E+02,4.00E+00,1.34E+02,4.71E-04,2.72E+00,7.36E-02,9.20E+02,0.111929254,0.209076747,0.678993999,0.147166292,0.358007198,0.494826509,5.43E+02,7.12E+01,9.63E+02,1.31E+02
2.19E+02,2.10E+01,-1.20E+01,3.00E+01,5.27E+06,6.26E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.53E+01,2.21E+05,1.81E+05,3.34E+04,9.18E+03,6.40E+02,2.64E+02,1.56E+04,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.35E+02,1.50E+03,5.29E+02,2.84E+00,1.35E+02,4.78E-06,1.35E+02,4.00E+00,1.35E+02,4.97E-04,2.72E+00,7.34E-02,9.50E+02,0.099501126,0.212279933,0.68821894,0.145646452,0.377629229,0.476724319,5.21E+02,6.82E+01,9.39E+02,1.28E+02
2.20E+02,2.40E+01,-1.20E+01,3.00E+01,5.26E+06,6.26E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,2.20E+05,1.80E+05,3.25E+04,8.98E+03,6.90E+02,3.03E+02,1.54E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E+02,1.53E+03,5.29E+02,2.89E+00,1.36E+02,4.63E-06,1.36E+02,4.00E+00,1.36E+02,5.17E-04,2.71E+00,7.33E-02,9.79E+02,0.088357458,0.215250196,0.696392346,0.143848409,0.397711706,0.458439885,4.94E+02,6.47E+01,8.98E+02,1.22E+02
2.21E+02,2.70E+01,-1.20E+01,3.00E+01,5.30E+06,6.33E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,2.20E+05,1.80E+05,3.27E+04,9.11E+03,6.60E+02,3.17E+02,1.55E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.37E+02,1.58E+03,5.35E+02,2.95E+00,1.37E+02,4.60E-06,1.37E+02,4.00E+00,1.37E+02,5.15E-04,2.71E+00,7.33E-02,1.02E+03,0.078389526,0.218016451,0.703594022,0.141775539,0.418200255,0.440024205,4.77E+02,6.25E+01,9.36E+02,1.27E+02
2.22E+02,3.00E+01,-1.20E+01,3.00E+01,5.30E+06,6.32E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.14E+05,1.76E+05,3.18E+04,8.98E+03,6.36E+02,3.04E+02,1.59E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.38E+02,1.61E+03,5.34E+02,3.01E+00,1.38E+02,4.57E-06,1.38E+02,4.00E+00,1.38E+02,4.97E-04,2.71E+00,7.30E-02,1.05E+03,0.069488754,0.220605862,0.709905383,0.139433105,0.439043724,0.421523171,4.40E+02,5.76E+01,9.18E+02,1.25E+02
2.23E+02,3.30E+01,-1.20E+01,3.00E+01,5.29E+06,6.31E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.07E+05,1.72E+05,3.09E+04,8.59E+03,6.16E+02,3.02E+02,1.58E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.39E+02,1.54E+03,5.32E+02,2.90E+00,1.39E+02,4.37E-06,1.39E+02,4.00E+00,1.39E+02,3.09E-07,2.71E+00,6.98E-02,9.89E+02,0.061553259,0.22304521,0.715401531,0.136827668,0.460181541,0.402990791,4.20E+02,5.50E+01,8.65E+02,1.18E+02
2.26E+02,-3.30E+01,-9.00E+00,3.00E+01,5.28E+06,6.30E+06,0.00E+00,0.00E+00,1.48E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,2.65E+05,2.10E+05,3.43E+04,9.37E+03,5.39E+02,2.64E+02,1.42E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+02,1.12E+03,5.20E+02,2.15E+00,1.40E+02,8.39E-06,1.40E+02,4.00E+00,1.40E+02,-8.89E-08,2.72E+00,7.13E-02,5.58E+02,0.565658823,0.109060392,0.325280785,0.15151679,0.117761702,0.730721508,9.55E+02,1.25E+02,9.44E+02,1.28E+02
2.27E+02,-3.00E+01,-9.00E+00,3.00E+01,5.28E+06,6.29E+06,0.00E+00,0.00E+00,1.48E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.66E+05,2.10E+05,3.48E+04,9.32E+03,5.57E+02,2.23E+02,1.42E+04,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,7.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.41E+02,1.13E+03,5.21E+02,2.18E+00,1.41E+02,8.81E-06,1.41E+02,4.00E+00,1.41E+02,2.82E-04,2.73E+00,7.16E-02,5.74E+02,0.531267597,0.117646043,0.35108636,0.154069338,0.126630362,0.719300301,9.28E+02,1.22E+02,9.57E+02,1.30E+02
2.28E+02,-2.70E+01,-9.00E+00,3.00E+01,5.27E+06,6.28E+06,0.00E+00,0.00E+00,1.49E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,2.66E+05,2.10E+05,3.56E+04,9.73E+03,5.47E+02,2.45E+02,1.41E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.42E+02,1.15E+03,5.23E+02,2.20E+00,1.42E+02,8.81E-06,1.42E+02,4.00E+00,1.42E+02,2.83E-04,2.73E+00,7.18E-02,5.89E+02,0.496625033,0.126290978,0.377083988,0.156452157,0.13603771,0.707510133,9.15E+02,1.20E+02,1.00E+03,1.36E+02
2.29E+02,-2.40E+01,-9.00E+00,3.00E+01,5.27E+06,6.27E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.65E+05,2.09E+05,3.53E+04,9.74E+03,5.90E+02,2.71E+02,1.41E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.43E+02,1.16E+03,5.22E+02,2.21E+00,1.43E+02,8.60E-06,1.43E+02,4.00E+00,1.43E+02,2.92E-04,2.73E+00,7.22E-02,5.96E+02,0.46207168,0.134911287,0.403017032,0.158656964,0.146006699,0.695336337,8.77E+02,1.15E+02,1.00E+03,1.36E+02
