# register#,plate_x,plate_y,Seconds,i0,i1,mon,bstop,Omron,CH6,    CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,    ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,    pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,scan#,Imax,Iave,ratio,scan#,texture,Co,V,Zr,Co_adjusted,V_adjusted,Zr_adjusted,# peak_position, peak_width, peak_intensity
1.62E+02,0.00E+00,-1.80E+01,3.00E+01,3.99E+06,4.70E+06,0.00E+00,1.42E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.42E+06,1.93E+06,3.15E+05,1.29E+06,1.94E+05,1.30E+04,4.72E+04,3.80E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.50E+01,2.30E+03,1.25E+03,1.84E+00,8.50E+01,3.38E-06,31.35651006,34.14005694,34.503433,31.35754504,34.02614444,34.61631052,2.75E+00,6.43E-01,1.10E+03
1.63E+02,3.00E+00,-1.80E+01,3.00E+01,3.99E+06,4.69E+06,0.00E+00,1.40E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.40E+06,1.92E+06,3.01E+05,1.29E+06,1.95E+05,1.33E+04,4.61E+04,3.94E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+01,2.34E+03,1.25E+03,1.87E+00,8.60E+01,3.33E-06,31.32787142,32.6019938,36.07013477,31.35839774,32.47472546,36.16687681,2.74E+00,6.38E-01,1.15E+03
1.64E+02,6.00E+00,-1.80E+01,3.00E+01,3.99E+06,4.69E+06,0.00E+00,1.40E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.37E+06,1.90E+06,2.87E+05,1.28E+06,1.94E+05,1.39E+04,4.33E+04,3.81E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.70E+01,2.37E+03,1.25E+03,1.89E+00,8.70E+01,3.32E-06,31.24394517,31.09277994,37.66327489,31.30390742,30.95446843,37.74162415,2.73E+00,6.33E-01,1.19E+03
1.65E+02,9.00E+00,-1.80E+01,3.00E+01,3.98E+06,4.68E+06,0.00E+00,1.40E+07,1.22E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.33E+06,1.88E+06,2.73E+05,1.28E+06,1.94E+05,1.42E+04,4.16E+04,3.70E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.80E+01,2.40E+03,1.25E+03,1.92E+00,8.80E+01,3.32E-06,31.10558571,29.62030291,39.27411137,31.19496017,29.47325305,39.33178678,2.72E+00,6.26E-01,1.23E+03
1.66E+02,1.20E+01,-1.80E+01,3.00E+01,3.97E+06,4.67E+06,0.00E+00,1.40E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,2.30E+06,1.86E+06,2.60E+05,1.27E+06,1.93E+05,1.45E+04,3.94E+04,3.72E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.90E+01,2.44E+03,1.25E+03,1.95E+00,8.90E+01,3.29E-06,30.91338684,28.18239716,40.904216,31.0320362,28.02866633,40.93929746,2.71E+00,6.20E-01,1.29E+03
1.67E+02,1.50E+01,-1.80E+01,3.00E+01,4.01E+06,4.73E+06,0.00E+00,1.41E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.30E+06,1.86E+06,2.49E+05,1.28E+06,1.95E+05,1.52E+04,3.81E+04,3.77E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.00E+01,2.51E+03,1.27E+03,1.98E+00,9.00E+01,3.25E-06,30.66923835,26.78601472,42.54474693,30.81687647,26.62769027,42.55543326,2.71E+00,6.12E-01,1.35E+03
1.68E+02,1.80E+01,-1.80E+01,3.00E+01,4.00E+06,4.71E+06,0.00E+00,1.39E+07,1.22E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.27E+06,1.84E+06,2.37E+05,1.27E+06,1.94E+05,1.57E+04,3.66E+04,3.75E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.10E+01,2.55E+03,1.27E+03,2.01E+00,9.10E+01,3.24E-06,30.37464472,25.43072365,44.19463163,30.55108582,25.2697945,44.17911968,2.70E+00,6.04E-01,1.40E+03
1.69E+02,2.10E+01,-1.80E+01,3.00E+01,3.99E+06,4.69E+06,0.00E+00,1.40E+07,1.22E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,2.23E+06,1.81E+06,2.26E+05,1.25E+06,1.91E+05,1.63E+04,3.50E+04,3.56E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.20E+01,2.59E+03,1.26E+03,2.05E+00,9.20E+01,3.24E-06,30.03084682,24.11604353,45.85310966,30.23565481,23.95445521,45.80988998,2.69E+00,5.96E-01,1.44E+03
1.70E+02,2.40E+01,-1.80E+01,3.00E+01,3.98E+06,4.68E+06,0.00E+00,1.40E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,2.19E+06,1.79E+06,2.13E+05,1.24E+06,1.91E+05,1.69E+04,3.32E+04,3.67E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.30E+01,2.62E+03,1.26E+03,2.08E+00,9.30E+01,3.23E-06,29.6412623,22.84766475,47.51107296,29.87417854,22.68699624,47.43882522,2.68E+00,5.88E-01,1.48E+03
1.71E+02,2.70E+01,-1.80E+01,3.00E+01,3.96E+06,4.66E+06,0.00E+00,1.35E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.17E+06,1.77E+06,2.02E+05,1.23E+06,1.88E+05,1.71E+04,3.15E+04,3.62E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.40E+01,2.65E+03,1.26E+03,2.11E+00,9.40E+01,3.20E-06,29.20704175,21.62239905,49.1705592,29.46748998,21.46424201,49.06826802,2.67E+00,5.79E-01,1.53E+03
1.72E+02,3.00E+01,-1.80E+01,3.00E+01,3.69E+06,4.38E+06,0.00E+00,0.00E+00,1.22E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.12E+06,1.74E+06,1.92E+05,1.21E+06,1.87E+05,1.73E+04,2.99E+04,3.64E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.50E+01,2.68E+03,1.25E+03,2.14E+00,9.50E+01,3.19E-06,28.73224247,20.44490998,50.82284755,29.01973266,20.29062959,50.68963775,2.66E+00,5.69E-01,1.57E+03
1.77E+02,-3.00E+01,-1.50E+01,3.00E+01,3.96E+06,4.64E+06,0.00E+00,1.40E+07,1.22E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,2.50E+06,1.99E+06,4.13E+05,1.26E+06,1.87E+05,7.88E+03,6.14E+04,3.78E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.60E+01,1.99E+03,1.17E+03,1.70E+00,9.60E+01,3.75E-06,31.48074393,48.38018605,20.13907002,31.17262954,48.54313409,20.28423637,2.89E+00,5.88E-01,8.06E+02
1.78E+02,-2.70E+01,-1.50E+01,3.00E+01,3.96E+06,4.63E+06,0.00E+00,1.41E+07,1.22E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.52E+06,2.00E+06,4.02E+05,1.28E+06,1.90E+05,8.08E+03,5.96E+04,3.76E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.70E+01,2.01E+03,1.18E+03,1.70E+00,9.70E+01,3.70E-06,31.97457751,46.77025312,21.25516937,31.69574713,46.9013702,21.40288268,2.88E+00,6.04E-01,8.13E+02
1.79E+02,-2.40E+01,-1.50E+01,3.00E+01,4.00E+06,4.71E+06,0.00E+00,1.41E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.59E+06,2.04E+06,3.97E+05,1.32E+06,1.95E+05,8.62E+03,5.89E+04,3.98E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.80E+01,2.06E+03,1.21E+03,1.70E+00,9.80E+01,3.65E-06,32.42549028,45.15928432,22.41522539,32.1764141,45.25951566,22.56407024,2.86E+00,6.18E-01,8.35E+02
1.80E+02,-2.10E+01,-1.50E+01,3.00E+01,3.99E+06,4.70E+06,0.00E+00,1.41E+07,1.22E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.57E+06,2.03E+06,3.82E+05,1.32E+06,1.97E+05,9.25E+03,5.71E+04,3.99E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.90E+01,2.08E+03,1.22E+03,1.71E+00,9.90E+01,3.62E-06,32.82934063,43.55570002,23.61495935,32.61046805,43.62624578,23.76328617,2.85E+00,6.30E-01,8.42E+02
1.81E+02,-1.80E+01,-1.50E+01,3.00E+01,3.98E+06,4.67E+06,0.00E+00,1.39E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.54E+06,2.01E+06,3.66E+05,1.32E+06,1.97E+05,9.44E+03,5.47E+04,3.85E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+02,2.07E+03,1.21E+03,1.71E+00,1.00E+02,3.45E-06,33.18484521,41.95756953,24.85758527,32.9967774,41.99966265,25.00355995,2.84E+00,6.41E-01,8.50E+02
1.82E+02,-1.50E+01,-1.50E+01,3.00E+01,3.98E+06,4.67E+06,0.00E+00,1.41E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.54E+06,2.01E+06,3.55E+05,1.33E+06,1.99E+05,9.87E+03,5.29E+04,3.87E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E+02,2.10E+03,1.22E+03,1.72E+00,1.01E+02,3.51E-06,33.48889808,40.37323456,26.13786736,33.33180335,40.38854623,26.27965042,2.82E+00,6.51E-01,8.73E+02
1.83E+02,-1.20E+01,-1.50E+01,3.00E+01,3.96E+06,4.65E+06,0.00E+00,1.41E+07,1.22E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.55E+06,2.02E+06,3.45E+05,1.35E+06,2.02E+05,1.04E+04,5.18E+04,4.00E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+02,2.12E+03,1.23E+03,1.73E+00,1.02E+02,3.52E-06,33.74006994,38.80333654,27.45659352,33.61423763,38.79364097,27.5921214,2.81E+00,6.54E-01,9.00E+02
1.84E+02,-9.00E+00,-1.50E+01,3.00E+01,3.96E+06,4.64E+06,0.00E+00,1.40E+07,1.22E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,2.54E+06,2.01E+06,3.31E+05,1.35E+06,2.02E+05,1.09E+04,5.00E+04,4.04E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.03E+02,2.16E+03,1.24E+03,1.74E+00,1.03E+02,3.47E-06,33.93717296,37.24837664,28.8144504,33.8428706,37.21541989,28.94170951,2.80E+00,6.57E-01,9.31E+02
1.85E+02,-6.00E+00,-1.50E+01,3.00E+01,3.95E+06,4.64E+06,0.00E+00,1.40E+07,1.24E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.52E+06,2.00E+06,3.19E+05,1.36E+06,2.04E+05,1.14E+04,4.78E+04,3.96E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E+02,2.18E+03,1.24E+03,1.76E+00,1.04E+02,3.48E-06,34.07816813,35.71664224,30.20518962,34.01546376,35.66265418,30.32188206,2.79E+00,6.58E-01,9.63E+02
1.86E+02,-3.00E+00,-1.50E+01,3.00E+01,3.94E+06,4.63E+06,0.00E+00,1.43E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.50E+06,1.99E+06,3.04E+05,1.36E+06,2.03E+05,1.18E+04,4.64E+04,4.03E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E+02,2.21E+03,1.24E+03,1.78E+00,1.05E+02,3.46E-06,34.16270153,34.20601732,31.63128115,34.13179408,34.1330152,31.73519072,2.78E+00,6.57E-01,9.96E+02
1.87E+02,0.00E+00,-1.50E+01,3.00E+01,3.97E+06,4.68E+06,0.00E+00,1.40E+07,1.22E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.52E+06,2.00E+06,2.96E+05,1.37E+06,2.06E+05,1.24E+04,4.47E+04,3.97E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.06E+02,2.26E+03,1.26E+03,1.79E+00,1.06E+02,3.41E-06,34.18988058,32.72444347,33.08567595,34.19073892,32.63470146,33.17455962,2.77E+00,6.56E-01,1.04E+03
1.88E+02,3.00E+00,-1.50E+01,3.00E+01,3.97E+06,4.69E+06,0.00E+00,1.40E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,2.49E+06,1.98E+06,2.82E+05,1.37E+06,2.06E+05,1.27E+04,4.32E+04,3.90E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.07E+02,2.30E+03,1.27E+03,1.82E+00,1.07E+02,3.41E-06,34.15974566,31.2720222,34.56823214,34.19246252,31.1676769,34.63986058,2.76E+00,6.53E-01,1.08E+03
1.89E+02,6.00E+00,-1.50E+01,3.00E+01,3.96E+06,4.68E+06,0.00E+00,1.40E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.47E+06,1.97E+06,2.69E+05,1.37E+06,2.06E+05,1.34E+04,4.12E+04,3.88E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.08E+02,2.33E+03,1.27E+03,1.84E+00,1.08E+02,3.38E-06,34.07226639,29.84889943,36.07883417,34.13685906,29.73223825,36.13090269,2.75E+00,6.50E-01,1.12E+03
1.90E+02,9.00E+00,-1.50E+01,3.00E+01,3.96E+06,4.65E+06,0.00E+00,1.40E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.43E+06,1.94E+06,2.57E+05,1.36E+06,2.05E+05,1.35E+04,3.94E+04,3.93E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E+02,2.35E+03,1.26E+03,1.87E+00,1.09E+02,3.37E-06,33.92840095,28.46201419,37.60958486,34.02465548,28.33535449,37.63999003,2.74E+00,6.44E-01,1.16E+03
1.91E+02,1.20E+01,-1.50E+01,3.00E+01,3.97E+06,4.64E+06,0.00E+00,1.40E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.39E+06,1.92E+06,2.44E+05,1.35E+06,2.04E+05,1.41E+04,3.75E+04,3.92E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+02,2.38E+03,1.26E+03,1.90E+00,1.10E+02,3.36E-06,33.72850795,27.10892656,39.16256549,33.8564202,26.9742741,39.1693057,2.73E+00,6.37E-01,1.21E+03
1.92E+02,1.50E+01,-1.50E+01,3.00E+01,3.97E+06,4.65E+06,0.00E+00,1.53E+07,1.23E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,2.35E+06,1.89E+06,2.33E+05,1.34E+06,2.02E+05,1.43E+04,3.60E+04,3.77E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+02,2.42E+03,1.26E+03,1.92E+00,1.11E+02,3.31E-06,33.47458846,25.79577135,40.72964019,33.63385961,25.65529503,40.71084536,2.72E+00,6.31E-01,1.25E+03
1.93E+02,1.80E+01,-1.50E+01,3.00E+01,3.96E+06,4.63E+06,0.00E+00,1.40E+07,1.24E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,2.33E+06,1.88E+06,2.22E+05,1.34E+06,2.02E+05,1.50E+04,3.45E+04,3.99E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+02,2.46E+03,1.26E+03,1.95E+00,1.12E+02,3.26E-06,33.16791549,24.52179231,42.3102922,33.35836347,24.3774083,42.26422823,2.71E+00,6.23E-01,1.30E+03
1.94E+02,2.10E+01,-1.50E+01,3.00E+01,3.95E+06,4.62E+06,0.00E+00,1.39E+07,1.24E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,2.30E+06,1.85E+06,2.11E+05,1.32E+06,2.00E+05,1.53E+04,3.29E+04,3.78E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+02,2.50E+03,1.26E+03,1.98E+00,1.13E+02,3.26E-06,32.80986901,23.28618356,43.90394744,33.03119862,23.13977639,43.82902499,2.70E+00,6.15E-01,1.35E+03
1.95E+02,2.40E+01,-1.50E+01,3.00E+01,3.97E+06,4.66E+06,0.00E+00,1.39E+07,1.24E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,2.30E+06,1.86E+06,2.02E+05,1.32E+06,2.01E+05,1.58E+04,3.17E+04,3.80E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+02,2.55E+03,1.27E+03,2.01E+00,1.14E+02,3.25E-06,32.40363381,22.0940366,45.50232959,32.65552148,21.94728672,45.3971918,2.69E+00,6.08E-01,1.40E+03
1.96E+02,2.70E+01,-1.50E+01,3.00E+01,3.98E+06,4.68E+06,0.00E+00,1.39E+07,1.24E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.26E+06,1.84E+06,1.93E+05,1.31E+06,2.00E+05,1.66E+04,3.03E+04,3.81E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+02,2.59E+03,1.28E+03,2.03E+00,1.15E+02,3.23E-06,31.95034796,20.94201625,47.1076358,32.23238056,20.79648376,46.97113567,2.68E+00,5.99E-01,1.44E+03
