# register#,plate_x,plate_y,Seconds,i0,i1,mon,bstop,Omron,CH6,    CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,    ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,    pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,scan#,Imax,Iave,ratio,scan#,texture,Co,V,Zr,Co_adjusted,V_adjusted,Zr_adjusted,# peak_position, peak_width, peak_intensity
3.32E+02,-1.50E+01,3.00E+00,3.00E+01,3.86E+06,4.34E+06,0.00E+00,1.43E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.08E+06,2.32E+06,2.18E+05,1.83E+06,2.68E+05,6.97E+03,3.40E+04,4.76E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+02,2.19E+03,1.29E+03,1.70E+00,2.40E+02,3.75E-06,52.6439001,28.26732256,19.08877734,52.43661231,28.40693571,19.15645198,3.00E+00,5.52E-01,9.09E+02
3.33E+02,-1.20E+01,3.00E+00,3.00E+01,3.85E+06,4.33E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.08E+06,2.32E+06,2.10E+05,1.83E+06,2.69E+05,7.19E+03,3.32E+04,4.75E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.41E+02,2.20E+03,1.30E+03,1.70E+00,2.41E+02,3.72E-06,52.90604262,27.18730982,19.90664757,52.74030768,27.29732623,19.96236609,2.99E+00,5.63E-01,9.07E+02
3.34E+02,-9.00E+00,3.00E+00,3.00E+01,3.84E+06,4.33E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,3.10E+06,2.34E+06,2.03E+05,1.84E+06,2.69E+05,7.47E+03,3.22E+04,4.91E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.42E+02,2.20E+03,1.30E+03,1.69E+00,2.42E+02,3.76E-06,53.11030204,26.13529396,20.754404,52.98614035,26.21759549,20.79626416,2.98E+00,5.75E-01,9.09E+02
3.35E+02,-6.00E+00,3.00E+00,3.00E+01,3.86E+06,4.35E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.08E+06,2.33E+06,1.97E+05,1.85E+06,2.71E+05,7.81E+03,3.13E+04,4.98E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.43E+02,2.22E+03,1.31E+03,1.69E+00,2.43E+02,3.72E-06,53.25533324,25.11495918,21.62970758,53.17254229,25.17165992,21.65579779,2.97E+00,5.86E-01,9.09E+02
3.36E+02,-3.00E+00,3.00E+00,3.00E+01,3.87E+06,4.38E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.07E+06,2.32E+06,1.91E+05,1.87E+06,2.74E+05,7.95E+03,3.06E+04,4.84E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.44E+02,2.23E+03,1.32E+03,1.69E+00,2.44E+02,3.41E-06,53.34121675,24.12300172,22.53578153,53.29977903,24.1561074,22.54411357,2.96E+00,6.00E-01,9.15E+02
3.37E+02,0.00E+00,3.00E+00,3.00E+01,3.86E+06,4.39E+06,0.00E+00,1.41E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,3.11E+06,2.34E+06,1.85E+05,1.87E+06,2.74E+05,8.29E+03,2.95E+04,4.98E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.45E+02,2.24E+03,1.33E+03,1.69E+00,2.45E+02,3.64E-06,53.3673452,23.16277845,23.46987636,53.3671265,23.17442388,23.45844962,2.95E+00,6.16E-01,9.17E+02
3.38E+02,3.00E+00,3.00E+00,3.00E+01,3.85E+06,4.38E+06,0.00E+00,1.41E+07,1.21E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.08E+06,2.32E+06,1.78E+05,1.86E+06,2.73E+05,8.66E+03,2.83E+04,4.88E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+02,2.24E+03,1.33E+03,1.68E+00,2.46E+02,3.59E-06,53.33378651,22.23251787,24.43369561,53.37486565,22.2246735,24.40046086,2.93E+00,6.28E-01,9.13E+02
3.39E+02,6.00E+00,3.00E+00,3.00E+01,3.84E+06,4.33E+06,0.00E+00,1.41E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.02E+06,2.29E+06,1.70E+05,1.84E+06,2.70E+05,8.96E+03,2.73E+04,4.87E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E+02,2.22E+03,1.32E+03,1.69E+00,2.47E+02,3.71E-06,53.24047168,21.33051691,25.42901142,53.32290328,21.30518922,25.37190751,2.92E+00,6.43E-01,9.10E+02
3.40E+02,9.00E+00,3.00E+00,3.00E+01,3.84E+06,4.31E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.54E+01,2.96E+06,2.25E+06,1.63E+05,1.82E+06,2.68E+05,9.29E+03,2.64E+04,4.83E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+02,2.21E+03,1.31E+03,1.69E+00,2.48E+02,3.67E-06,53.08804468,20.45950075,26.45245457,53.21184173,20.41868603,26.36947224,2.91E+00,6.52E-01,9.06E+02
3.41E+02,1.20E+01,3.00E+00,3.00E+01,3.84E+06,4.31E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.96E+06,2.26E+06,1.57E+05,1.82E+06,2.67E+05,9.44E+03,2.54E+04,4.68E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+02,2.22E+03,1.31E+03,1.69E+00,2.49E+02,3.61E-06,52.87641081,19.61624693,27.50734226,53.04178994,19.56175466,27.39645541,2.90E+00,6.62E-01,9.11E+02
3.42E+02,1.50E+01,3.00E+00,3.00E+01,3.83E+06,4.30E+06,0.00E+00,1.41E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,2.92E+06,2.23E+06,1.50E+05,1.81E+06,2.66E+05,9.85E+03,2.46E+04,4.77E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+02,2.22E+03,1.31E+03,1.70E+00,2.50E+02,3.63E-06,52.60694651,18.80306457,28.58998892,52.81398651,18.73677573,28.44923775,2.88E+00,6.71E-01,9.20E+02
3.43E+02,1.80E+01,3.00E+00,3.00E+01,3.84E+06,4.32E+06,0.00E+00,1.40E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.91E+06,2.23E+06,1.45E+05,1.80E+06,2.66E+05,1.02E+04,2.38E+04,4.83E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E+02,2.23E+03,1.31E+03,1.70E+00,2.51E+02,3.62E-06,52.28030427,18.01799571,29.70170002,52.52910215,17.94179159,29.52910626,2.87E+00,6.80E-01,9.32E+02
3.44E+02,2.10E+01,3.00E+00,3.00E+01,3.86E+06,4.37E+06,0.00E+00,1.40E+07,1.21E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.90E+06,2.22E+06,1.39E+05,1.79E+06,2.65E+05,1.07E+04,2.27E+04,4.82E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E+02,2.25E+03,1.32E+03,1.71E+00,2.52E+02,3.59E-06,51.89675431,17.25930824,30.84393745,52.18759107,17.17477694,30.63763199,2.86E+00,6.88E-01,9.53E+02
3.45E+02,2.40E+01,3.00E+00,3.00E+01,3.86E+06,4.36E+06,0.00E+00,1.40E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.85E+06,2.19E+06,1.33E+05,1.77E+06,2.61E+05,1.09E+04,2.19E+04,4.63E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E+02,2.24E+03,1.31E+03,1.71E+00,2.53E+02,3.57E-06,51.45880343,16.52888299,32.01231358,51.79174845,16.43771954,31.77053201,2.84E+00,6.93E-01,9.64E+02
3.46E+02,2.70E+01,3.00E+00,3.00E+01,3.85E+06,4.36E+06,0.00E+00,1.40E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.81E+06,2.17E+06,1.28E+05,1.75E+06,2.59E+05,1.13E+04,2.14E+04,4.67E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E+02,2.24E+03,1.30E+03,1.72E+00,2.54E+02,3.53E-06,50.96632403,15.82367724,33.20999873,51.3417498,15.72728225,32.93096795,2.83E+00,6.95E-01,9.77E+02
3.47E+02,3.00E+01,3.00E+00,3.00E+01,3.84E+06,4.37E+06,0.00E+00,1.40E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,2.77E+06,2.15E+06,1.22E+05,1.73E+06,2.57E+05,1.16E+04,2.04E+04,4.48E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E+02,2.25E+03,1.30E+03,1.73E+00,2.55E+02,3.51E-06,50.42273287,15.14531078,34.43195635,50.84059463,15.04520656,34.11419881,2.82E+00,6.97E-01,9.91E+02
3.48E+02,3.30E+01,3.00E+00,3.00E+01,3.83E+06,4.32E+06,0.00E+00,1.38E+07,1.21E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.69E+06,2.10E+06,1.17E+05,1.70E+06,2.52E+05,1.17E+04,1.96E+04,4.49E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.56E+02,2.23E+03,1.28E+03,1.74E+00,2.56E+02,3.52E-06,49.8288581,14.49188843,35.67925347,50.28929287,14.38934673,35.32136041,2.81E+00,6.98E-01,1.00E+03
3.51E+02,-3.30E+01,6.00E+00,3.00E+01,3.83E+06,4.22E+06,0.00E+00,1.42E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,2.99E+06,2.28E+06,2.34E+05,1.77E+06,2.58E+05,5.13E+03,3.61E+04,4.75E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.57E+02,2.10E+03,1.22E+03,1.72E+00,2.57E+02,4.02E-06,53.30143252,32.80177324,13.89679423,52.83307239,33.169132,13.99779561,3.05E+00,4.92E-01,8.86E+02
3.52E+02,-3.00E+01,6.00E+00,3.00E+01,3.82E+06,4.23E+06,0.00E+00,1.42E+07,1.21E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.04E+06,2.30E+06,2.27E+05,1.80E+06,2.62E+05,5.22E+03,3.53E+04,4.84E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.58E+02,2.13E+03,1.24E+03,1.72E+00,2.58E+02,4.00E-06,53.87926509,31.62992122,14.49081369,53.45457969,31.95684303,14.58857728,3.05E+00,4.98E-01,8.97E+02
3.53E+02,-2.70E+01,6.00E+00,3.00E+01,3.83E+06,4.28E+06,0.00E+00,1.42E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.10E+06,2.33E+06,2.24E+05,1.84E+06,2.68E+05,5.64E+03,3.48E+04,4.83E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.59E+02,2.18E+03,1.27E+03,1.72E+00,2.59E+02,3.96E-06,54.40668678,30.48587671,15.10743652,54.02551773,30.77380695,15.20067532,3.05E+00,5.04E-01,9.21E+02
3.54E+02,-2.40E+01,6.00E+00,3.00E+01,3.85E+06,4.33E+06,0.00E+00,1.42E+07,1.21E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,3.20E+06,2.39E+06,2.20E+05,1.88E+06,2.73E+05,5.95E+03,3.45E+04,4.92E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.60E+02,2.23E+03,1.30E+03,1.71E+00,2.60E+02,3.94E-06,54.88292085,29.36849743,15.74858172,54.54503807,29.61913736,15.83582457,3.04E+00,5.11E-01,9.40E+02
3.55E+02,-2.10E+01,6.00E+00,3.00E+01,3.84E+06,4.34E+06,0.00E+00,1.42E+07,1.21E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.20E+06,2.39E+06,2.12E+05,1.89E+06,2.76E+05,5.93E+03,3.35E+04,5.00E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.61E+02,2.25E+03,1.31E+03,1.72E+00,2.61E+02,3.91E-06,55.30507647,28.28216011,16.41276342,55.01016937,28.49729872,16.49253192,3.04E+00,5.17E-01,9.47E+02
3.56E+02,-1.80E+01,6.00E+00,3.00E+01,3.83E+06,4.34E+06,0.00E+00,1.40E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.21E+06,2.40E+06,2.09E+05,1.92E+06,2.80E+05,6.25E+03,3.27E+04,5.08E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.62E+02,2.26E+03,1.32E+03,1.72E+00,2.62E+02,3.73E-06,55.67342284,27.22355258,17.10302458,55.42123812,27.40501707,17.17374481,3.03E+00,5.24E-01,9.52E+02
3.57E+02,-1.50E+01,6.00E+00,3.00E+01,3.83E+06,4.37E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.23E+06,2.40E+06,2.02E+05,1.95E+06,2.83E+05,6.44E+03,3.22E+04,5.12E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.63E+02,2.29E+03,1.33E+03,1.71E+00,2.63E+02,3.75E-06,55.9856971,26.19656393,17.81773897,55.77586239,26.34641217,17.87772544,3.02E+00,5.31E-01,9.64E+02
3.58E+02,-1.20E+01,6.00E+00,3.00E+01,3.82E+06,4.38E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,3.23E+06,2.40E+06,1.96E+05,1.96E+06,2.86E+05,6.94E+03,3.12E+04,5.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.64E+02,2.30E+03,1.34E+03,1.72E+00,2.64E+02,3.51E-06,56.24159187,25.19965511,18.55875302,56.07396957,25.31975507,18.60627536,3.02E+00,5.39E-01,9.68E+02
3.59E+02,-9.00E+00,6.00E+00,3.00E+01,3.81E+06,4.33E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.21E+06,2.39E+06,1.87E+05,1.95E+06,2.83E+05,6.97E+03,3.00E+04,5.05E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.65E+02,2.27E+03,1.33E+03,1.71E+00,2.65E+02,3.53E-06,56.44084628,24.23113662,19.32801709,56.3152781,24.32353954,19.36118236,3.01E+00,5.49E-01,9.53E+02
3.60E+02,-6.00E+00,6.00E+00,3.00E+01,3.80E+06,4.30E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.18E+06,2.38E+06,1.81E+05,1.94E+06,2.84E+05,7.37E+03,2.93E+04,5.00E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.66E+02,2.26E+03,1.33E+03,1.71E+00,2.66E+02,3.48E-06,56.58216803,23.29430127,20.1235307,56.49835904,23.36097142,20.14066954,3.00E+00,5.58E-01,9.46E+02
3.61E+02,-3.00E+00,6.00E+00,3.00E+01,3.80E+06,4.30E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.20E+06,2.38E+06,1.75E+05,1.94E+06,2.84E+05,7.53E+03,2.77E+04,5.15E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.67E+02,2.28E+03,1.34E+03,1.70E+00,2.67E+02,3.81E-06,56.66570388,22.3858008,20.94849532,56.62366887,22.42872165,20.94760948,2.99E+00,5.72E-01,9.51E+02
3.62E+02,0.00E+00,6.00E+00,3.00E+01,3.83E+06,4.36E+06,0.00E+00,1.41E+07,1.21E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.25E+06,2.41E+06,1.71E+05,1.96E+06,2.87E+05,7.99E+03,2.78E+04,5.12E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.68E+02,2.32E+03,1.36E+03,1.70E+00,2.68E+02,3.76E-06,56.69087596,21.50831491,21.80080913,56.69045332,21.52958282,21.77996386,2.98E+00,5.83E-01,9.63E+02
3.63E+02,3.00E+00,6.00E+00,3.00E+01,3.83E+06,4.36E+06,0.00E+00,1.41E+07,1.20E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,3.25E+06,2.42E+06,1.64E+05,1.96E+06,2.87E+05,8.18E+03,2.69E+04,5.13E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.69E+02,2.31E+03,1.36E+03,1.69E+00,2.69E+02,3.75E-06,56.65786313,20.65999471,22.68214216,56.69909426,20.66155839,22.63934736,2.97E+00,5.97E-01,9.60E+02
3.64E+02,6.00E+00,6.00E+00,3.00E+01,3.82E+06,4.36E+06,0.00E+00,1.41E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.22E+06,2.40E+06,1.59E+05,1.96E+06,2.86E+05,8.44E+03,2.57E+04,5.10E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E+02,2.31E+03,1.36E+03,1.69E+00,2.70E+02,3.73E-06,56.56648259,19.83917044,23.59434697,56.64947505,19.82289866,23.52762629,2.96E+00,6.10E-01,9.52E+02
