    #,   Plate Y,   Plate X,  Seconds,       i0,       i1,      mon,    bstop,    Omron,      CH6,      CH7,     TEMP,   marccd,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     ROI8,     ROI9,    ROI10,    RIO11,    ROI12,    ROI13,      SWX,     CCD1,    CTEMP,    Timer,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,scan#,Imax,Iave,ratio,scan#,texture,scan#,peak_num,scan#, neighbor_distance,# peak_position, peak_width, peak_intensity,Fe,Nb,Ti,Fe_adjusted,Nb_adjusted,Ti_adjusted,# Ti_alpha,Ti_beta,Fe_alpha,Fe_beta
1.81E+02,-1.80E+01,-1.50E+01,3.00E+01,5.25E+06,6.20E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.10E+05,2.34E+05,6.41E+04,1.79E+04,7.96E+02,2.59E+02,1.55E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+02,8.28E+02,5.44E+02,1.52E+00,1.00E+02,5.45E-06,1.00E+02,2.00E+00,1.00E+02,1.62E-05,2.80E+00,4.14E-01,1.41E+02,0.719850206,0.120646414,0.15950338,0.34146573,0.280222222,0.378312048,3.18E+02,4.16E+01,1.80E+03,2.45E+02
1.82E+02,-1.50E+01,-1.50E+01,3.00E+01,5.24E+06,6.19E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.10E+05,2.34E+05,6.45E+04,1.77E+04,8.24E+02,3.15E+02,1.50E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E+02,8.25E+02,5.45E+02,1.52E+00,1.01E+02,5.42E-06,1.01E+02,2.00E+00,1.01E+02,1.68E-05,2.80E+00,4.13E-01,1.45E+02,0.690642158,0.133180374,0.176177468,0.346157095,0.292327118,0.361515786,3.10E+02,4.06E+01,1.87E+03,2.54E+02
1.83E+02,-1.20E+01,-1.50E+01,3.00E+01,5.27E+06,6.23E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.12E+05,2.35E+05,6.50E+04,1.80E+04,8.26E+02,2.73E+02,1.54E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+02,8.32E+02,5.49E+02,1.51E+00,1.02E+02,5.39E-06,1.02E+02,2.00E+00,1.02E+02,1.65E-05,2.80E+00,4.13E-01,1.53E+02,0.659974495,0.146349496,0.193676009,0.350369683,0.304566313,0.345064004,2.99E+02,3.92E+01,1.80E+03,2.45E+02
1.84E+02,-9.00E+00,-1.50E+01,3.00E+01,5.28E+06,6.25E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.14E+05,2.36E+05,6.60E+04,1.82E+04,9.14E+02,3.21E+02,1.56E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.03E+02,8.36E+02,5.53E+02,1.51E+00,1.03E+02,5.32E-06,1.03E+02,2.00E+00,1.03E+02,1.73E-05,2.80E+00,4.14E-01,1.59E+02,0.628061257,0.160069735,0.211869008,0.354094014,0.316924905,0.328981081,2.79E+02,3.66E+01,1.83E+03,2.49E+02
1.85E+02,-6.00E+00,-1.50E+01,3.00E+01,5.27E+06,6.25E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.15E+05,2.37E+05,6.65E+04,1.84E+04,8.69E+02,3.25E+02,1.57E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E+02,8.35E+02,5.54E+02,1.51E+00,1.04E+02,5.30E-06,1.04E+02,2.00E+00,1.04E+02,1.86E-05,2.80E+00,4.12E-01,1.64E+02,0.595156922,0.174237699,0.230605379,0.357324142,0.329386615,0.313289243,2.68E+02,3.51E+01,1.84E+03,2.51E+02
1.86E+02,-3.00E+00,-1.50E+01,3.00E+01,5.27E+06,6.24E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.16E+05,2.37E+05,6.67E+04,1.83E+04,8.27E+02,2.99E+02,1.56E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E+02,8.30E+02,5.54E+02,1.50E+00,1.05E+02,5.25E-06,1.05E+02,2.00E+00,1.05E+02,2.06E-05,2.79E+00,4.13E-01,1.69E+02,0.561544442,0.188742419,0.249713139,0.360054209,0.341934773,0.298011018,2.60E+02,3.41E+01,1.91E+03,2.60E+02
1.87E+02,0.00E+00,-1.50E+01,3.00E+01,5.26E+06,6.23E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.16E+05,2.37E+05,6.78E+04,1.86E+04,8.60E+02,3.41E+02,1.56E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.06E+02,8.31E+02,5.55E+02,1.50E+00,1.06E+02,5.22E-06,1.06E+02,2.00E+00,1.06E+02,2.09E-05,2.79E+00,4.12E-01,1.74E+02,0.527535303,0.203461535,0.269003162,0.362282243,0.354553379,0.283164378,2.48E+02,3.25E+01,1.89E+03,2.57E+02
1.88E+02,3.00E+00,-1.50E+01,3.00E+01,5.26E+06,6.22E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.53E+01,3.13E+05,2.35E+05,6.76E+04,1.86E+04,8.93E+02,3.29E+02,1.53E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.07E+02,8.32E+02,5.56E+02,1.50E+00,1.07E+02,5.19E-06,1.07E+02,2.00E+00,1.07E+02,2.23E-05,2.79E+00,4.13E-01,1.78E+02,0.493446429,0.218269554,0.288284017,0.364007223,0.367226928,0.268765849,2.33E+02,3.05E+01,1.87E+03,2.54E+02
1.89E+02,6.00E+00,-1.50E+01,3.00E+01,5.25E+06,6.21E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.13E+05,2.36E+05,6.83E+04,1.88E+04,8.30E+02,3.12E+02,1.57E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.08E+02,8.30E+02,5.55E+02,1.49E+00,1.08E+02,5.21E-06,1.08E+02,2.00E+00,1.08E+02,2.40E-05,2.79E+00,4.12E-01,1.83E+02,0.459598905,0.233042964,0.307358131,0.365229527,0.379941067,0.254829406,2.17E+02,2.84E+01,1.90E+03,2.58E+02
1.90E+02,9.00E+00,-1.50E+01,3.00E+01,5.24E+06,6.20E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.09E+05,2.34E+05,6.76E+04,1.87E+04,9.15E+02,2.62E+02,1.56E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E+02,8.28E+02,5.54E+02,1.49E+00,1.09E+02,5.19E-06,1.09E+02,2.00E+00,1.09E+02,2.60E-05,2.78E+00,4.11E-01,1.88E+02,0.426297329,0.247663845,0.326038826,0.365952078,0.392681691,0.241366232,2.12E+02,2.78E+01,1.87E+03,2.55E+02
1.91E+02,1.20E+01,-1.50E+01,3.00E+01,5.26E+06,6.22E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,3.10E+05,2.35E+05,6.82E+04,1.88E+04,9.30E+02,2.79E+02,1.56E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+02,8.29E+02,5.57E+02,1.49E+00,1.10E+02,5.17E-06,1.10E+02,2.00E+00,1.10E+02,2.91E-05,2.78E+00,4.13E-01,1.93E+02,0.393823005,0.262025784,0.344151212,0.366178571,0.40543806,0.228383369,1.99E+02,2.61E+01,1.88E+03,2.56E+02
1.92E+02,1.50E+01,-1.50E+01,3.00E+01,5.28E+06,6.25E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.09E+05,2.33E+05,6.80E+04,1.85E+04,9.05E+02,2.88E+02,1.57E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+02,8.36E+02,5.62E+02,1.49E+00,1.11E+02,5.15E-06,1.11E+02,2.00E+00,1.11E+02,2.95E-05,2.78E+00,4.11E-01,2.00E+02,0.362423893,0.27603687,0.361539238,0.365916638,0.418196775,0.215886587,1.88E+02,2.47E+01,1.95E+03,2.65E+02
1.93E+02,1.80E+01,-1.50E+01,3.00E+01,5.27E+06,6.25E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.08E+05,2.33E+05,6.82E+04,1.87E+04,9.00E+02,2.86E+02,1.58E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+02,8.36E+02,5.62E+02,1.49E+00,1.12E+02,5.12E-06,1.12E+02,2.00E+00,1.12E+02,2.86E-05,2.78E+00,4.09E-01,2.04E+02,0.332312767,0.289620135,0.378067098,0.365173553,0.430949874,0.203876572,1.79E+02,2.35E+01,1.92E+03,2.61E+02
1.94E+02,2.10E+01,-1.50E+01,3.00E+01,5.27E+06,6.24E+06,0.00E+00,0.00E+00,1.49E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.05E+05,2.32E+05,6.69E+04,1.87E+04,8.79E+02,3.20E+02,1.59E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+02,8.31E+02,5.61E+02,1.48E+00,1.13E+02,5.15E-06,1.13E+02,3.00E+00,1.13E+02,3.08E-05,2.77E+00,4.08E-01,2.06E+02,0.303656247,0.302716239,0.393627514,0.363955492,0.443689842,0.192354666,1.71E+02,2.24E+01,1.90E+03,2.58E+02
1.95E+02,2.40E+01,-1.50E+01,3.00E+01,5.26E+06,6.25E+06,0.00E+00,0.00E+00,1.49E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.04E+05,2.31E+05,6.68E+04,1.85E+04,8.55E+02,2.90E+02,1.60E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+02,8.34E+02,5.64E+02,1.48E+00,1.14E+02,5.10E-06,1.14E+02,2.00E+00,1.14E+02,3.38E-05,2.77E+00,4.08E-01,2.11E+02,0.27657753,0.315286368,0.408136102,0.362275213,0.456408895,0.181315892,1.57E+02,2.05E+01,1.87E+03,2.54E+02
1.96E+02,2.70E+01,-1.50E+01,3.00E+01,5.26E+06,6.23E+06,0.00E+00,0.00E+00,1.49E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.02E+05,2.30E+05,6.58E+04,1.83E+04,8.97E+02,2.94E+02,1.61E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+02,8.29E+02,5.62E+02,1.48E+00,1.15E+02,5.13E-06,1.15E+02,2.00E+00,1.15E+02,3.40E-05,2.76E+00,4.10E-01,2.13E+02,0.251158122,0.327304649,0.42153723,0.360142048,0.469103117,0.170754835,1.53E+02,2.00E+01,1.86E+03,2.52E+02
1.97E+02,3.00E+01,-1.50E+01,3.00E+01,5.25E+06,6.21E+06,0.00E+00,0.00E+00,1.49E+07,0.00E+00,0.00E+00,0.00E+00,3.53E+01,2.95E+05,2.25E+05,6.56E+04,1.78E+04,8.46E+02,3.20E+02,1.61E+04,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E+02,8.28E+02,5.60E+02,1.48E+00,1.16E+02,5.16E-06,1.16E+02,2.00E+00,1.16E+02,3.18E-05,2.76E+00,4.08E-01,2.14E+02,0.227438414,0.338762967,0.43379862,0.35756967,0.481767266,0.160663065,1.41E+02,1.84E+01,1.83E+03,2.49E+02
2.01E+02,-3.30E+01,-1.20E+01,3.00E+01,5.24E+06,6.20E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.08E+05,2.34E+05,6.26E+04,1.70E+04,7.66E+02,2.77E+02,1.51E+04,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E+02,8.27E+02,5.39E+02,1.54E+00,1.17E+02,5.67E-06,1.17E+02,2.00E+00,1.17E+02,-3.06E-07,2.83E+00,4.24E-01,1.09E+02,0.840451648,0.071939769,0.087608583,0.339150983,0.211362874,0.449486144,3.64E+02,4.77E+01,1.76E+03,2.39E+02
2.02E+02,-3.00E+01,-1.20E+01,3.00E+01,5.25E+06,6.21E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.13E+05,2.36E+05,6.41E+04,1.77E+04,8.12E+02,2.41E+02,1.52E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E+02,8.26E+02,5.40E+02,1.53E+00,1.18E+02,5.63E-06,1.18E+02,2.00E+00,1.18E+02,1.80E-05,2.83E+00,4.25E-01,1.15E+02,0.820257192,0.08102983,0.098712978,0.346561348,0.221821115,0.431617536,3.41E+02,4.47E+01,1.88E+03,2.56E+02
2.03E+02,-2.70E+01,-1.20E+01,3.00E+01,5.28E+06,6.26E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.17E+05,2.38E+05,6.55E+04,1.78E+04,8.37E+02,2.77E+02,1.51E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E+02,8.38E+02,5.47E+02,1.53E+00,1.19E+02,5.53E-06,1.19E+02,2.00E+00,1.19E+02,1.80E-05,2.83E+00,4.23E-01,1.20E+02,0.798209517,0.090954895,0.110835589,0.353518441,0.232457441,0.414024118,3.41E+02,4.47E+01,1.89E+03,2.56E+02
2.04E+02,-2.40E+01,-1.20E+01,3.00E+01,5.27E+06,6.25E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.50E+01,3.23E+05,2.41E+05,6.64E+04,1.83E+04,8.26E+02,2.55E+02,1.50E+04,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+02,8.39E+02,5.49E+02,1.53E+00,1.20E+02,5.44E-06,1.20E+02,2.00E+00,1.20E+02,2.07E-05,2.83E+00,4.20E-01,1.25E+02,0.774299821,0.10172092,0.12397926,0.360012103,0.243263635,0.396724261,3.30E+02,4.32E+01,1.84E+03,2.51E+02
2.05E+02,-2.10E+01,-1.20E+01,3.00E+01,5.27E+06,6.25E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.22E+05,2.40E+05,6.74E+04,1.86E+04,8.15E+02,2.73E+02,1.52E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.21E+02,8.37E+02,5.50E+02,1.52E+00,1.21E+02,5.45E-06,1.21E+02,2.00E+00,1.21E+02,1.82E-05,2.82E+00,4.21E-01,1.29E+02,0.74855948,0.113317081,0.138123438,0.366030182,0.254230347,0.379739471,3.08E+02,4.04E+01,1.88E+03,2.56E+02
2.06E+02,-1.80E+01,-1.20E+01,3.00E+01,5.26E+06,6.24E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.24E+05,2.41E+05,6.84E+04,1.92E+04,8.29E+02,2.65E+02,1.53E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E+02,8.39E+02,5.51E+02,1.52E+00,1.22E+02,5.40E-06,1.22E+02,2.00E+00,1.22E+02,1.97E-05,2.82E+00,4.25E-01,1.35E+02,0.72106142,0.125713391,0.153225189,0.371560699,0.265346286,0.363093014,3.04E+02,3.98E+01,1.91E+03,2.59E+02
2.07E+02,-1.50E+01,-1.20E+01,3.00E+01,5.26E+06,6.24E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.25E+05,2.42E+05,7.01E+04,1.89E+04,8.03E+02,2.92E+02,1.53E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E+02,8.34E+02,5.52E+02,1.51E+00,1.23E+02,5.37E-06,1.23E+02,2.00E+00,1.23E+02,2.06E-05,2.82E+00,4.24E-01,1.40E+02,0.69192598,0.138860856,0.169213163,0.37659426,0.276601587,0.346804153,2.90E+02,3.81E+01,1.94E+03,2.65E+02
2.08E+02,-1.20E+01,-1.20E+01,3.00E+01,5.25E+06,6.23E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.28E+05,2.44E+05,7.08E+04,1.95E+04,8.29E+02,3.48E+02,1.52E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E+02,8.37E+02,5.54E+02,1.51E+00,1.24E+02,5.30E-06,1.24E+02,2.00E+00,1.24E+02,2.31E-05,2.82E+00,4.28E-01,1.45E+02,0.661318647,0.152689076,0.185992276,0.381122881,0.287982736,0.330894383,2.79E+02,3.65E+01,1.97E+03,2.67E+02
2.09E+02,-9.00E+00,-1.20E+01,3.00E+01,5.25E+06,6.23E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.25E+05,2.41E+05,7.02E+04,1.97E+04,8.71E+02,2.83E+02,1.49E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+02,8.35E+02,5.54E+02,1.51E+00,1.25E+02,5.28E-06,1.25E+02,2.00E+00,1.25E+02,2.10E-05,2.82E+00,4.25E-01,1.50E+02,0.629449002,0.167112065,0.203438933,0.385139412,0.299478532,0.315382056,2.60E+02,3.41E+01,1.95E+03,2.65E+02
2.10E+02,-6.00E+00,-1.20E+01,3.00E+01,5.24E+06,6.22E+06,0.00E+00,0.00E+00,1.51E+07,0.00E+00,0.00E+00,0.00E+00,3.51E+01,3.28E+05,2.44E+05,7.16E+04,2.01E+04,8.73E+02,3.00E+02,1.52E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E+02,8.34E+02,5.55E+02,1.50E+00,1.26E+02,5.22E-06,1.26E+02,2.00E+00,1.26E+02,2.41E-05,2.82E+00,4.24E-01,1.53E+02,0.59656992,0.182023182,0.221406898,0.388636831,0.311076946,0.300286223,2.51E+02,3.29E+01,2.00E+03,2.71E+02
2.11E+02,-3.00E+00,-1.20E+01,3.00E+01,5.28E+06,6.29E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.52E+01,3.31E+05,2.46E+05,7.33E+04,2.00E+04,8.85E+02,2.80E+02,1.54E+04,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E+02,8.43E+02,5.61E+02,1.50E+00,1.27E+02,5.19E-06,1.27E+02,2.00E+00,1.27E+02,2.21E-05,2.81E+00,4.26E-01,1.61E+02,0.562964784,0.19730316,0.239732056,0.391615006,0.322765236,0.285619758,2.47E+02,3.23E+01,2.03E+03,2.76E+02
2.12E+02,0.00E+00,-1.20E+01,3.00E+01,5.28E+06,6.28E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,3.32E+05,2.46E+05,7.28E+04,2.03E+04,8.71E+02,2.95E+02,1.53E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E+02,8.44E+02,5.61E+02,1.50E+00,1.28E+02,5.16E-06,1.28E+02,2.00E+00,1.28E+02,2.37E-05,2.81E+00,4.24E-01,1.64E+02,0.52894114,0.212822939,0.25823592,0.394070383,0.334531468,0.271398149,2.30E+02,3.01E+01,2.02E+03,2.75E+02
2.13E+02,3.00E+00,-1.20E+01,3.00E+01,5.27E+06,6.27E+06,0.00E+00,0.00E+00,1.50E+07,0.00E+00,0.00E+00,0.00E+00,3.49E+01,3.31E+05,2.46E+05,7.33E+04,1.99E+04,8.98E+02,3.09E+02,1.53E+04,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E+02,8.41E+02,5.62E+02,1.50E+00,1.29E+02,5.17E-06,1.29E+02,2.00E+00,1.29E+02,2.35E-05,2.81E+00,4.25E-01,1.69E+02,0.494816136,0.228451089,0.276732775,0.396002823,0.346364688,0.25763249,2.22E+02,2.91E+01,2.02E+03,2.75E+02
