# register#,plate_x,plate_y,Seconds,i0,i1,mon,bstop,Omron,CH6,CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,scan#,Imax,Iave,ratio,scan#,texture,Co,V,Zr,Co_adjusted,V_adjusted, Zr_adjusted,peak_position,peak_width,peak_intensity,V_alpha1,V_alpha2,V_beta,Co_alpha1,Co_alpha2,Co_beta,Citrine_ID
1.60E+02,-6.00E+00,-1.80E+01,3.00E+01,3.57E+06,4.29E+06,0.00E+00,1.42E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,6.08E+05,5.72E+05,1.96E+05,2.11E+05,3.24E+04,3.46E+03,2.84E+04,3.12E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.30E+01,8.82E+02,5.97E+02,1.48E+00,8.30E+01,1.56E-05,1.26E+01,6.54E+01,2.20E+01,1.31E-01,6.66E-01,2.04E-01,2.69E+00,5.80E-01,1.64E+02,5.52E+03,2.76E+03,1.24E+03,5.25E+03,2.62E+03,1.06E+03,2287
1.61E+02,-3.00E+00,-1.80E+01,3.00E+01,3.57E+06,4.27E+06,0.00E+00,1.42E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,6.02E+05,5.66E+05,1.90E+05,2.08E+05,3.22E+04,3.62E+03,2.75E+04,2.99E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.40E+01,8.74E+02,5.95E+02,1.47E+00,8.40E+01,1.56E-05,1.29E+01,6.38E+01,2.34E+01,1.31E-01,6.53E-01,2.17E-01,2.67E+00,5.91E-01,1.66E+02,5.37E+03,2.68E+03,1.21E+03,5.17E+03,2.58E+03,1.05E+03,2288
1.62E+02,0.00E+00,-1.80E+01,3.00E+01,3.58E+06,4.32E+06,0.00E+00,1.43E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,5.99E+05,5.64E+05,1.87E+05,2.08E+05,3.23E+04,3.86E+03,2.72E+04,3.20E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.50E+01,8.84E+02,6.03E+02,1.47E+00,8.50E+01,1.55E-05,1.31E+01,6.21E+01,2.48E+01,1.30E-01,6.39E-01,2.30E-01,2.66E+00,6.09E-01,1.80E+02,5.29E+03,2.64E+03,1.20E+03,5.16E+03,2.58E+03,1.05E+03,2289
1.63E+02,3.00E+00,-1.80E+01,3.00E+01,3.60E+06,4.34E+06,0.00E+00,1.42E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,5.95E+05,5.61E+05,1.82E+05,2.06E+05,3.22E+04,4.01E+03,2.68E+04,3.17E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+01,8.87E+02,6.06E+02,1.46E+00,8.60E+01,1.54E-05,1.33E+01,6.04E+01,2.62E+01,1.30E-01,6.26E-01,2.45E-01,2.64E+00,6.24E-01,1.92E+02,5.12E+03,2.56E+03,1.18E+03,5.12E+03,2.56E+03,1.03E+03,2290
1.64E+02,6.00E+00,-1.80E+01,3.00E+01,3.60E+06,4.33E+06,0.00E+00,1.42E+07,1.07E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,5.80E+05,5.46E+05,1.76E+05,2.03E+05,3.20E+04,4.15E+03,2.56E+04,3.17E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.70E+01,8.83E+02,6.05E+02,1.46E+00,8.70E+01,1.52E-05,1.35E+01,5.87E+01,2.77E+01,1.29E-01,6.11E-01,2.60E-01,2.62E+00,6.12E-01,1.95E+02,4.96E+03,2.48E+03,1.13E+03,5.02E+03,2.51E+03,1.03E+03,2291
1.65E+02,9.00E+00,-1.80E+01,3.00E+01,3.60E+06,4.32E+06,0.00E+00,1.42E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,5.71E+05,5.39E+05,1.71E+05,2.01E+05,3.14E+04,4.35E+03,2.50E+04,3.18E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.80E+01,8.82E+02,6.05E+02,1.46E+00,8.80E+01,1.52E-05,1.37E+01,5.70E+01,2.93E+01,1.28E-01,5.96E-01,2.75E-01,2.61E+00,6.07E-01,2.02E+02,4.82E+03,2.41E+03,1.09E+03,4.98E+03,2.49E+03,1.00E+03,2292
1.66E+02,1.20E+01,-1.80E+01,3.00E+01,3.60E+06,4.27E+06,0.00E+00,1.42E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.54E+01,5.55E+05,5.24E+05,1.64E+05,1.97E+05,3.09E+04,4.39E+03,2.36E+04,3.24E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.90E+01,8.71E+02,6.00E+02,1.45E+00,8.90E+01,1.52E-05,1.39E+01,5.52E+01,3.09E+01,1.28E-01,5.81E-01,2.91E-01,2.59E+00,6.15E-01,2.13E+02,4.65E+03,2.32E+03,1.05E+03,4.89E+03,2.45E+03,9.83E+02,2293
1.67E+02,1.50E+01,-1.80E+01,3.00E+01,3.60E+06,4.30E+06,0.00E+00,1.42E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,5.54E+05,5.24E+05,1.57E+05,1.93E+05,3.03E+04,4.49E+03,2.30E+04,3.24E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.00E+01,8.74E+02,6.04E+02,1.45E+00,9.00E+01,1.50E-05,1.40E+01,5.34E+01,3.26E+01,1.26E-01,5.65E-01,3.08E-01,2.58E+00,6.09E-01,2.24E+02,4.43E+03,2.21E+03,1.01E+03,4.80E+03,2.40E+03,9.50E+02,2294
1.68E+02,1.80E+01,-1.80E+01,3.00E+01,3.59E+06,4.30E+06,0.00E+00,1.42E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,5.43E+05,5.13E+05,1.51E+05,1.90E+05,3.04E+04,4.68E+03,2.20E+04,3.41E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.10E+01,8.76E+02,6.04E+02,1.45E+00,9.10E+01,1.50E-05,1.41E+01,5.17E+01,3.42E+01,1.25E-01,5.49E-01,3.26E-01,2.57E+00,5.99E-01,2.34E+02,4.27E+03,2.13E+03,9.75E+02,4.72E+03,2.36E+03,9.54E+02,2295
1.69E+02,2.10E+01,-1.80E+01,3.00E+01,3.60E+06,4.29E+06,0.00E+00,1.42E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,5.29E+05,5.01E+05,1.44E+05,1.85E+05,2.97E+04,4.83E+03,2.11E+04,3.29E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.20E+01,8.74E+02,6.02E+02,1.45E+00,9.20E+01,1.49E-05,1.42E+01,4.99E+01,3.59E+01,1.24E-01,5.33E-01,3.43E-01,2.56E+00,5.90E-01,2.45E+02,4.08E+03,2.04E+03,9.25E+02,4.58E+03,2.29E+03,9.26E+02,2296
1.70E+02,2.40E+01,-1.80E+01,3.00E+01,3.61E+06,4.30E+06,0.00E+00,1.42E+07,1.07E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,5.22E+05,4.94E+05,1.38E+05,1.82E+05,2.92E+04,4.82E+03,2.02E+04,3.25E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.30E+01,8.86E+02,6.03E+02,1.47E+00,9.30E+01,1.50E-05,1.43E+01,4.81E+01,3.77E+01,1.22E-01,5.16E-01,3.62E-01,2.54E+00,5.85E-01,2.58E+02,3.91E+03,1.95E+03,8.81E+02,4.50E+03,2.25E+03,9.15E+02,2297
1.71E+02,2.70E+01,-1.80E+01,3.00E+01,3.64E+06,4.30E+06,0.00E+00,1.42E+07,1.07E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,5.13E+05,4.87E+05,1.33E+05,1.78E+05,2.90E+04,5.13E+03,1.94E+04,3.43E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.40E+01,8.98E+02,6.03E+02,1.49E+00,9.40E+01,1.48E-05,1.43E+01,4.62E+01,3.95E+01,1.20E-01,4.99E-01,3.81E-01,2.53E+00,5.82E-01,2.73E+02,3.77E+03,1.88E+03,8.49E+02,4.40E+03,2.20E+03,8.92E+02,2298
1.72E+02,3.00E+01,-1.80E+01,3.00E+01,3.64E+06,4.31E+06,0.00E+00,1.42E+07,1.07E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,5.02E+05,4.76E+05,1.27E+05,1.74E+05,2.85E+04,5.15E+03,1.88E+04,3.39E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.50E+01,9.12E+02,6.05E+02,1.51E+00,9.50E+01,1.47E-05,1.43E+01,4.44E+01,4.13E+01,1.18E-01,4.82E-01,4.00E-01,2.52E+00,5.66E-01,2.84E+02,3.60E+03,1.80E+03,8.23E+02,4.31E+03,2.16E+03,8.76E+02,2299
1.77E+02,-3.00E+01,-1.50E+01,3.00E+01,3.63E+06,4.36E+06,0.00E+00,1.43E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,6.47E+05,6.07E+05,2.13E+05,2.30E+05,3.44E+04,2.34E+03,3.08E+04,2.76E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.60E+01,9.00E+02,5.96E+02,1.51E+00,9.60E+01,1.68E-05,1.15E+01,7.55E+01,1.31E+01,1.42E-01,7.36E-01,1.23E-01,2.85E+00,4.27E-01,1.52E+02,6.01E+03,3.00E+03,1.36E+03,5.70E+03,2.85E+03,1.16E+03,2300
1.78E+02,-2.70E+01,-1.50E+01,3.00E+01,3.62E+06,4.34E+06,0.00E+00,1.43E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,6.48E+05,6.08E+05,2.11E+05,2.32E+05,3.47E+04,2.53E+03,3.06E+04,2.92E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.70E+01,8.95E+02,5.95E+02,1.50E+00,9.70E+01,1.68E-05,1.18E+01,7.42E+01,1.40E+01,1.43E-01,7.27E-01,1.31E-01,2.84E+00,4.38E-01,1.52E+02,5.95E+03,2.98E+03,1.35E+03,5.74E+03,2.87E+03,1.18E+03,2301
1.79E+02,-2.40E+01,-1.50E+01,3.00E+01,3.62E+06,4.32E+06,0.00E+00,1.43E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,6.47E+05,6.07E+05,2.08E+05,2.32E+05,3.50E+04,2.67E+03,3.04E+04,2.89E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.80E+01,8.91E+02,5.95E+02,1.50E+00,9.80E+01,1.65E-05,1.22E+01,7.29E+01,1.49E+01,1.43E-01,7.17E-01,1.40E-01,2.82E+00,4.60E-01,1.50E+02,5.87E+03,2.94E+03,1.34E+03,5.76E+03,2.88E+03,1.17E+03,2302
1.80E+02,-2.10E+01,-1.50E+01,3.00E+01,3.61E+06,4.30E+06,0.00E+00,1.43E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.54E+01,6.31E+05,5.92E+05,2.03E+05,2.31E+05,3.51E+04,2.73E+03,2.94E+04,2.93E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.90E+01,8.88E+02,5.93E+02,1.50E+00,9.90E+01,1.64E-05,1.25E+01,7.16E+01,1.59E+01,1.44E-01,7.07E-01,1.49E-01,2.81E+00,4.71E-01,1.44E+02,5.76E+03,2.88E+03,1.31E+03,5.75E+03,2.87E+03,1.19E+03,2303
1.81E+02,-1.80E+01,-1.50E+01,3.00E+01,3.60E+06,4.27E+06,0.00E+00,1.43E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,6.30E+05,5.92E+05,1.99E+05,2.29E+05,3.48E+04,2.90E+03,2.89E+04,2.88E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+02,8.82E+02,5.90E+02,1.49E+00,1.00E+02,1.63E-05,1.28E+01,7.02E+01,1.70E+01,1.45E-01,6.97E-01,1.59E-01,2.79E+00,4.82E-01,1.38E+02,5.63E+03,2.82E+03,1.27E+03,5.72E+03,2.86E+03,1.17E+03,2304
1.82E+02,-1.50E+01,-1.50E+01,3.00E+01,3.61E+06,4.31E+06,0.00E+00,1.43E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,6.31E+05,5.93E+05,1.97E+05,2.30E+05,3.46E+04,3.00E+03,2.87E+04,3.01E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E+02,8.88E+02,5.96E+02,1.49E+00,1.01E+02,1.62E-05,1.31E+01,6.88E+01,1.81E+01,1.45E-01,6.86E-01,1.69E-01,2.76E+00,5.46E-01,1.48E+02,5.56E+03,2.78E+03,1.25E+03,5.72E+03,2.86E+03,1.15E+03,2305
1.83E+02,-1.20E+01,-1.50E+01,3.00E+01,3.64E+06,4.33E+06,0.00E+00,1.42E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,6.31E+05,5.92E+05,1.95E+05,2.32E+05,3.54E+04,3.13E+03,2.84E+04,3.04E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+02,8.96E+02,6.01E+02,1.49E+00,1.02E+02,1.62E-05,1.35E+01,6.73E+01,1.92E+01,1.45E-01,6.75E-01,1.80E-01,2.74E+00,5.89E-01,1.57E+02,5.50E+03,2.75E+03,1.25E+03,5.77E+03,2.89E+03,1.17E+03,2306
1.84E+02,-9.00E+00,-1.50E+01,3.00E+01,3.64E+06,4.32E+06,0.00E+00,1.43E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,6.25E+05,5.87E+05,1.91E+05,2.29E+05,3.51E+04,3.28E+03,2.78E+04,3.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.03E+02,8.91E+02,6.01E+02,1.48E+00,1.03E+02,1.59E-05,1.37E+01,6.58E+01,2.05E+01,1.45E-01,6.63E-01,1.91E-01,2.72E+00,5.99E-01,1.59E+02,5.39E+03,2.69E+03,1.21E+03,5.69E+03,2.84E+03,1.16E+03,2307
1.85E+02,-6.00E+00,-1.50E+01,3.00E+01,3.64E+06,4.31E+06,0.00E+00,1.43E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,6.18E+05,5.82E+05,1.86E+05,2.28E+05,3.50E+04,3.38E+03,2.71E+04,3.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E+02,8.90E+02,6.01E+02,1.48E+00,1.04E+02,1.57E-05,1.40E+01,6.42E+01,2.17E+01,1.45E-01,6.51E-01,2.04E-01,2.70E+00,6.10E-01,1.62E+02,5.27E+03,2.63E+03,1.20E+03,5.67E+03,2.84E+03,1.16E+03,2308
1.86E+02,-3.00E+00,-1.50E+01,3.00E+01,3.63E+06,4.27E+06,0.00E+00,1.43E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,6.06E+05,5.70E+05,1.80E+05,2.24E+05,3.43E+04,3.47E+03,2.60E+04,3.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E+02,8.80E+02,5.97E+02,1.47E+00,1.05E+02,1.57E-05,1.43E+01,6.27E+01,2.30E+01,1.45E-01,6.38E-01,2.17E-01,2.68E+00,6.04E-01,1.57E+02,5.10E+03,2.55E+03,1.15E+03,5.59E+03,2.79E+03,1.12E+03,2309
1.87E+02,0.00E+00,-1.50E+01,3.00E+01,3.62E+06,4.29E+06,0.00E+00,1.42E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,6.00E+05,5.65E+05,1.75E+05,2.24E+05,3.44E+04,3.62E+03,2.55E+04,3.08E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.06E+02,8.84E+02,5.99E+02,1.48E+00,1.06E+02,1.55E-05,1.46E+01,6.10E+01,2.44E+01,1.45E-01,6.25E-01,2.30E-01,2.66E+00,6.15E-01,1.66E+02,4.96E+03,2.48E+03,1.13E+03,5.57E+03,2.78E+03,1.13E+03,2310
1.88E+02,3.00E+00,-1.50E+01,3.00E+01,3.62E+06,4.30E+06,0.00E+00,1.42E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,5.92E+05,5.58E+05,1.71E+05,2.21E+05,3.43E+04,3.94E+03,2.48E+04,3.13E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.07E+02,8.87E+02,6.02E+02,1.47E+00,1.07E+02,1.55E-05,1.48E+01,5.94E+01,2.58E+01,1.44E-01,6.12E-01,2.44E-01,2.64E+00,6.34E-01,1.76E+02,4.84E+03,2.42E+03,1.10E+03,5.51E+03,2.76E+03,1.12E+03,2311
1.89E+02,6.00E+00,-1.50E+01,3.00E+01,3.61E+06,4.29E+06,0.00E+00,1.42E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,5.87E+05,5.53E+05,1.65E+05,2.18E+05,3.42E+04,4.04E+03,2.41E+04,3.24E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.08E+02,8.83E+02,6.02E+02,1.47E+00,1.08E+02,1.53E-05,1.50E+01,5.77E+01,2.73E+01,1.44E-01,5.98E-01,2.59E-01,2.62E+00,6.23E-01,1.82E+02,4.67E+03,2.34E+03,1.06E+03,5.42E+03,2.71E+03,1.10E+03,2312
1.90E+02,9.00E+00,-1.50E+01,3.00E+01,3.60E+06,4.29E+06,0.00E+00,1.43E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,5.78E+05,5.46E+05,1.60E+05,2.16E+05,3.38E+04,4.23E+03,2.36E+04,3.17E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E+02,8.78E+02,6.02E+02,1.46E+00,1.09E+02,1.53E-05,1.52E+01,5.60E+01,2.88E+01,1.43E-01,5.83E-01,2.74E-01,2.60E+00,6.20E-01,1.90E+02,4.52E+03,2.26E+03,1.04E+03,5.33E+03,2.66E+03,1.08E+03,2313
1.91E+02,1.20E+01,-1.50E+01,3.00E+01,3.63E+06,4.30E+06,0.00E+00,1.42E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,5.71E+05,5.39E+05,1.55E+05,2.13E+05,3.30E+04,4.28E+03,2.30E+04,3.24E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+02,8.82E+02,6.05E+02,1.46E+00,1.10E+02,1.53E-05,1.53E+01,5.43E+01,3.04E+01,1.41E-01,5.68E-01,2.90E-01,2.60E+00,6.04E-01,1.99E+02,4.40E+03,2.20E+03,1.00E+03,5.29E+03,2.64E+03,1.07E+03,2314
