# register#,plate_x,plate_y,Seconds,i0,i1,mon,bstop,Omron,CH6,CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,scan#,Imax,Iave,ratio,scan#,texture,Co,V,Zr,Co_adjusted,V_adjusted,Zr_adjusted,peak_position,peak_width,peak_intensity,V_alpha1,V_alpha2,V_beta,Co_alpha1,Co_alpha2,Co_beta
1.92E+02,1.50E+01,-1.50E+01,3.00E+01,4.13E+06,4.84E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,7.39E+05,6.84E+05,7.63E+04,2.63E+05,4.38E+04,1.01E+04,1.18E+04,1.47E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+02,1.54E+03,8.04E+02,1.92E+00,1.11E+02,1.03E-05,1.40E+01,2.06E+01,6.54E+01,0.189437383,0.202368871,0.608193746,2.52E+00,4.23E-01,7.40E+02,2.16E+03,1.08E+03,5.11E+02,6.52E+03,3.26E+03,1.31E+03
1.93E+02,1.80E+01,-1.50E+01,3.00E+01,4.12E+06,4.86E+06,0.00E+00,1.40E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,7.37E+05,6.82E+05,7.20E+04,2.65E+05,4.48E+04,1.03E+04,1.12E+04,1.47E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+02,1.58E+03,8.10E+02,1.95E+00,1.12E+02,1.03E-05,1.37E+01,1.94E+01,6.69E+01,0.192492738,0.190877706,0.616629556,2.51E+00,4.15E-01,7.68E+02,2.03E+03,1.01E+03,4.83E+02,6.59E+03,3.29E+03,1.33E+03
1.94E+02,2.10E+01,-1.50E+01,3.00E+01,4.11E+06,4.85E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,7.36E+05,6.81E+05,6.70E+04,2.65E+05,4.45E+04,1.04E+04,1.04E+04,1.50E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+02,1.60E+03,8.13E+02,1.97E+00,1.13E+02,1.01E-05,1.34E+01,1.82E+01,6.84E+01,0.195425778,0.179980623,0.624593599,2.51E+00,4.11E-01,7.90E+02,1.90E+03,9.51E+02,4.45E+02,6.57E+03,3.29E+03,1.32E+03
1.95E+02,2.40E+01,-1.50E+01,3.00E+01,4.16E+06,4.89E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,7.39E+05,6.84E+05,6.41E+04,2.69E+05,4.51E+04,1.06E+04,9.97E+03,1.49E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+02,1.64E+03,8.22E+02,1.99E+00,1.14E+02,1.01E-05,1.31E+01,1.71E+01,6.98E+01,0.1982285,0.169698376,0.632073124,2.50E+00,4.08E-01,8.24E+02,1.81E+03,9.07E+02,4.24E+02,6.67E+03,3.33E+03,1.33E+03
1.96E+02,2.70E+01,-1.50E+01,3.00E+01,4.15E+06,4.88E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,7.31E+05,6.78E+05,6.06E+04,2.69E+05,4.50E+04,1.09E+04,9.50E+03,1.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+02,1.65E+03,8.22E+02,2.01E+00,1.15E+02,9.74E-06,1.27E+01,1.61E+01,7.12E+01,0.200915054,0.159977707,0.639107239,2.50E+00,4.06E-01,8.40E+02,1.70E+03,8.50E+02,4.08E+02,6.66E+03,3.33E+03,1.33E+03
1.97E+02,3.00E+01,-1.50E+01,3.00E+01,4.14E+06,4.89E+06,0.00E+00,1.44E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,7.31E+05,6.77E+05,5.65E+04,2.67E+05,4.55E+04,1.12E+04,8.90E+03,1.49E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E+02,1.66E+03,8.23E+02,2.02E+00,1.16E+02,9.62E-06,1.24E+01,1.51E+01,7.25E+01,0.203478708,0.150831616,0.645689676,2.50E+00,4.06E-01,8.53E+02,1.59E+03,7.94E+02,3.78E+02,6.59E+03,3.30E+03,1.33E+03
2.02E+02,-3.00E+01,-1.20E+01,3.00E+01,4.12E+06,4.86E+06,0.00E+00,1.37E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,7.58E+05,7.01E+05,1.56E+05,2.16E+05,3.44E+04,6.51E+03,2.29E+04,1.45E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E+02,1.08E+03,7.49E+02,1.44E+00,1.18E+02,1.19E-05,1.78E+01,4.28E+01,3.94E+01,0.141878168,0.445586024,0.412535808,2.57E+00,5.80E-01,2.90E+02,4.45E+03,2.22E+03,1.03E+03,5.37E+03,2.69E+03,1.08E+03
2.03E+02,-2.70E+01,-1.20E+01,3.00E+01,4.12E+06,4.87E+06,0.00E+00,1.39E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,7.71E+05,7.13E+05,1.51E+05,2.22E+05,3.61E+04,6.79E+03,2.21E+04,1.49E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E+02,1.11E+03,7.57E+02,1.46E+00,1.19E+02,1.17E-05,1.79E+01,4.11E+01,4.11E+01,0.147054976,0.42600172,0.426943304,2.57E+00,5.68E-01,3.16E+02,4.28E+03,2.14E+03,9.74E+02,5.51E+03,2.75E+03,1.13E+03
2.04E+02,-2.40E+01,-1.20E+01,3.00E+01,4.11E+06,4.87E+06,0.00E+00,1.45E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,7.70E+05,7.12E+05,1.45E+05,2.30E+05,3.68E+04,6.94E+03,2.13E+04,1.46E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+02,1.13E+03,7.59E+02,1.49E+00,1.20E+02,1.16E-05,1.79E+01,3.94E+01,4.27E+01,0.152185594,0.406694785,0.441119621,2.57E+00,5.59E-01,3.40E+02,4.11E+03,2.05E+03,9.31E+02,5.69E+03,2.84E+03,1.15E+03
2.05E+02,-2.10E+01,-1.20E+01,3.00E+01,4.12E+06,4.87E+06,0.00E+00,1.47E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,7.73E+05,7.14E+05,1.38E+05,2.34E+05,3.81E+04,7.12E+03,2.04E+04,1.50E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.21E+02,1.15E+03,7.63E+02,1.51E+00,1.21E+02,1.14E-05,1.79E+01,3.77E+01,4.44E+01,0.157240361,0.387783986,0.454975653,2.56E+00,5.43E-01,3.57E+02,3.94E+03,1.97E+03,9.00E+02,5.83E+03,2.92E+03,1.18E+03
2.06E+02,-1.80E+01,-1.20E+01,3.00E+01,3.87E+06,4.60E+06,0.00E+00,0.00E+00,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,7.75E+05,7.15E+05,1.33E+05,2.42E+05,3.93E+04,7.46E+03,1.95E+04,1.50E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E+02,1.19E+03,7.73E+02,1.54E+00,1.22E+02,1.13E-05,1.78E+01,3.61E+01,4.61E+01,0.162223115,0.36925672,0.468520165,2.56E+00,5.36E-01,3.88E+02,3.76E+03,1.88E+03,8.69E+02,6.03E+03,3.02E+03,1.20E+03
2.07E+02,-1.50E+01,-1.20E+01,3.00E+01,3.86E+06,4.59E+06,0.00E+00,0.00E+00,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,7.72E+05,7.13E+05,1.28E+05,2.48E+05,4.01E+04,7.66E+03,1.88E+04,1.50E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E+02,1.22E+03,7.76E+02,1.57E+00,1.23E+02,1.11E-05,1.78E+01,3.44E+01,4.78E+01,0.16710611,0.351221875,0.481672015,2.55E+00,5.26E-01,4.14E+02,3.63E+03,1.81E+03,8.26E+02,6.15E+03,3.07E+03,1.24E+03
2.08E+02,-1.20E+01,-1.20E+01,3.00E+01,4.14E+06,4.87E+06,0.00E+00,1.45E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,7.71E+05,7.13E+05,1.21E+05,2.52E+05,4.13E+04,7.97E+03,1.79E+04,1.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E+02,1.24E+03,7.78E+02,1.60E+00,1.24E+02,1.11E-05,1.77E+01,3.29E+01,4.95E+01,0.17188733,0.333689276,0.494423394,2.55E+00,5.17E-01,4.41E+02,3.46E+03,1.73E+03,7.86E+02,6.27E+03,3.13E+03,1.26E+03
2.09E+02,-9.00E+00,-1.20E+01,3.00E+01,4.13E+06,4.84E+06,0.00E+00,1.41E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,7.66E+05,7.07E+05,1.15E+05,2.57E+05,4.19E+04,8.20E+03,1.70E+04,1.49E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+02,1.27E+03,7.78E+02,1.63E+00,1.25E+02,1.09E-05,1.75E+01,3.13E+01,5.12E+01,0.176565407,0.316667632,0.506766961,2.55E+00,5.07E-01,4.67E+02,3.27E+03,1.64E+03,7.39E+02,6.38E+03,3.19E+03,1.28E+03
2.10E+02,-6.00E+00,-1.20E+01,3.00E+01,4.12E+06,4.85E+06,0.00E+00,1.43E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,7.74E+05,7.15E+05,1.09E+05,2.61E+05,4.24E+04,8.55E+03,1.64E+04,1.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E+02,1.30E+03,7.83E+02,1.66E+00,1.26E+02,1.08E-05,1.74E+01,2.98E+01,5.29E+01,0.18111636,0.300245878,0.518637763,2.55E+00,4.99E-01,4.94E+02,3.12E+03,1.56E+03,7.10E+02,6.51E+03,3.25E+03,1.31E+03
2.11E+02,-3.00E+00,-1.20E+01,3.00E+01,4.10E+06,4.85E+06,0.00E+00,1.34E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,7.74E+05,7.15E+05,1.04E+05,2.67E+05,4.39E+04,8.55E+03,1.55E+04,1.49E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E+02,1.33E+03,7.89E+02,1.68E+00,1.27E+02,1.08E-05,1.72E+01,2.83E+01,5.45E+01,0.185547611,0.284393931,0.530058457,2.54E+00,4.89E-01,5.22E+02,2.96E+03,1.48E+03,6.66E+02,6.63E+03,3.31E+03,1.34E+03
2.12E+02,0.00E+00,-1.20E+01,3.00E+01,4.12E+06,4.86E+06,0.00E+00,1.42E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,7.71E+05,7.13E+05,9.89E+04,2.70E+05,4.46E+04,8.63E+03,1.49E+04,1.49E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E+02,1.35E+03,7.91E+02,1.71E+00,1.28E+02,1.07E-05,1.70E+01,2.69E+01,5.62E+01,0.189840221,0.269183537,0.540976241,2.54E+00,4.80E-01,5.49E+02,2.80E+03,1.40E+03,6.47E+02,6.69E+03,3.35E+03,1.36E+03
2.13E+02,3.00E+00,-1.20E+01,3.00E+01,3.82E+06,4.55E+06,0.00E+00,0.00E+00,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,7.71E+05,7.13E+05,9.29E+04,2.74E+05,4.52E+04,8.95E+03,1.38E+04,1.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E+02,1.38E+03,7.93E+02,1.74E+00,1.29E+02,1.07E-05,1.67E+01,2.55E+01,5.78E+01,0.193996701,0.25460105,0.551402248,2.54E+00,4.69E-01,5.72E+02,2.62E+03,1.31E+03,5.92E+02,6.78E+03,3.39E+03,1.38E+03
2.14E+02,6.00E+00,-1.20E+01,3.00E+01,4.15E+06,4.88E+06,0.00E+00,1.40E+07,1.17E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,7.72E+05,7.13E+05,8.84E+04,2.79E+05,4.56E+04,9.31E+03,1.33E+04,1.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+02,1.42E+03,8.01E+02,1.77E+00,1.30E+02,1.06E-05,1.65E+01,2.41E+01,5.94E+01,0.198021328,0.240631627,0.561347045,2.53E+00,4.61E-01,6.01E+02,2.47E+03,1.23E+03,5.73E+02,6.87E+03,3.43E+03,1.38E+03
2.15E+02,9.00E+00,-1.20E+01,3.00E+01,4.15E+06,4.88E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,7.65E+05,7.07E+05,8.29E+04,2.81E+05,4.55E+04,9.37E+03,1.26E+04,1.49E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E+02,1.44E+03,8.03E+02,1.80E+00,1.31E+02,1.06E-05,1.62E+01,2.28E+01,6.10E+01,0.201898269,0.227325268,0.570776464,2.53E+00,4.54E-01,6.29E+02,2.34E+03,1.17E+03,5.33E+02,6.92E+03,3.46E+03,1.37E+03
2.16E+02,1.20E+01,-1.20E+01,3.00E+01,4.14E+06,4.87E+06,0.00E+00,1.43E+07,1.19E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,7.63E+05,7.06E+05,7.85E+04,2.83E+05,4.65E+04,9.63E+03,1.18E+04,1.44E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E+02,1.46E+03,8.02E+02,1.82E+00,1.32E+02,1.06E-05,1.59E+01,2.16E+01,6.26E+01,0.205639415,0.214634733,0.579725853,2.52E+00,4.44E-01,6.52E+02,2.19E+03,1.10E+03,5.01E+02,6.95E+03,3.47E+03,1.40E+03
2.17E+02,1.50E+01,-1.20E+01,3.00E+01,4.12E+06,4.85E+06,0.00E+00,1.41E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,7.54E+05,6.97E+05,7.30E+04,2.84E+05,4.66E+04,9.80E+03,1.14E+04,1.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.33E+02,1.49E+03,8.06E+02,1.85E+00,1.33E+02,1.05E-05,1.56E+01,2.03E+01,6.41E+01,0.209234296,0.20259579,0.588169914,2.52E+00,4.36E-01,6.76E+02,2.04E+03,1.02E+03,4.76E+02,6.99E+03,3.49E+03,1.41E+03
2.18E+02,1.80E+01,-1.20E+01,3.00E+01,4.11E+06,4.84E+06,0.00E+00,1.43E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,7.48E+05,6.92E+05,6.91E+04,2.85E+05,4.70E+04,9.94E+03,1.07E+04,1.46E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.34E+02,1.51E+03,8.06E+02,1.87E+00,1.34E+02,1.04E-05,1.52E+01,1.92E+01,6.56E+01,0.212689301,0.191177857,0.596132842,2.52E+00,4.30E-01,6.99E+02,1.93E+03,9.63E+02,4.51E+02,6.96E+03,3.48E+03,1.41E+03
2.19E+02,2.10E+01,-1.20E+01,3.00E+01,4.09E+06,4.86E+06,0.00E+00,1.40E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,7.53E+05,6.96E+05,6.58E+04,2.86E+05,4.72E+04,1.00E+04,1.02E+04,1.46E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.35E+02,1.54E+03,8.10E+02,1.90E+00,1.35E+02,1.03E-05,1.49E+01,1.81E+01,6.71E+01,0.216012725,0.180348476,0.603638799,2.51E+00,4.24E-01,7.25E+02,1.84E+03,9.22E+02,4.28E+02,7.02E+03,3.51E+03,1.41E+03
2.20E+02,2.40E+01,-1.20E+01,3.00E+01,4.08E+06,4.86E+06,0.00E+00,1.40E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,7.53E+05,6.96E+05,6.17E+04,2.87E+05,4.75E+04,1.03E+04,9.52E+03,1.51E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E+02,1.56E+03,8.14E+02,1.92E+00,1.36E+02,1.02E-05,1.45E+01,1.70E+01,6.85E+01,0.219196127,0.170128488,0.610675385,2.51E+00,4.20E-01,7.46E+02,1.70E+03,8.51E+02,4.01E+02,7.05E+03,3.52E+03,1.43E+03
2.21E+02,2.70E+01,-1.20E+01,3.00E+01,4.08E+06,4.84E+06,0.00E+00,1.36E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,7.49E+05,6.94E+05,5.78E+04,2.86E+05,4.75E+04,1.05E+04,9.09E+03,1.49E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.37E+02,1.57E+03,8.14E+02,1.93E+00,1.37E+02,1.01E-05,1.42E+01,1.60E+01,6.99E+01,0.222253821,0.160465735,0.617280445,2.50E+00,4.17E-01,7.58E+02,1.60E+03,8.00E+02,3.84E+02,7.06E+03,3.53E+03,1.42E+03
2.22E+02,3.00E+01,-1.20E+01,3.00E+01,4.12E+06,4.88E+06,0.00E+00,1.43E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,7.48E+05,6.92E+05,5.47E+04,2.88E+05,4.82E+04,1.06E+04,8.73E+03,1.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.38E+02,1.59E+03,8.20E+02,1.94E+00,1.38E+02,9.91E-06,1.38E+01,1.50E+01,7.12E+01,0.225179533,0.151371363,0.623449103,2.50E+00,4.18E-01,7.81E+02,1.53E+03,7.63E+02,3.68E+02,7.10E+03,3.55E+03,1.44E+03
2.27E+02,-3.00E+01,-9.00E+00,3.00E+01,4.09E+06,4.86E+06,0.00E+00,1.39E+07,1.18E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,7.77E+05,7.18E+05,1.50E+05,2.32E+05,3.68E+04,6.31E+03,2.21E+04,1.47E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.41E+02,1.06E+03,7.51E+02,1.41E+00,1.41E+02,1.21E-05,1.96E+01,4.17E+01,3.87E+01,0.155504611,0.443819869,0.40067552,2.58E+00,5.83E-01,2.66E+02,4.22E+03,2.11E+03,9.77E+02,5.72E+03,2.86E+03,1.15E+03
