# register#,plate_x,plate_y,Seconds,i0,i1,mon,bstop,Omron,CH6,    CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,    ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,    pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,scan#,Imax,Iave,ratio,scan#,texture,Co,Fe,Zr,,,,# Fe_alpha,Fe_beta,Co_alpha,Co_beta,# peak_position, peak_width, peak_intensity
118,17.998,-24,30,3694215,4412798,0,13971564,108043,0,0,0,35.082193,792090,732540,124168,461393,67906,4819,1447,3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30E+01,9.72E+02,6.93E+02,1.40E+00,5.30E+01,1.42E-05,39.1132662,13.71263818,47.17409561,,,,3.98E+03,5.42E+02,1.63E+04,2.23E+03,2.71E+00,7.15E-01,2.32E+02
119,21.001,-24,30,3686940,4433758,0,14105968,107119,0,0,0,34.934375,783180,724560,117325,455126,67031,4935,1475,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40E+01,9.68E+02,6.93E+02,1.40E+00,5.40E+01,1.42E-05,38.51330112,12.82523342,48.66146547,,,,3.77E+03,5.12E+02,1.62E+04,2.22E+03,2.69E+00,6.93E-01,2.46E+02
120,23.999,-24,30,3681264,4429544,0,14230561,107261,0,0,0,35.105571,759660,704670,110390,445959,66227,5107,1417,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50E+01,9.73E+02,6.94E+02,1.40E+00,5.50E+01,1.34E-05,37.86727681,11.99397215,50.13875104,,,,3.52E+03,4.79E+02,1.59E+04,2.18E+03,2.67E+00,6.74E-01,2.57E+02
128,-27.002,-20.9998,30,3708246,4488466,0,13935011,106910,0,0,0,34.978795,1126530,1012410,333530,568355,76347,2699,2074,2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60E+01,1.06E+03,7.51E+02,1.41E+00,5.60E+01,1.37E-05,41.66800496,34.97659777,23.35539727,,,,1.17E+04,1.59E+03,1.86E+04,2.55E+03,3.06E+00,4.90E-01,2.54E+02
129,-23.999,-20.9998,30,3710020,4481981,0,13690396,108027,0,0,0,34.960246,1114110,1001850,315791,572100,77830,2893,2085,2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70E+01,1.06E+03,7.49E+02,1.41E+00,5.70E+01,1.36E-05,42.26074392,33.10414945,24.63510663,,,,1.10E+04,1.50E+03,1.89E+04,2.59E+03,3.05E+00,5.06E-01,2.52E+02
130,-21.001,-20.9998,30,3703896,4467343,0,13979034,107652,0,0,0,35.044332,1089720,981960,294709,571871,78085,3038,2062,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80E+01,1.05E+03,7.44E+02,1.42E+00,5.80E+01,1.37E-05,42.76476847,31.29602039,25.93921113,,,,1.02E+04,1.39E+03,1.91E+04,2.61E+03,3.04E+00,5.22E-01,2.46E+02
131,-17.998,-20.9998,30,3698259,4449745,0,13955165,107434,0,0,0,34.987444,1073460,968490,278692,571124,78732,2931,1954,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90E+01,1.05E+03,7.39E+02,1.41E+00,5.90E+01,1.38E-05,43.18068809,29.5494088,27.26990311,,,,9.64E+03,1.31E+03,1.91E+04,2.62E+03,3.03E+00,5.36E-01,2.39E+02
132,-15,-20.9998,30,3699688,4412500,0,14203572,108122,0,0,0,35.184356,1035630,936060,258201,562029,77860,3190,1862,2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E+01,1.03E+03,7.30E+02,1.41E+00,6.00E+01,1.38E-05,43.50668127,27.87268666,28.62063207,,,,8.88E+03,1.21E+03,1.90E+04,2.61E+03,3.01E+00,5.57E-01,2.31E+02
133,-12.002,-20.9998,30,3692142,4437760,0,14171890,107175,0,0,0,35.166346,1024920,928380,244057,562977,79129,3445,1924,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10E+01,1.03E+03,7.31E+02,1.41E+00,6.10E+01,1.40E-05,43.74375673,26.26483316,29.99141011,,,,8.34E+03,1.13E+03,1.91E+04,2.62E+03,3.00E+00,5.82E-01,2.27E+02
134,-8.999,-20.9998,30,3683069,4436956,0,14132936,107967,0,0,0,35.157921,1004460,911520,228825,559758,78632,3500,1930,2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20E+01,1.02E+03,7.28E+02,1.41E+00,6.20E+01,1.39E-05,43.89343389,24.72433607,31.38223004,,,,7.74E+03,1.05E+03,1.92E+04,2.63E+03,2.98E+00,6.20E-01,2.18E+02
135,-6.001,-20.9998,30,3675308,4430771,0,14043141,108144,0,0,0,35.048295,986100,897390,214448,553682,78060,3651,1874,2890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30E+01,1.02E+03,7.24E+02,1.41E+00,6.30E+01,1.40E-05,43.95659576,23.25699485,32.78640939,,,,7.24E+03,9.85E+02,1.90E+04,2.61E+03,2.96E+00,6.65E-01,2.09E+02
136,-2.99801,-20.9998,30,3696147,4443927,0,14272638,107153,0,0,0,35.027473,971190,884040,202196,549770,77716,3782,1753,2963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.40E+01,1.02E+03,7.24E+02,1.41E+00,6.40E+01,1.40E-05,43.93556169,21.85786131,34.206577,,,,6.80E+03,9.25E+02,1.90E+04,2.60E+03,2.93E+00,7.13E-01,2.00E+02
137,0,-20.9998,30,3713004,4462075,0,13776793,107400,0,0,0,35.045175,958410,873300,191043,547794,78382,3798,1758,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50E+01,1.02E+03,7.25E+02,1.40E+00,6.50E+01,1.40E-05,43.8332508,20.5310427,35.6357065,,,,6.41E+03,8.72E+02,1.91E+04,2.61E+03,2.90E+00,7.63E-01,1.97E+02
138,2.99801,-20.9998,30,3716193,4454714,0,14158212,107714,0,0,0,35.072572,932910,852150,177295,539082,76940,4106,1715,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60E+01,1.01E+03,7.20E+02,1.41E+00,6.60E+01,1.39E-05,43.65244601,19.27309871,37.07445528,,,,5.86E+03,7.98E+02,1.88E+04,2.58E+03,2.87E+00,8.02E-01,1.95E+02
139,6.001,-20.9998,30,3717324,4419569,0,14327121,107793,0,0,0,35.192124,904350,827670,164765,528312,76010,4196,1650,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70E+01,9.99E+02,7.12E+02,1.40E+00,6.70E+01,1.39E-05,43.39627579,18.08065233,38.52307188,,,,5.44E+03,7.39E+02,1.85E+04,2.54E+03,2.84E+00,8.07E-01,1.94E+02
140,8.999,-20.9998,30,3719283,4425636,0,14354630,106927,0,0,0,35.040243,889530,815700,154251,519594,76070,4388,1605,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80E+01,9.98E+02,7.10E+02,1.41E+00,6.80E+01,1.40E-05,43.06891258,16.95597318,39.97511423,,,,5.08E+03,6.91E+02,1.83E+04,2.51E+03,2.82E+00,8.05E-01,1.99E+02
141,12.002,-20.9998,30,3710289,4439101,0,14081508,106193,0,0,0,34.990574,872010,800880,144491,510703,74413,4354,1627,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.90E+01,9.95E+02,7.09E+02,1.40E+00,6.90E+01,1.40E-05,42.67324893,15.89310503,41.43364604,,,,4.69E+03,6.38E+02,1.81E+04,2.48E+03,2.79E+00,7.87E-01,2.05E+02
142,15,-20.9998,30,3701414,4435374,0,14033290,106789,0,0,0,35.199114,844530,776760,134562,500400,72617,4626,1515,3137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00E+01,9.89E+02,7.05E+02,1.40E+00,7.00E+01,1.41E-05,42.21411258,14.89343943,42.89244799,,,,4.35E+03,5.91E+02,1.78E+04,2.44E+03,2.77E+00,7.64E-01,2.12E+02
143,17.998,-20.9998,30,3692213,4425325,0,13880097,105525,0,0,0,34.904238,834450,768660,126368,491841,72425,4597,1575,3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10E+01,9.81E+02,7.01E+02,1.40E+00,7.10E+01,1.40E-05,41.69521018,13.95253969,44.35225014,,,,4.04E+03,5.50E+02,1.75E+04,2.40E+03,2.74E+00,7.45E-01,2.23E+02
144,21.001,-20.9998,30,3700761,4430182,0,14318439,106180,0,0,0,35.103388,812880,749880,119270,482819,71389,4872,1517,3166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20E+01,9.77E+02,7.00E+02,1.40E+00,7.20E+01,1.41E-05,41.11916229,13.066491,45.81434671,,,,3.80E+03,5.16E+02,1.72E+04,2.36E+03,2.72E+00,7.27E-01,2.34E+02
145,23.999,-20.9998,30,3734532,4454010,0,14114450,106750,0,0,0,34.948909,808890,746490,114086,479752,70771,5046,1500,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30E+01,9.80E+02,7.05E+02,1.39E+00,7.30E+01,1.39E-05,40.49169706,12.23563693,47.27266601,,,,3.62E+03,4.92E+02,1.71E+04,2.35E+03,2.70E+00,7.02E-01,2.48E+02
146,27.002,-20.9998,30,3535263,4233423,0,7591384,106911,0,0,0,35.052283,788970,729570,107999,472831,70515,5117,1413,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40E+01,9.88E+02,7.11E+02,1.39E+00,7.40E+01,1.25E-05,39.81461875,11.45434627,48.73103498,,,,3.40E+03,4.63E+02,1.70E+04,2.33E+03,2.68E+00,6.88E-01,2.60E+02
152,-30,-18.0003,30,3719080,4474886,0,14149147,106434,0,0,0,35.06295,1183470,1057680,358085,597360,80566,2467,2256,2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50E+01,1.07E+03,7.62E+02,1.41E+00,7.50E+01,1.32E-05,42.71169121,36.81974231,20.46856649,,,,1.26E+04,1.71E+03,1.95E+04,2.67E+03,3.08E+00,4.67E-01,2.76E+02
153,-27.002,-18.0003,30,3706489,4420690,0,13775659,105513,0,0,0,34.965943,1167780,1046490,338105,599560,81364,2621,2151,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60E+01,1.06E+03,7.54E+02,1.41E+00,7.60E+01,1.33E-05,43.45450791,34.91956774,21.62592435,,,,1.18E+04,1.61E+03,1.97E+04,2.70E+03,3.07E+00,4.80E-01,2.70E+02
154,-23.999,-18.0003,30,3703634,4431969,0,14138805,106174,0,0,0,34.984481,1152060,1033080,318999,602918,82090,2716,2111,2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70E+01,1.06E+03,7.53E+02,1.40E+00,7.70E+01,1.34E-05,44.11318975,33.07271119,22.81409907,,,,1.11E+04,1.51E+03,2.00E+04,2.74E+03,3.06E+00,4.95E-01,2.66E+02
155,-21.001,-18.0003,30,3690217,4433814,0,14114475,105913,0,0,0,34.966207,1133310,1017360,300644,602930,82385,2798,2126,2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80E+01,1.05E+03,7.49E+02,1.40E+00,7.80E+01,1.35E-05,44.68346734,31.2889072,24.02762546,,,,1.04E+04,1.42E+03,2.02E+04,2.76E+03,3.05E+00,5.04E-01,2.57E+02
156,-17.998,-18.0003,30,3679091,4423937,0,13932088,106072,0,0,0,35.027126,1110960,998850,281855,602481,82661,2893,2037,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90E+01,1.05E+03,7.46E+02,1.40E+00,7.90E+01,1.35E-05,45.16559028,29.56555771,25.26885201,,,,9.71E+03,1.32E+03,2.04E+04,2.79E+03,3.04E+00,5.20E-01,2.54E+02
157,-15,-18.0003,30,3686888,4420257,0,13911925,106151,0,0,0,35.165371,1084380,977130,264302,598704,83049,3063,1938,2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E+01,1.04E+03,7.42E+02,1.41E+00,8.00E+01,1.36E-05,45.55729442,27.91081661,26.53188897,,,,9.07E+03,1.23E+03,2.03E+04,2.79E+03,3.03E+00,5.36E-01,2.48E+02
158,-12.002,-18.0003,30,3715076,4444386,0,14159742,106842,0,0,0,34.895482,1085430,978450,250092,601612,84621,3142,2027,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10E+01,1.04E+03,7.44E+02,1.40E+00,8.10E+01,1.36E-05,45.85926645,26.32348301,27.81725054,,,,8.53E+03,1.16E+03,2.05E+04,2.81E+03,3.02E+00,5.55E-01,2.43E+02
159,-8.999,-18.0003,30,3705047,4432463,0,13973738,105761,0,0,0,35.07443,1059090,956340,234166,598192,84121,3365,1921,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20E+01,1.04E+03,7.40E+02,1.41E+00,8.20E+01,1.37E-05,46.07256714,24.80229742,29.12513544,,,,7.93E+03,1.08E+03,2.06E+04,2.82E+03,3.00E+00,5.84E-01,2.37E+02
160,-6.001,-18.0003,30,3703058,4391619,0,14400625,105426,0,0,0,35.0552,1031640,934290,219398,589394,83444,3395,1845,2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30E+01,1.03E+03,7.31E+02,1.41E+00,8.30E+01,1.37E-05,46.197597,23.35265345,30.44974954,,,,7.36E+03,1.00E+03,2.04E+04,2.79E+03,2.98E+00,6.15E-01,2.27E+02
161,-2.99801,-18.0003,30,3433463,4121870,0,0,106440,0,0,0,35.002377,1016370,922020,205661,586191,83169,3559,1934,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.40E+01,1.02E+03,7.29E+02,1.40E+00,8.40E+01,1.36E-05,46.23643177,21.96985439,31.79371384,,,,6.89E+03,9.37E+02,2.03E+04,2.79E+03,2.96E+00,6.66E-01,2.20E+02
162,0,-18.0003,30,3454688,4171582,0,3948299,106644,0,0,0,35.186844,996450,904830,193070,582966,82968,3666,1798,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50E+01,1.02E+03,7.31E+02,1.40E+00,8.50E+01,1.37E-05,46.19121782,20.65788489,33.15089729,,,,6.41E+03,8.72E+02,2.04E+04,2.79E+03,2.94E+00,7.11E-01,2.12E+02
163,2.99801,-18.0003,30,3684934,4426157,0,13780666,107269,0,0,0,35.03644,980910,891990,181082,576839,82317,3813,1758,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60E+01,1.02E+03,7.28E+02,1.40E+00,8.60E+01,1.37E-05,46.06489805,19.41319789,34.52190405,,,,5.97E+03,8.12E+02,2.02E+04,2.77E+03,2.91E+00,7.58E-01,2.06E+02
164,6.001,-18.0003,30,3689054,4426625,0,14353695,106446,0,0,0,34.946742,960720,875520,169403,566865,81930,3982,1708,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.70E+01,1.01E+03,7.23E+02,1.40E+00,8.70E+01,1.37E-05,45.85982389,18.23265036,35.90752576,,,,5.53E+03,7.52E+02,1.99E+04,2.73E+03,2.88E+00,7.80E-01,2.02E+02
165,8.999,-18.0003,30,3684968,4419631,0,14123303,106311,0,0,0,34.893466,940260,858150,158106,557971,80153,4177,1789,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80E+01,1.01E+03,7.20E+02,1.40E+00,8.80E+01,1.37E-05,45.57993686,17.11831172,37.30175142,,,,5.13E+03,6.98E+02,1.97E+04,2.70E+03,2.85E+00,7.96E-01,2.01E+02
166,12.002,-18.0003,30,3725254,4454541,0,13933706,105721,0,0,0,34.999388,927120,846720,150456,552968,79991,4307,1696,3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.90E+01,1.01E+03,7.24E+02,1.40E+00,8.90E+01,1.37E-05,45.22784656,16.06456772,38.70758573,,,,4.87E+03,6.62E+02,1.96E+04,2.68E+03,2.83E+00,7.93E-01,2.05E+02
167,15,-18.0003,30,3726486,4452723,0,14481067,106014,0,0,0,35.188516,897810,822150,139959,541011,78632,4521,1638,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00E+01,1.00E+03,7.19E+02,1.39E+00,9.00E+01,1.38E-05,44.80817919,15.07258836,40.11923246,,,,4.48E+03,6.10E+02,1.93E+04,2.64E+03,2.80E+00,7.90E-01,2.11E+02
168,17.998,-18.0003,30,3717191,4439796,0,14021178,105097,0,0,0,34.995337,879180,806490,130669,528418,77121,4598,1620,3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.10E+01,9.97E+02,7.14E+02,1.40E+00,9.10E+01,1.38E-05,44.32423294,14.13814822,41.53761884,,,,4.16E+03,5.66E+02,1.89E+04,2.59E+03,2.78E+00,7.71E-01,2.17E+02
169,21.001,-18.0003,30,3716164,4430841,0,14273710,105650,0,0,0,35.296014,849270,780750,122335,517416,75522,4727,1558,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.20E+01,9.92E+02,7.09E+02,1.40E+00,9.20E+01,1.38E-05,43.77858802,13.25739507,42.96401692,,,,3.88E+03,5.28E+02,1.85E+04,2.54E+03,2.76E+00,7.48E-01,2.25E+02
170,23.999,-18.0003,30,3446593,4131191,0,182952,105907,0,0,0,35.187373,833400,767610,115208,507083,74809,4787,1512,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30E+01,9.80E+02,7.05E+02,1.39E+00,9.30E+01,1.37E-05,43.17682172,12.43067556,44.39250272,,,,3.63E+03,4.94E+02,1.82E+04,2.49E+03,2.73E+00,7.34E-01,2.35E+02
171,27.002,-18.0003,30,3706979,4379359,0,14371891,105524,0,0,0,35.182954,809910,747600,108661,493533,73126,4947,1527,3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40E+01,9.69E+02,6.97E+02,1.39E+00,9.40E+01,1.38E-05,42.52064527,11.65254805,45.82680667,,,,3.40E+03,4.62E+02,1.78E+04,2.44E+03,2.71E+00,7.18E-01,2.41E+02
172,30,-18.0003,30,3700896,4405122,0,14544153,107042,0,0,0,35.084471,794940,734790,102176,484641,71821,4987,1535,3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50E+01,9.70E+02,6.98E+02,1.39E+00,9.50E+01,1.37E-05,41.81574434,10.92305362,47.26120204,,,,3.19E+03,4.33E+02,1.75E+04,2.40E+03,2.69E+00,7.05E-01,2.51E+02
177,-30,-15.0001,30,3693725,4458710,0,14070353,106087,0,0,0,35.271338,1230360,1094820,366474,634298,85523,2377,2358,2629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60E+01,1.08E+03,7.74E+02,1.40E+00,9.60E+01,1.29E-05,44.45149603,36.63484425,18.91365972,,,,1.28E+04,1.74E+03,2.08E+04,2.85E+03,3.08E+00,4.58E-01,2.95E+02
178,-27.002,-15.0001,30,3729719,4479416,0,13998097,105240,0,0,0,35.069272,1233300,1097280,349362,646478,87019,2514,2244,2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.70E+01,1.08E+03,7.77E+02,1.39E+00,9.70E+01,1.29E-05,45.25649845,34.76237321,19.98112834,,,,1.21E+04,1.65E+03,2.14E+04,2.93E+03,3.08E+00,4.71E-01,2.92E+02
179,-23.999,-15.0001,30,3723212,4460910,0,13998221,105416,0,0,0,34.976336,1215300,1083330,327988,646269,88568,2509,2217,2626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.80E+01,1.08E+03,7.72E+02,1.40E+00,9.80E+01,1.30E-05,45.97868127,32.94235229,21.07896644,,,,1.13E+04,1.54E+03,2.15E+04,2.95E+03,3.07E+00,4.83E-01,2.86E+02
180,-21.001,-15.0001,30,3716198,4443940,0,14022055,105370,0,0,0,35.249706,1185660,1058910,308724,645954,88405,2789,2155,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90E+01,1.07E+03,7.66E+02,1.40E+00,9.90E+01,1.31E-05,46.61294882,31.18465946,22.20239172,,,,1.06E+04,1.44E+03,2.16E+04,2.96E+03,3.06E+00,4.94E-01,2.79E+02
181,-17.998,-15.0001,30,3706604,4425278,0,14011194,105176,0,0,0,34.942296,1165890,1043880,287364,640842,88389,2860,2095,2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+02,1.06E+03,7.58E+02,1.40E+00,1.00E+02,1.32E-05,47.15952506,29.48644089,23.35403405,,,,9.80E+03,1.33E+03,2.16E+04,2.95E+03,3.05E+00,5.06E-01,2.69E+02
182,-15,-15.0001,30,3695485,4409981,0,14392980,106459,0,0,0,35.05254,1139700,1022520,268658,637421,88569,2995,2140,2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01E+02,1.05E+03,7.52E+02,1.39E+00,1.01E+02,1.32E-05,47.6155768,27.85579981,24.52862339,,,,9.12E+03,1.24E+03,2.16E+04,2.96E+03,3.04E+00,5.21E-01,2.65E+02
183,-12.002,-15.0001,30,3682428,4399672,0,13936762,105444,0,0,0,34.974842,1121430,1007850,252519,635247,88545,3115,2050,2796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02E+02,1.04E+03,7.48E+02,1.39E+00,1.02E+02,1.34E-05,47.98152374,26.29158487,25.72689139,,,,8.51E+03,1.16E+03,2.17E+04,2.97E+03,3.03E+00,5.35E-01,2.57E+02
184,-8.999,-15.0001,30,3674487,4368953,0,14073756,105369,0,0,0,34.984225,1100850,990480,236588,631289,88548,3186,1951,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03E+02,1.04E+03,7.41E+02,1.40E+00,1.03E+02,1.33E-05,48.25821427,24.79216484,26.94962089,,,,7.94E+03,1.08E+03,2.17E+04,2.97E+03,3.02E+00,5.56E-01,2.51E+02
185,-6.001,-15.0001,30,3409180,4078836,0,0,106401,0,0,0,35.165649,1073520,968430,222374,625198,89080,3336,2028,2802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04E+02,1.03E+03,7.37E+02,1.40E+00,1.04E+02,1.34E-05,48.44527935,23.36321236,28.19150829,,,,7.41E+03,1.01E+03,2.15E+04,2.95E+03,3.01E+00,5.80E-01,2.44E+02
186,-2.99801,-15.0001,30,3449747,4150411,0,763,106639,0,0,0,35.020567,1075680,970440,212104,630701,89123,3438,1975,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05E+02,1.04E+03,7.47E+02,1.39E+00,1.05E+02,1.35E-05,48.54488571,21.99975048,29.45536381,,,,7.05E+03,9.58E+02,2.19E+04,3.01E+03,2.99E+00,6.15E-01,2.42E+02
187,0,-15.0001,30,3448292,4151796,0,4802,106229,0,0,0,35.066242,1052100,950970,197679,622948,88752,3738,1968,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E+02,1.04E+03,7.44E+02,1.39E+00,1.06E+02,1.35E-05,48.5585442,20.70566677,30.73578902,,,,6.50E+03,8.84E+02,2.17E+04,2.97E+03,2.97E+00,6.56E-01,2.34E+02
188,2.99801,-15.0001,30,3447356,4145349,0,631481,106956,0,0,0,34.93222,1033410,935820,184360,615878,87919,3696,1888,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07E+02,1.03E+03,7.39E+02,1.39E+00,1.07E+02,1.35E-05,48.48868603,19.4777157,32.03359827,,,,6.02E+03,8.18E+02,2.15E+04,2.95E+03,2.94E+00,6.98E-01,2.24E+02
189,6.001,-15.0001,30,3707746,4422011,0,14437041,106537,0,0,0,35.17306,1005870,912930,173400,606704,87543,3974,1828,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E+02,1.02E+03,7.35E+02,1.39E+00,1.08E+02,1.35E-05,48.33760539,18.3125122,33.34988242,,,,5.63E+03,7.66E+02,2.14E+04,2.93E+03,2.92E+00,7.41E-01,2.17E+02
190,8.999,-15.0001,30,3701033,4409212,0,14349256,105089,0,0,0,35.185099,982110,893040,162581,596577,85939,3995,1804,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09E+02,1.01E+03,7.31E+02,1.38E+00,1.09E+02,1.34E-05,48.10881284,17.21213743,34.67904973,,,,5.23E+03,7.11E+02,2.11E+04,2.89E+03,2.89E+00,7.64E-01,2.10E+02
191,12.002,-15.0001,30,3695222,4398601,0,14104857,105736,0,0,0,34.9331,963300,877140,151467,583964,84935,4079,1707,3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10E+02,1.01E+03,7.25E+02,1.39E+00,1.10E+02,1.34E-05,47.8045669,16.17106178,36.02437131,,,,4.86E+03,6.61E+02,2.07E+04,2.83E+03,2.86E+00,7.91E-01,2.08E+02
